Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
154563,0.76,0.78,8.3,12.5,194,0.00,0.00,-0.0,-2.10,100.0,1.000,37.4,13.3,73,2.15,120.55,350.00,3370,49.1,3.64,3.64,100.0,100.0,14.0,52.5
154665,0.75,0.81,10.2,13.5,194,0.00,0.00,-0.0,-2.00,100.0,1.000,44.2,15.4,73,2.29,131.16,350.00,3441,49.7,3.64,3.66,100.0,100.0,11.5,52.5
154768,0.75,0.77,11.9,13.5,194,0.00,0.00,-0.0,0.00,100.0,1.000,46.4,16.1,73,2.43,140.10,350.00,3455,50.3,3.64,3.66,100.0,100.0,8.5,49.8
154870,0.75,0.77,13.4,13.5,194,0.00,0.00,-0.0,0.00,100.0,1.000,48.0,16.4,73,2.51,147.10,350.00,3513,51.0,3.64,3.66,100.0,100.0,6.0,47.5
154973,0.75,0.79,14.2,13.5,194,0.00,0.00,-0.0,0.00,100.0,1.000,48.1,16.4,73,2.49,145.92,350.00,3516,51.6,3.64,3.66,100.0,100.0,6.0,46.7
155077,0.75,0.80,14.5,13.5,194,0.00,0.00,-0.0,0.00,100.0,1.000,49.0,16.4,73,2.46,146.81,350.00,3582,52.2,3.64,3.64,100.0,100.0,5.5,45.9
155176,0.75,0.80,14.3,13.5,194,0.00,0.00,-0.0,0.00,100.0,1.000,48.2,16.1,73,2.45,146.81,350.00,3593,52.8,3.64,3.64,100.0,100.0,6.5,45.9
155277,0.75,0.81,14.1,13.5,194,0.00,0.00,-0.0,0.00,100.0,1.000,47.4,15.6,73,2.37,144.15,350.00,3649,52.8,3.64,3.64,100.0,100.0,7.5,46.3
155380,0.75,0.81,13.4,13.5,194,0.00,0.00,-0.0,0.00,100.0,1.000,46.8,15.4,73,2.32,141.20,350.00,3650,53.4,3.62,3.64,100.0,100.0,10.0,47.5
155481,0.75,0.81,12.9,13.5,194,0.00,0.00,-0.0,0.00,100.0,1.000,47.0,15.1,73,2.27,141.49,350.00,3732,54.1,3.62,3.66,100.0,100.0,11.0,47.8
155584,0.75,0.82,12.5,13.4,194,0.00,0.00,-0.0,0.00,100.0,1.000,46.2,14.8,73,2.25,140.61,350.00,3748,54.7,3.64,3.66,100.0,100.0,11.5,50.2
