Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
672142,0.90,0.77,-2.7,-3.8,197,0.00,0.00,-0.0,0.00,66.7,1.000,30.2,7.2,82,1.28,107.87,346.02,5039,38.5,3.66,3.66,100.0,97.3,34.0,59.2
672246,0.91,0.85,-0.1,12.6,197,0.00,0.00,-0.0,0.00,100.0,1.000,37.0,9.5,82,1.59,123.89,350.00,4673,39.1,3.66,3.66,100.0,100.0,28.0,57.3
672346,0.86,0.79,3.3,12.5,197,0.00,0.00,-0.0,0.00,100.0,1.000,42.3,12.3,82,2.02,139.15,350.00,4126,40.4,3.66,3.66,100.0,100.0,21.5,52.5
672448,0.80,0.76,7.6,12.5,197,0.00,0.00,-0.0,0.00,100.0,1.000,48.7,14.1,82,2.04,140.61,350.00,4145,40.4,3.66,3.66,100.0,100.0,3.5,52.2
672550,0.76,0.76,9.8,13.0,197,0.00,0.00,-0.0,0.00,100.0,1.000,53.3,14.8,82,2.30,165.36,350.00,4320,41.0,3.66,3.66,100.0,100.0,0.5,50.6
672651,0.76,0.76,11.7,12.6,197,0.00,0.00,-0.0,0.00,100.0,1.000,55.9,15.6,82,2.43,174.33,350.00,4303,41.6,3.66,3.66,100.0,100.0,11.5,48.2
672753,0.76,0.79,12.7,12.6,197,0.00,0.00,-0.0,0.00,100.0,1.000,59.0,16.1,82,2.44,179.10,350.00,4398,42.3,3.66,3.66,100.0,100.0,9.0,47.1
672856,0.76,0.79,13.0,12.6,197,0.00,0.00,-0.0,0.00,100.0,1.000,60.0,16.1,82,2.44,181.82,350.00,4469,43.5,3.66,3.66,100.0,100.0,9.0,48.2
672957,0.76,0.80,12.8,12.5,197,0.00,0.00,-0.0,0.00,100.0,1.000,60.9,16.1,80,2.44,184.58,350.00,4541,44.1,3.66,3.66,100.0,100.0,10.0,48.6
673060,0.76,0.80,12.5,12.5,197,0.00,0.00,-0.0,0.00,100.0,1.000,60.7,15.6,80,2.38,185.26,350.00,4673,44.7,3.66,3.66,100.0,100.0,12.5,50.6
673162,0.76,0.81,12.0,12.5,197,0.00,0.00,-0.0,0.00,100.0,1.000,59.2,15.1,80,2.35,184.60,350.00,4708,45.4,3.64,3.64,100.0,100.0,14.0,53.3
673264,0.76,0.81,11.7,12.5,197,0.00,0.00,-0.0,0.00,100.0,1.000,59.5,14.8,80,2.28,183.19,350.00,4828,46.6,3.64,3.66,100.0,100.0,15.5,57.6
673365,0.76,0.81,11.3,12.5,197,0.00,0.00,-0.0,0.00,100.0,1.000,59.4,14.6,80,2.28,185.99,350.00,4886,47.2,3.64,3.66,100.0,100.0,16.5,59.2
673469,0.76,0.82,11.4,12.5,197,0.00,0.00,-0.0,0.00,100.0,1.000,60.1,14.6,80,2.28,187.82,350.00,4939,47.8,3.66,3.66,100.0,100.0,17.0,60.0
673568,0.76,0.82,11.5,12.5,197,0.00,0.00,-0.0,0.00,100.0,1.000,62.3,14.8,80,2.30,194.06,350.00,5054,49.1,3.66,3.66,100.0,100.0,17.0,60.4
