Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
1623374,0.94,0.90,0.2,-4.2,195,0.00,0.00,-0.5,0.00,66.7,1.000,12.1,7.4,71,1.37,45.08,226.07,1968,19.3,2.34,2.40,100.0,43.5,17.5,88.6
1623475,0.94,0.89,2.0,2.8,195,0.00,0.00,-0.3,0.00,100.0,1.000,13.0,7.9,71,1.39,45.76,266.22,1982,19.3,3.34,3.50,100.0,100.0,14.5,88.6
1623574,0.89,0.88,2.6,8.4,195,0.00,0.00,-0.0,0.00,100.0,1.000,13.5,8.2,71,1.36,44.84,309.63,1975,19.3,3.60,3.64,100.0,100.0,13.5,88.6
1623677,0.86,0.88,2.9,8.3,195,0.00,0.00,-0.0,0.00,100.0,1.000,14.0,8.4,71,1.36,45.35,349.76,2001,19.3,3.66,3.66,100.0,100.0,12.5,88.6
1623779,0.85,0.88,3.2,8.5,195,0.00,0.00,-0.0,0.00,100.0,1.000,13.9,8.4,71,1.39,46.14,349.54,1990,19.3,3.66,3.66,100.0,100.0,11.5,88.6
1623881,0.84,0.88,3.5,8.5,195,0.00,0.00,-0.0,0.00,100.0,1.000,14.2,8.4,71,1.40,47.46,350.00,2029,19.9,3.66,3.66,100.0,100.0,11.0,84.7
1623985,0.84,0.89,3.8,8.7,195,0.00,0.00,-0.0,0.00,100.0,1.000,14.9,8.7,71,1.42,48.38,350.00,2050,19.9,3.66,3.66,100.0,100.0,10.0,85.5
1624085,0.85,0.89,4.1,9.0,195,0.00,0.00,-0.0,0.00,100.0,1.000,15.0,8.7,71,1.44,49.56,350.00,2068,19.9,3.66,3.66,100.0,100.0,8.5,83.5
1624188,0.85,0.89,4.3,9.1,195,0.00,0.00,-0.0,0.00,100.0,1.000,15.7,9.0,71,1.50,52.27,350.00,2094,19.9,3.66,3.66,100.0,100.0,7.5,80.4
1624291,0.86,0.89,4.6,9.8,195,0.00,0.00,-0.0,0.00,100.0,1.000,15.9,9.2,71,1.53,52.92,350.00,2075,20.5,3.66,3.66,100.0,100.0,7.0,82.7
1624393,0.85,0.89,4.9,9.7,195,0.00,0.00,-0.0,0.00,100.0,1.000,16.3,9.2,71,1.53,54.32,350.00,2127,20.5,3.66,3.66,100.0,100.0,6.0,77.6
1624493,0.85,0.89,5.2,9.7,195,0.00,0.00,-0.0,0.00,100.0,1.000,17.0,9.5,71,1.59,56.89,350.00,2142,21.1,3.66,3.66,100.0,100.0,6.0,77.6
1624597,0.85,0.89,5.6,10.3,195,0.00,0.00,-0.0,0.00,100.0,1.000,17.6,9.7,71,1.61,58.56,350.00,2181,21.1,3.66,3.66,100.0,100.0,5.5,74.9
1624699,0.84,0.89,6.0,10.4,195,0.00,0.00,-0.0,0.00,100.0,1.000,18.5,10.2,71,1.74,63.14,350.00,2180,21.1,3.66,3.66,100.0,100.0,5.0,74.9
1624800,0.85,0.87,6.5,10.8,195,0.00,0.00,-0.0,0.00,100.0,1.000,19.5,10.5,71,1.74,64.48,350.00,2223,21.1,3.66,3.66,100.0,100.0,4.0,72.9
1624902,0.83,0.87,6.8,10.9,195,0.00,0.00,-0.0,0.00,100.0,1.000,20.2,10.8,71,1.79,66.97,350.00,2245,21.7,3.66,3.64,100.0,100.0,4.0,70.6
1625006,0.82,0.86,7.3,11.4,195,0.00,0.00,-0.0,0.00,100.0,1.000,21.3,11.3,71,1.84,69.20,350.00,2258,21.7,3.66,3.66,100.0,100.0,3.5,69.0
1625107,0.80,0.85,7.8,11.8,195,0.00,0.00,-0.0,0.00,100.0,1.000,22.8,11.8,71,1.88,72.69,350.00,2314,22.4,3.66,3.66,100.0,100.0,3.5,63.9
