Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
1489029,0.88,0.87,0.8,8.5,188,0.00,0.00,-0.0,-4.15,66.7,1.000,12.2,7.2,75,1.22,41.33,350.00,2028,39.1,3.66,3.68,100.0,100.0,17.5,87.1
1489130,0.90,0.87,1.2,8.9,188,0.00,0.00,-0.0,-3.86,66.7,1.000,12.5,7.4,75,1.24,42.20,350.00,2035,39.8,3.66,3.68,100.0,100.0,19.0,87.1
1489234,0.89,0.87,1.6,8.9,188,0.00,0.00,-0.0,-3.66,66.7,1.000,13.2,7.7,75,1.29,44.22,350.00,2056,39.8,3.66,3.68,100.0,100.0,18.0,86.7
1489334,0.90,0.87,1.9,9.0,188,0.00,0.00,-0.0,-3.52,66.7,1.000,13.2,7.7,75,1.31,44.97,350.00,2061,40.4,3.66,3.68,100.0,100.0,17.0,83.9
1489440,0.90,0.87,2.3,9.4,188,0.00,0.00,-0.0,-3.32,100.0,1.000,13.8,7.9,75,1.34,46.80,350.00,2101,41.0,3.66,3.66,100.0,100.0,15.5,83.1
1489538,0.90,0.88,2.7,9.6,188,0.00,0.00,-0.0,-3.22,100.0,1.000,14.4,8.2,75,1.36,47.72,350.00,2101,41.0,3.66,3.68,100.0,100.0,14.5,82.4
1489642,0.88,0.88,3.0,9.7,188,0.00,0.00,-0.0,-3.03,100.0,1.000,14.9,8.4,75,1.42,50.08,350.00,2122,41.0,3.66,3.68,100.0,100.0,13.5,80.4
1489742,0.88,0.88,3.4,10.1,188,0.00,0.00,-0.0,-2.83,100.0,1.000,15.0,8.4,75,1.42,50.72,350.00,2137,41.6,3.66,3.68,100.0,100.0,13.0,80.4
1489844,0.88,0.88,3.8,10.1,188,0.00,0.00,-0.0,-2.73,100.0,1.000,15.6,8.7,75,1.48,52.92,350.00,2149,41.6,3.66,3.66,100.0,100.0,12.0,78.4
1489948,0.88,0.88,4.1,10.4,188,0.00,0.00,-0.0,-2.59,100.0,1.000,16.3,9.0,75,1.49,54.19,350.00,2178,42.3,3.64,3.66,100.0,100.0,11.5,76.9
1490049,0.88,0.88,4.5,10.8,188,0.00,0.00,-0.0,-2.49,100.0,1.000,16.5,9.0,75,1.51,55.51,350.00,2200,42.9,3.64,3.66,100.0,100.0,11.5,74.9
1490151,0.88,0.88,4.9,11.0,188,0.00,0.00,-0.0,-2.34,100.0,1.000,16.9,9.2,75,1.59,58.22,350.00,2203,42.9,3.64,3.68,100.0,100.0,11.0,74.1
1490253,0.88,0.88,5.3,11.1,188,0.00,0.00,-0.0,-2.20,100.0,1.000,17.6,9.5,75,1.64,60.73,350.00,2219,43.5,3.66,3.68,100.0,100.0,10.5,72.2
1490355,0.88,0.88,5.7,11.3,188,0.00,0.00,-0.0,-2.15,100.0,1.000,18.8,10.0,75,1.67,62.81,350.00,2258,43.5,3.66,3.68,100.0,100.0,10.0,71.4
1490457,0.87,0.88,6.1,11.3,188,0.00,0.00,-0.0,-2.00,100.0,1.000,19.3,10.2,75,1.72,65.31,350.00,2276,44.1,3.66,3.68,100.0,100.0,9.5,69.4
1490558,0.87,0.87,6.6,11.8,188,0.00,0.00,-0.0,0.00,100.0,1.000,20.6,10.8,75,1.76,67.29,350.00,2292,44.7,3.66,3.66,100.0,100.0,9.0,67.8
1490660,0.84,0.86,7.0,12.2,188,0.00,0.00,-0.0,0.00,100.0,1.000,21.1,11.0,75,1.80,69.36,350.00,2306,45.4,3.66,3.68,100.0,100.0,8.5,65.5
1490762,0.82,0.84,7.5,12.2,188,0.00,0.00,-0.0,0.00,100.0,1.000,22.2,11.5,75,1.86,72.00,350.00,2321,45.4,3.66,3.68,100.0,100.0,8.5,65.9
1490865,0.80,0.84,7.9,12.5,188,0.00,0.00,-0.0,0.00,100.0,1.000,23.1,11.8,75,1.92,75.15,350.00,2349,46.0,3.66,3.68,100.0,100.0,8.5,63.5
1490969,0.78,0.84,8.4,12.9,188,0.00,0.00,-0.0,0.00,100.0,1.000,23.9,12.0,75,1.95,77.59,350.00,2391,46.6,3.66,3.68,100.0,100.0,8.5,61.6
1491071,0.77,0.83,8.9,13.2,188,0.00,0.00,-0.0,0.00,100.0,1.000,25.0,12.5,75,1.99,79.87,350.00,2403,46.6,3.66,3.68,100.0,100.0,8.5,59.6
1491171,0.77,0.83,9.4,13.5,188,0.00,0.00,-0.0,0.00,100.0,1.000,26.1,12.8,75,2.01,82.01,350.00,2444,47.2,3.66,3.68,100.0,100.0,8.0,58.8
1491274,0.76,0.83,9.8,13.5,188,0.00,0.00,-0.0,0.00,100.0,1.000,27.1,13.3,75,2.07,84.38,350.00,2448,47.8,3.66,3.68,100.0,100.0,7.5,59.2
1491376,0.76,0.82,10.3,13.5,188,0.00,0.00,-0.0,0.00,100.0,1.000,27.3,13.3,75,2.12,86.80,350.00,2459,47.8,3.66,3.68,100.0,100.0,7.5,58.4
1491478,0.76,0.82,10.8,13.5,188,0.00,0.00,-0.0,0.00,100.0,1.000,28.0,13.6,75,2.17,89.47,350.00,2475,48.5,3.66,3.66,100.0,100.0,7.5,58.4
1491580,0.76,0.82,11.3,13.5,188,0.00,0.00,-0.0,0.00,100.0,1.000,29.5,14.1,75,2.18,91.02,350.00,2508,49.1,3.64,3.66,100.0,100.0,7.5,57.6
1491680,0.76,0.82,11.7,13.5,188,0.00,0.00,-0.0,0.00,100.0,1.000,30.1,14.1,73,2.13,91.19,350.00,2564,49.1,3.64,3.68,100.0,100.0,7.0,57.3
1491782,0.76,0.82,12.1,13.5,188,0.00,0.00,-0.0,0.00,100.0,1.000,30.5,14.3,73,2.18,92.92,350.00,2562,49.7,3.66,3.68,100.0,100.0,7.0,57.3
1491884,0.76,0.82,12.4,13.5,188,0.00,0.00,-0.0,0.00,100.0,1.000,31.5,14.6,73,2.23,96.58,350.00,2593,50.3,3.66,3.68,100.0,100.0,7.5,56.5
1491987,0.76,0.81,12.8,13.5,188,0.00,0.00,-0.0,0.00,100.0,1.000,31.7,14.6,73,2.24,97.47,350.00,2605,51.0,3.66,3.68,100.0,100.0,7.0,56.5
1492089,0.76,0.81,13.0,13.5,188,0.00,0.00,-0.0,0.00,100.0,1.000,32.4,14.8,73,2.25,98.61,350.00,2624,51.6,3.66,3.68,100.0,100.0,7.5,55.3
1492191,0.76,0.81,13.3,13.5,188,0.00,0.00,-0.0,0.00,100.0,1.000,33.7,15.1,73,2.27,101.38,350.00,2676,51.6,3.66,3.68,100.0,100.0,7.0,55.3
