Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
972946,0.97,0.93,0.0,2.3,190,0.00,0.00,-7.0,0.00,66.7,1.000,12.0,6.7,75,1.28,45.74,259.13,2152,20.5,3.66,3.66,100.0,37.3,20.0,12.2
973046,1.00,0.92,1.0,6.9,190,0.00,0.00,-6.3,0.00,66.7,1.000,13.5,7.4,75,1.36,49.43,271.79,2186,21.1,3.66,3.66,100.0,43.9,20.0,31.0
973147,0.98,0.92,1.6,7.0,190,0.00,0.00,-6.8,0.00,66.7,1.000,13.3,7.2,75,1.38,51.00,273.18,2223,21.7,3.66,3.66,100.0,38.8,19.0,33.3
973250,0.97,0.95,2.0,6.8,190,0.00,0.00,-7.8,0.00,66.7,1.000,14.0,7.4,75,1.41,53.30,273.19,2273,21.7,3.64,3.66,100.0,38.8,18.5,34.1
973353,1.01,0.95,2.4,6.7,190,0.00,0.00,-0.0,0.00,100.0,1.000,16.1,8.2,75,1.40,55.21,273.66,2362,22.4,3.64,3.66,100.0,33.7,19.5,37.6
973455,0.98,0.92,2.5,6.2,190,0.00,0.00,-0.0,0.00,100.0,1.000,16.6,8.4,75,1.42,56.23,273.61,2373,23.0,3.64,3.66,100.0,34.1,18.5,38.0
973558,0.91,0.90,3.0,6.1,190,0.00,0.00,-0.0,0.00,100.0,1.000,18.5,9.0,75,1.47,60.73,273.80,2471,23.6,3.66,3.66,100.0,33.3,18.0,41.6
973659,0.89,0.89,3.2,5.9,190,0.00,0.00,-0.0,0.00,100.0,1.000,19.7,9.5,75,1.53,63.50,274.09,2485,24.2,3.66,3.66,100.0,32.5,17.5,42.0
973761,0.85,0.89,3.6,5.8,190,0.00,0.00,-0.0,0.00,100.0,1.000,20.7,9.7,75,1.55,66.33,274.29,2566,24.9,3.66,3.68,100.0,32.2,17.5,42.7
973863,0.83,0.89,4.0,5.8,190,0.00,0.00,-0.0,0.00,100.0,1.000,21.9,10.0,75,1.59,69.52,274.59,2625,25.5,3.66,3.66,100.0,32.2,17.5,42.7
973963,0.80,0.89,4.5,5.8,190,0.00,0.00,-0.0,0.00,100.0,1.000,22.7,10.2,75,1.63,72.42,274.59,2672,26.1,3.66,3.66,100.0,32.2,17.0,42.4
974067,0.78,0.88,4.8,5.8,190,0.00,0.00,-0.0,0.00,100.0,1.000,24.8,10.8,75,1.68,76.84,274.59,2751,26.7,3.66,3.66,100.0,32.2,17.0,42.4
974169,0.77,0.87,5.3,5.7,190,0.00,0.00,-0.0,0.00,100.0,1.000,26.5,11.3,75,1.72,80.59,274.59,2813,27.3,3.66,3.66,100.0,31.8,16.5,42.4
974271,0.76,0.85,5.7,5.7,190,0.00,0.00,-0.0,0.00,100.0,1.000,27.8,11.5,75,1.72,83.54,274.59,2906,28.0,3.66,3.66,100.0,31.4,17.0,42.0
974374,0.76,0.84,6.1,5.7,192,0.00,0.00,-0.0,0.00,100.0,1.000,28.9,11.8,73,1.78,87.21,274.59,2943,28.6,3.66,3.66,100.0,31.4,17.0,40.8
974475,0.76,0.83,6.5,5.7,192,0.00,0.00,-0.0,0.00,100.0,1.000,30.4,12.0,73,1.74,88.23,274.59,3037,29.2,3.66,3.68,100.0,31.8,18.0,40.4
974577,0.76,0.83,6.8,5.7,192,0.00,0.00,-0.0,0.00,100.0,1.000,31.5,12.3,73,1.79,91.52,274.59,3076,29.8,3.66,3.66,100.0,32.2,19.0,38.8
974679,0.76,0.83,7.1,5.8,192,0.00,0.00,-0.0,0.00,100.0,1.000,31.5,12.0,73,1.80,94.37,274.59,3146,30.4,3.66,3.64,100.0,32.5,19.0,37.6
974780,0.76,0.83,7.2,5.8,192,0.00,0.00,-0.0,0.00,100.0,1.000,32.4,12.0,73,1.75,94.81,274.59,3243,31.1,3.66,3.66,100.0,32.9,19.5,36.9
