Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
256286,0.76,0.79,7.0,11.3,177,0.00,0.00,-0.0,0.00,100.0,1.000,35.2,14.1,64,2.13,106.43,350.00,2992,28.6,3.66,3.66,100.0,100.0,15.0,51.4
256388,0.76,0.78,8.6,13.4,177,0.00,0.00,-0.0,0.00,100.0,1.000,38.3,15.1,64,2.33,117.98,350.00,3042,29.2,3.66,3.66,100.0,100.0,12.0,51.4
256490,0.76,0.77,10.5,13.4,177,0.00,0.00,-0.0,0.00,100.0,1.000,43.6,16.9,64,2.49,128.74,350.00,3096,29.8,3.66,3.66,100.0,100.0,9.5,51.0
256592,0.76,0.76,12.4,13.4,177,0.00,0.00,-0.0,0.00,100.0,1.000,46.5,17.7,64,2.63,138.15,350.00,3151,30.4,3.66,3.66,100.0,100.0,6.5,46.7
256697,0.76,0.77,13.6,13.4,177,0.00,0.00,-0.0,0.00,100.0,1.000,49.4,18.4,64,2.64,141.57,350.00,3219,31.1,3.66,3.66,100.0,100.0,6.5,45.5
256796,0.76,0.79,14.5,13.4,177,0.00,0.00,-0.0,0.00,100.0,1.000,49.8,18.2,64,2.68,146.81,350.00,3283,31.7,3.66,3.66,100.0,100.0,7.0,42.7
256898,0.76,0.79,14.8,13.4,177,0.00,0.00,-0.0,0.00,100.0,1.000,49.8,17.9,64,2.61,145.04,350.00,3336,32.3,3.66,3.66,100.0,100.0,6.5,42.0
256999,0.76,0.80,14.6,13.4,177,0.00,0.00,-0.0,0.00,100.0,1.000,49.7,17.4,64,2.56,146.22,350.00,3428,32.9,3.66,3.66,100.0,100.0,6.5,41.6
257102,0.76,0.80,14.1,13.4,177,0.00,0.00,-0.0,0.00,100.0,1.000,48.8,16.9,64,2.50,144.15,350.00,3463,33.6,3.66,3.66,100.0,100.0,7.0,42.4
257204,0.76,0.81,13.6,13.4,177,0.00,0.00,-0.0,0.00,100.0,1.000,47.2,16.1,64,2.42,142.08,350.00,3518,34.2,3.66,3.66,100.0,100.0,8.0,42.7
