Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
267066,0.95,0.97,0.9,5.3,195,0.00,0.00,9.6,-3.71,100.0,1.000,18.3,8.2,77,1.40,62.29,308.94,2673,25.5,3.64,3.66,100.0,36.5,17.5,47.8
267169,0.93,0.94,2.4,7.9,195,0.00,0.00,5.7,-3.47,100.0,1.000,21.1,9.2,77,1.63,74.80,350.00,2749,26.1,3.64,3.66,100.0,98.4,15.0,54.9
267268,0.88,0.85,4.2,13.5,195,0.00,0.00,-0.0,-3.37,100.0,1.000,23.6,10.2,77,1.72,79.48,350.00,2772,26.7,3.64,3.66,100.0,100.0,13.0,54.5
267372,0.84,0.85,5.5,13.5,195,0.00,0.00,-0.0,-3.17,100.0,1.000,26.9,11.3,77,1.81,85.99,350.00,2853,27.3,3.64,3.66,100.0,100.0,12.5,53.7
267472,0.79,0.81,6.7,13.5,195,0.00,0.00,-0.0,-2.98,100.0,1.000,30.2,12.5,77,1.96,94.81,350.00,2895,28.0,3.64,3.66,100.0,100.0,10.5,53.7
267577,0.76,0.79,8.1,13.5,195,0.00,0.00,-0.0,-2.88,100.0,1.000,34.0,13.6,77,2.08,104.11,350.00,2998,28.6,3.64,3.66,100.0,100.0,9.5,53.3
267679,0.76,0.79,9.5,13.5,195,0.00,0.00,-0.0,-2.73,100.0,1.000,37.4,14.8,75,2.27,115.00,350.00,3033,29.2,3.64,3.64,100.0,100.0,7.5,53.3
267780,0.76,0.77,11.3,13.5,195,0.00,0.00,-0.0,-2.64,100.0,1.000,42.1,15.9,75,2.33,123.72,350.00,3181,30.4,3.62,3.64,100.0,100.0,4.5,52.5
267881,0.76,0.77,12.7,13.5,195,0.00,0.00,-0.0,-2.49,100.0,1.000,44.7,16.9,75,2.50,132.54,350.00,3177,31.1,3.64,3.66,100.0,100.0,3.0,49.0
267985,0.76,0.77,13.9,13.5,195,0.00,0.00,-0.0,-2.29,100.0,1.000,45.5,16.6,75,2.51,137.61,350.00,3286,31.7,3.64,3.66,100.0,100.0,1.5,48.2
268087,0.76,0.79,14.5,13.5,195,0.00,0.00,-0.0,-2.25,100.0,1.000,46.5,16.6,75,2.48,139.02,350.00,3358,32.3,3.64,3.66,100.0,100.0,1.5,46.7
268189,0.76,0.80,14.7,13.5,195,0.00,0.00,-0.0,-2.10,100.0,1.000,47.0,16.4,75,2.48,142.14,350.00,3437,33.6,3.64,3.66,100.0,100.0,2.0,46.3
268290,0.76,0.80,14.4,13.5,195,0.00,0.00,-0.0,-2.05,100.0,1.000,46.8,15.9,75,2.38,140.10,350.00,3530,34.2,3.64,3.66,100.0,100.0,3.5,46.3
268392,0.76,0.80,13.9,13.5,195,0.00,0.00,-0.0,0.00,100.0,1.000,47.5,15.9,75,2.37,141.79,350.00,3587,34.8,3.64,3.66,100.0,100.0,5.0,47.1
268497,0.76,0.81,13.4,13.5,195,0.00,0.00,-0.0,0.00,100.0,1.000,47.0,15.4,75,2.33,141.79,350.00,3659,35.4,3.64,3.66,100.0,100.0,6.0,47.8
268598,0.76,0.81,12.8,13.5,195,0.00,0.00,-0.0,0.00,100.0,1.000,47.6,15.1,75,2.27,143.26,350.00,3780,36.7,3.64,3.66,100.0,100.0,7.5,49.0
268699,0.76,0.82,12.4,13.4,195,0.00,0.00,-0.0,0.00,100.0,1.000,47.0,14.8,75,2.30,145.63,350.00,3807,37.3,3.64,3.66,100.0,100.0,8.0,50.2
268803,0.76,0.82,12.2,13.3,195,0.00,0.00,-0.0,0.00,100.0,1.000,48.6,14.8,75,2.25,147.69,350.00,3938,37.9,3.64,3.66,100.0,100.0,8.0,50.6
268903,0.76,0.82,12.2,13.1,195,0.00,0.00,-0.0,0.00,100.0,1.000,49.7,15.1,75,2.32,152.71,350.00,3947,38.5,3.64,3.66,100.0,100.0,7.5,51.0
269005,0.76,0.82,12.4,13.0,195,0.00,0.00,-0.0,0.00,100.0,1.000,51.2,15.1,75,2.32,157.11,350.00,4070,39.1,3.64,3.66,100.0,100.0,7.5,50.2
269106,0.76,0.82,12.5,12.9,195,0.00,0.00,-0.0,0.00,100.0,1.000,52.9,15.4,75,2.34,160.92,350.00,4125,39.8,3.64,3.66,100.0,100.0,7.0,50.6
269210,0.76,0.82,12.7,12.8,195,0.00,0.00,-0.0,0.00,100.0,1.000,53.9,15.4,75,2.37,165.99,350.00,4203,41.0,3.64,3.64,100.0,100.0,6.0,50.6
