Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
394673,0.82,0.93,-10.0,-10.0,190,0.00,0.00,-0.0,-0.44,33.3,1.000,21.3,4.4,69,1.03,99.69,350.00,5804,36.7,3.64,3.64,100.0,94.1,38.0,49.8
394772,0.82,0.79,-0.8,2.0,190,0.00,0.00,-0.0,0.00,100.0,1.000,34.4,9.0,69,1.62,123.89,350.00,4582,37.9,3.62,3.64,100.0,100.0,27.0,52.9
394876,0.84,0.78,3.7,12.7,190,-1.41,0.00,-0.0,0.00,100.0,1.000,37.4,12.0,69,2.01,125.17,350.00,3737,38.5,3.64,3.66,100.0,100.0,16.0,50.2
394976,0.79,0.75,7.7,13.0,190,-1.41,0.00,-0.0,0.00,100.0,1.000,43.8,13.3,69,1.91,125.70,350.00,3948,37.9,3.64,3.66,100.0,100.0,15.0,50.2
395078,0.76,0.77,2.5,13.4,190,-1.41,0.00,-0.0,0.00,100.0,1.000,47.6,14.1,69,2.24,151.24,350.00,4051,39.1,3.64,3.66,100.0,100.0,12.5,50.2
395179,0.76,0.75,12.6,12.7,190,-1.41,0.00,-0.0,0.00,100.0,1.000,51.2,15.6,69,2.42,158.70,350.00,3935,39.1,3.64,3.66,100.0,100.0,7.5,45.1
395282,0.76,0.76,14.3,13.1,190,-1.41,0.00,-0.0,0.00,100.0,1.000,55.7,15.9,69,2.37,165.99,350.00,4200,39.8,3.64,3.66,100.0,100.0,5.0,41.2
395384,0.76,0.79,14.6,12.7,190,-1.41,0.00,-0.0,0.00,100.0,1.000,54.4,16.1,69,2.46,166.31,350.00,4052,40.4,3.64,3.66,100.0,100.0,4.0,38.8
395486,0.76,0.79,14.9,12.9,190,-1.41,0.00,-0.0,0.00,100.0,1.000,52.2,14.8,69,2.32,164.09,350.00,4235,40.4,3.64,3.66,100.0,100.0,5.5,38.4
395589,0.76,0.80,13.8,12.8,190,-1.41,0.00,-0.0,0.00,100.0,1.000,53.6,15.1,69,2.30,163.14,350.00,4262,41.6,3.64,3.66,100.0,100.0,10.0,39.6
395691,0.76,0.81,13.0,12.6,190,0.00,0.00,-0.0,0.00,100.0,1.000,52.2,14.6,69,2.16,154.89,350.00,4293,41.6,3.64,3.66,100.0,100.0,11.5,41.2
395792,0.76,0.81,11.9,12.7,190,0.00,0.00,-0.0,0.00,100.0,1.000,48.5,13.3,69,2.11,153.64,350.00,4372,42.3,3.64,3.66,100.0,100.0,14.0,45.9
395893,0.76,0.82,10.9,12.5,190,0.00,0.00,-0.0,0.00,100.0,1.000,49.8,13.6,69,2.08,152.12,350.00,4394,42.9,3.64,3.66,100.0,100.0,14.0,48.2
395996,0.76,0.82,10.3,12.5,190,0.00,0.00,-0.0,0.00,100.0,1.000,49.6,13.3,69,2.06,153.62,350.00,4478,43.5,3.64,3.66,100.0,100.0,14.5,51.8
396100,0.76,0.82,9.8,12.5,190,0.00,0.00,-0.0,0.00,100.0,1.000,51.2,13.6,69,2.10,158.06,350.00,4520,44.1,3.64,3.66,100.0,100.0,14.5,52.2
396201,0.76,0.82,10.0,12.5,192,0.00,0.00,-0.0,0.00,100.0,1.000,52.0,13.6,69,2.14,164.09,350.00,4592,44.1,3.64,3.64,100.0,100.0,14.0,53.3
396302,0.76,0.82,10.4,12.5,192,0.00,0.00,-0.0,0.00,100.0,1.000,54.3,14.1,69,2.23,171.60,350.00,4618,44.7,3.64,3.66,100.0,100.0,13.5,53.7
396406,0.76,0.82,11.0,12.5,192,0.00,0.00,-0.0,0.00,100.0,1.000,56.8,14.6,69,2.27,176.71,350.00,4665,45.4,3.64,3.64,100.0,100.0,12.0,54.1
396506,0.76,0.82,11.7,12.5,192,0.00,0.00,-0.0,0.00,100.0,1.000,58.4,14.8,69,2.31,182.16,350.00,4734,46.0,3.64,3.66,100.0,100.0,11.5,54.5
396609,0.76,0.82,12.2,12.5,192,0.00,0.00,-0.0,0.00,100.0,1.000,60.1,15.1,69,2.36,188.19,350.00,4778,46.6,3.64,3.66,100.0,100.0,10.5,54.9
396710,0.76,0.81,12.6,12.5,192,0.00,0.00,-0.0,0.00,100.0,1.000,61.3,15.1,69,2.35,190.76,350.00,4872,47.2,3.64,3.66,100.0,100.0,11.0,54.9
396812,0.76,0.82,12.9,12.5,192,0.00,0.00,-0.0,0.00,100.0,1.000,61.7,15.1,69,2.35,192.23,350.00,4901,47.8,3.64,3.66,100.0,100.0,11.0,54.5
396914,0.76,0.82,13.1,12.5,192,0.00,0.00,-0.0,0.00,100.0,1.000,62.3,15.1,69,2.35,194.06,350.00,4949,47.8,3.64,3.66,100.0,100.0,11.5,54.9
397017,0.76,0.82,13.0,12.5,192,0.00,0.00,-0.0,0.00,100.0,1.000,61.9,14.8,69,2.33,195.16,350.00,5021,48.5,3.64,3.66,100.0,100.0,12.0,55.3
397120,0.76,0.82,12.8,12.6,192,0.00,0.00,-0.0,0.00,100.0,1.000,62.3,14.8,69,2.30,193.69,350.00,5048,49.1,3.64,3.66,100.0,100.0,12.5,56.1
397221,0.76,0.82,12.6,12.6,192,0.00,0.00,-0.0,0.00,100.0,1.000,62.5,14.6,69,2.29,195.89,350.00,5135,49.7,3.64,3.66,100.0,100.0,13.0,56.9
397324,0.76,0.82,12.4,12.6,192,0.00,0.00,-0.0,0.00,100.0,1.000,63.2,14.6,69,2.27,196.26,350.00,5191,50.3,3.64,3.66,100.0,100.0,13.5,57.3
397424,0.76,0.82,12.2,12.6,192,0.00,0.00,-0.0,0.00,100.0,1.000,63.8,14.6,68,2.26,197.36,350.00,5245,51.0,3.64,3.66,100.0,100.0,14.0,58.4
397527,0.76,0.82,12.1,12.7,192,0.00,0.00,-0.0,0.00,100.0,1.000,62.9,14.3,68,2.27,199.56,350.00,5281,51.0,3.64,3.66,100.0,100.0,14.0,60.4
397628,0.76,0.82,12.0,12.7,192,0.00,0.00,-0.0,0.00,100.0,1.000,63.8,14.3,68,2.21,197.73,350.00,5357,51.6,3.64,3.66,100.0,100.0,14.5,61.6
397730,0.76,0.82,11.8,12.8,192,0.00,0.00,-0.0,0.00,100.0,1.000,64.2,14.3,68,2.23,200.30,350.00,5389,52.2,3.64,3.66,100.0,100.0,14.5,61.6
397833,0.76,0.82,11.6,12.8,192,0.00,0.00,-0.0,0.00,100.0,1.000,64.0,14.1,68,2.20,199.56,350.00,5445,52.8,3.64,3.64,100.0,100.0,15.0,62.0
397935,0.76,0.82,11.6,12.8,192,0.00,0.00,-0.0,0.00,100.0,1.000,64.2,14.1,68,2.20,200.66,350.00,5461,53.4,3.64,3.64,100.0,100.0,15.0,63.5
398036,0.76,0.82,11.4,12.9,192,0.00,0.00,-0.0,0.00,100.0,1.000,65.1,14.1,68,2.18,201.76,350.00,5542,53.4,3.64,3.64,100.0,100.0,15.0,63.9
398139,0.76,0.82,11.3,12.9,192,0.00,0.00,-0.0,0.00,100.0,1.000,64.3,13.8,68,2.16,201.03,350.00,5593,54.1,3.64,3.66,100.0,100.0,15.5,64.3
398241,0.76,0.82,11.2,12.9,192,0.00,0.00,-0.0,0.00,100.0,1.000,64.4,13.8,68,2.17,202.89,350.00,5604,54.7,3.64,3.66,100.0,100.0,15.5,65.1
398344,0.76,0.82,11.1,12.9,194,0.00,0.00,-0.0,0.00,100.0,1.000,64.8,13.8,68,2.17,204.07,350.00,5638,55.3,3.64,3.66,100.0,100.0,15.5,65.1
398445,0.76,0.82,11.0,12.9,194,0.00,0.00,-0.0,0.00,100.0,1.000,65.9,13.8,68,2.13,203.29,350.00,5729,55.3,3.64,3.66,100.0,100.0,16.0,64.3
398547,0.76,0.82,10.9,12.7,194,0.00,0.00,-0.0,0.00,100.0,1.000,64.8,13.6,68,2.15,204.47,350.00,5715,55.9,3.64,3.66,100.0,100.0,16.0,62.4
398649,0.76,0.82,10.8,12.7,194,0.00,0.00,-0.0,0.00,100.0,1.000,65.5,13.6,68,2.12,204.07,350.00,5783,56.5,3.64,3.66,100.0,100.0,16.5,61.6
398752,0.76,0.82,10.8,12.4,194,0.00,0.00,-0.0,0.00,100.0,1.000,65.9,13.6,68,2.11,204.86,350.00,5815,56.5,3.64,3.66,100.0,100.0,16.5,62.4
398853,0.76,0.82,10.7,12.4,194,0.00,0.00,-0.0,0.00,100.0,1.000,66.4,13.6,68,2.11,206.05,350.00,5860,57.2,3.64,3.66,100.0,100.0,16.5,61.2
398956,0.76,0.82,10.6,12.4,194,0.00,0.00,-0.0,0.00,100.0,1.000,65.4,13.3,68,2.11,207.23,350.00,5903,57.8,3.64,3.66,100.0,100.0,16.5,58.8
399059,0.76,0.82,10.5,12.2,194,0.00,0.00,-0.0,0.00,100.0,1.000,65.9,13.3,68,2.08,206.44,350.00,5943,57.8,3.64,3.66,100.0,100.0,16.5,55.3
399160,0.76,0.82,10.4,12.2,194,0.00,0.00,-0.0,0.00,100.0,1.000,66.8,13.3,68,2.08,209.20,350.00,6026,58.4,3.64,3.66,100.0,100.0,17.0,56.5
399260,0.76,0.82,10.4,12.0,194,0.00,0.00,-0.0,0.00,100.0,1.000,67.3,13.3,68,2.05,207.62,348.74,6076,59.0,3.64,3.66,100.0,100.0,17.0,55.3
399364,0.76,0.82,10.2,12.0,194,0.00,0.00,-0.0,0.00,100.0,1.000,67.1,13.3,68,2.04,206.05,349.19,6058,59.0,3.64,3.66,100.0,100.0,17.5,56.1
399466,0.76,0.82,10.2,11.9,194,0.00,0.00,-0.0,0.00,100.0,1.000,67.0,13.1,68,2.01,206.05,347.68,6138,59.7,3.64,3.64,100.0,100.0,17.5,55.7
399570,0.76,0.82,10.1,11.8,194,0.00,0.00,-0.0,0.00,100.0,1.000,67.1,13.1,68,2.03,208.02,346.75,6149,59.7,3.62,3.64,100.0,100.0,17.5,55.3
399675,0.76,0.82,10.0,11.7,194,0.00,0.00,-0.0,0.00,100.0,1.000,67.7,13.1,68,1.99,205.65,347.12,6205,60.3,3.64,3.64,100.0,100.0,17.5,55.3
399772,0.76,0.82,9.9,11.7,194,0.00,0.00,-0.0,0.00,100.0,1.000,68.0,13.1,68,2.01,208.81,346.25,6232,60.9,3.64,3.66,100.0,100.0,18.0,55.7
399875,0.76,0.82,9.8,11.5,194,0.00,0.00,-0.0,0.00,100.0,1.000,68.6,13.1,68,1.98,207.62,345.92,6281,60.9,3.64,3.66,100.0,100.0,18.0,55.7
399977,0.76,0.82,9.8,11.5,194,0.00,0.00,-0.0,0.00,100.0,1.000,67.1,12.8,68,1.98,207.62,344.44,6290,61.5,3.64,3.66,100.0,100.0,18.5,55.7
400078,0.76,0.82,9.6,11.4,194,0.00,0.00,-0.0,0.00,100.0,1.000,67.5,12.8,68,1.98,208.41,343.78,6330,61.5,3.64,3.66,100.0,100.0,18.5,55.7
400181,0.76,0.82,9.5,11.4,194,0.00,0.00,-0.0,0.00,100.0,1.000,67.9,12.8,68,1.95,207.23,343.15,6362,62.1,3.64,3.66,100.0,100.0,19.0,55.7
400284,0.76,0.82,9.5,11.2,194,0.00,0.00,-0.0,0.00,100.0,1.000,68.6,12.8,68,1.95,208.41,316.47,6427,62.1,3.64,3.66,100.0,100.0,19.0,55.7
400386,0.76,0.82,9.4,11.2,195,0.00,0.00,-0.0,0.00,100.0,1.000,67.3,12.5,68,1.93,208.41,215.60,6464,62.8,3.64,3.66,100.0,71.4,19.0,43.9
400490,0.76,0.82,8.6,6.8,195,0.00,0.00,-0.0,0.00,100.0,1.000,53.9,10.0,68,1.68,181.48,128.99,6469,62.8,3.64,3.66,100.0,35.3,25.5,12.2
400588,0.76,1.03,5.1,0.3,195,0.00,0.00,-0.0,0.00,100.0,1.000,54.1,10.0,68,1.48,159.97,110.70,6488,63.4,3.64,3.66,100.0,38.0,27.5,38.0
400690,0.76,0.91,3.3,5.6,195,0.00,0.00,-0.0,0.00,100.0,1.000,41.7,7.7,66,1.17,126.27,116.88,6498,63.4,3.64,3.66,100.0,29.0,33.0,0.0
400792,0.75,0.95,-0.2,-1.8,195,0.00,0.00,-0.0,0.00,100.0,1.000,38.9,7.2,66,1.01,108.82,175.58,6485,63.4,3.66,3.66,100.0,36.5,35.5,0.0
400895,0.75,0.82,0.0,-0.2,195,0.00,0.00,-0.0,0.00,100.0,1.000,36.4,6.7,66,0.94,102.38,57.00,6521,63.4,3.64,3.66,100.0,27.1,36.5,0.0
400997,0.75,0.82,-3.6,-5.7,195,0.00,0.00,-0.0,0.00,100.0,1.000,32.9,6.1,66,0.84,91.10,163.77,6470,63.4,3.64,3.66,100.0,34.9,37.5,31.4
401099,0.75,0.82,-1.9,-4.4,195,0.00,0.00,-0.0,0.00,100.0,1.000,33.3,6.1,66,0.91,99.69,57.00,6542,63.4,3.64,3.64,100.0,27.5,37.0,0.0
401200,0.75,0.87,-4.3,-5.7,195,0.00,0.00,-0.0,0.00,100.0,1.000,32.7,6.1,66,0.85,91.32,165.07,6438,63.4,3.64,3.64,100.0,35.7,37.5,27.8
401303,0.75,0.76,-1.2,-7.6,195,0.00,0.00,-0.0,0.00,100.0,1.000,39.3,7.2,66,1.03,112.93,57.00,6551,63.4,3.64,3.64,100.0,27.8,35.5,0.0
401406,0.75,0.90,-3.5,-1.8,195,0.00,0.00,-0.0,0.00,100.0,1.000,34.2,6.4,66,0.86,92.17,152.66,6417,63.4,3.64,3.66,100.0,33.7,37.0,11.4
