Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
391574,0.90,0.79,-0.4,8.8,183,0.00,0.00,-10.8,0.00,100.0,1.000,22.9,8.4,84,1.56,85.10,350.00,3275,21.7,3.66,3.66,100.0,100.0,26.5,54.1
391676,0.96,0.84,2.0,13.5,183,0.00,-0.70,-0.0,0.00,100.0,1.000,26.5,10.0,84,1.65,87.85,350.00,3185,21.7,3.66,3.66,100.0,100.0,22.0,54.5
391779,0.98,0.84,3.6,13.5,183,0.00,0.00,-0.0,0.00,100.0,1.000,28.7,11.5,84,1.89,94.28,350.00,2996,23.0,3.66,3.66,100.0,100.0,17.5,54.5
391881,0.91,0.79,5.4,13.5,183,0.00,0.00,-0.0,0.00,100.0,1.000,29.8,13.6,84,2.12,92.97,350.00,2632,23.6,3.68,3.66,100.0,100.0,11.0,57.3
391982,0.85,0.77,7.3,13.5,183,0.00,0.00,-0.0,0.00,100.0,1.000,27.5,14.1,84,2.04,79.83,350.00,2343,24.2,3.68,3.66,100.0,100.0,7.0,63.5
392085,0.80,0.78,8.3,13.5,183,0.00,0.00,-0.0,0.00,100.0,1.000,28.4,13.3,84,1.93,82.29,350.00,2561,24.2,3.68,3.66,100.0,100.0,10.0,59.2
392186,0.76,0.78,8.9,13.5,183,0.00,0.00,-0.0,0.00,100.0,1.000,32.0,14.6,84,2.12,92.97,350.00,2630,24.9,3.68,3.66,100.0,100.0,9.5,58.0
392290,0.76,0.75,9.9,13.5,183,0.00,0.00,-0.0,0.00,100.0,1.000,32.1,14.8,84,2.11,91.44,350.00,2605,25.5,3.68,3.66,100.0,100.0,8.0,58.8
392391,0.76,0.76,10.5,13.5,183,0.00,0.00,-0.0,0.00,100.0,1.000,38.4,16.4,84,2.20,102.97,350.00,2809,26.1,3.66,3.68,100.0,100.0,7.5,55.3
392495,0.76,0.74,11.5,13.5,183,0.00,0.00,-0.0,0.00,100.0,1.000,40.7,17.9,84,2.46,111.99,350.00,2729,27.3,3.68,3.66,100.0,100.0,6.5,56.1
392596,0.76,0.71,12.6,13.5,183,0.00,0.00,-0.0,0.00,100.0,1.000,43.8,18.2,84,2.38,114.76,350.00,2888,27.3,3.68,3.68,100.0,100.0,5.5,52.5
392697,0.76,0.73,13.3,13.5,183,0.00,0.00,-0.0,0.00,100.0,1.000,46.4,18.9,84,2.55,125.05,350.00,2947,28.6,3.68,3.68,100.0,100.0,4.5,51.4
392800,0.76,0.73,14.0,13.5,183,0.00,0.00,-0.0,0.00,100.0,1.000,47.0,18.9,84,2.49,123.72,350.00,2987,29.2,3.68,3.68,100.0,100.0,4.5,51.0
392902,0.76,0.73,13.9,13.5,183,0.00,0.00,-0.0,0.00,100.0,1.000,47.9,18.7,84,2.47,126.39,350.00,3072,29.8,3.68,3.66,100.0,100.0,6.0,51.0
393001,0.76,0.73,13.7,13.5,183,0.00,0.00,-0.0,0.00,100.0,1.000,48.1,18.4,84,2.47,129.13,350.00,3140,30.4,3.66,3.68,100.0,100.0,6.0,51.4
393103,0.76,0.74,13.3,13.5,183,0.00,0.00,-0.0,0.00,100.0,1.000,48.9,18.2,84,2.37,127.45,350.00,3221,31.1,3.68,3.66,100.0,100.0,6.5,52.2
393206,0.76,0.74,12.9,13.5,183,0.00,0.00,-0.0,0.00,100.0,1.000,48.4,17.7,84,2.49,136.16,350.00,3280,31.7,3.66,3.66,100.0,100.0,8.0,54.1
393309,0.76,0.74,12.7,13.5,183,0.00,0.00,-0.0,0.00,100.0,1.000,49.5,17.7,84,2.40,134.15,350.00,3353,32.3,3.66,3.68,100.0,100.0,8.5,54.1
393412,0.76,0.74,12.6,13.5,183,0.00,0.00,-0.0,0.00,100.0,1.000,50.0,17.4,84,2.40,137.85,350.00,3449,32.9,3.66,3.66,100.0,100.0,8.0,54.1
393517,0.76,0.74,12.8,13.5,183,0.00,0.00,-0.0,0.00,100.0,1.000,51.0,17.4,84,2.42,141.65,350.00,3519,34.2,3.68,3.68,100.0,100.0,9.0,54.1
393615,0.76,0.74,13.0,13.5,183,0.00,0.00,-0.0,0.00,100.0,1.000,52.1,17.4,84,2.42,144.89,350.00,3591,34.8,3.68,3.66,100.0,100.0,9.5,54.1
393716,0.76,0.74,13.0,13.5,183,0.00,0.00,-0.0,0.00,100.0,1.000,53.2,17.4,84,2.45,149.39,350.00,3666,35.4,3.68,3.66,100.0,100.0,11.0,53.7
393818,0.76,0.74,13.1,13.5,183,0.00,0.00,-0.0,0.00,100.0,1.000,53.7,17.4,84,2.47,152.80,350.00,3706,36.0,3.68,3.68,100.0,100.0,11.0,53.7
393921,0.76,0.74,13.3,13.4,183,0.00,0.00,-0.0,0.00,100.0,1.000,55.6,17.4,82,2.45,156.60,350.00,3835,36.7,3.68,3.68,100.0,100.0,11.5,52.5
394022,0.76,0.74,13.2,13.3,183,0.00,0.00,-0.0,0.00,100.0,1.000,56.0,17.4,82,2.45,157.86,350.00,3865,37.9,3.68,3.68,100.0,100.0,12.5,52.9
394126,0.76,0.75,13.2,13.1,183,0.00,0.00,-0.0,0.00,100.0,1.000,57.4,17.4,82,2.41,159.13,350.00,3958,38.5,3.68,3.66,100.0,100.0,13.0,52.5
394227,0.76,0.75,12.9,13.1,183,0.00,0.00,-0.0,0.00,100.0,1.000,58.1,17.2,82,2.41,162.61,350.00,4056,39.1,3.68,3.66,100.0,100.0,13.0,52.2
394333,0.76,0.75,12.8,12.9,183,0.00,0.00,-0.0,0.00,100.0,1.000,59.2,17.2,82,2.38,163.87,350.00,4129,39.8,3.68,3.66,100.0,100.0,13.0,52.2
394429,0.76,0.75,12.5,12.9,183,0.00,0.00,-0.0,0.00,100.0,1.000,59.1,16.9,82,2.40,167.59,350.00,4196,40.4,3.68,3.66,100.0,100.0,13.5,52.5
394532,0.76,0.75,12.5,12.8,183,0.00,0.00,-0.0,0.00,100.0,1.000,59.7,16.9,82,2.39,168.94,350.00,4237,41.0,3.66,3.68,100.0,100.0,14.0,52.5
394635,0.76,0.75,12.2,12.7,183,0.00,0.00,-0.0,0.00,100.0,1.000,61.2,16.9,82,2.38,172.34,350.00,4348,42.3,3.68,3.66,100.0,100.0,13.5,52.5
