Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
263786,1.38,0.73,-7.1,-6.6,176,0.00,0.00,-0.0,-5.52,66.7,1.000,6.8,4.9,77,0.86,23.96,133.55,1671,15.5,0.80,0.78,100.0,18.0,10.5,42.7
263888,1.38,0.74,-4.8,-3.6,176,0.00,0.00,-0.0,-5.76,66.7,1.000,8.4,6.4,77,1.16,30.58,170.84,1582,15.5,0.80,0.78,100.0,22.4,18.0,89.8
263990,1.38,0.75,-2.4,-1.9,176,0.00,0.00,-0.0,-6.10,66.7,1.000,10.0,7.2,77,1.29,35.93,207.88,1665,15.5,0.82,0.76,100.0,33.7,11.5,89.8
264091,1.37,0.78,-2.2,1.9,176,0.00,0.00,-0.0,-6.30,66.7,1.000,10.9,7.9,77,1.38,37.93,246.15,1654,16.2,2.30,2.24,100.0,97.3,13.0,89.8
264192,1.19,0.80,0.2,6.7,176,0.00,0.00,-0.0,-6.64,66.7,1.000,11.0,7.7,77,1.26,36.04,281.25,1717,16.8,3.30,3.36,100.0,100.0,13.5,89.8
264296,1.04,0.86,0.5,6.8,176,0.00,0.00,-0.0,-6.98,66.7,1.000,11.3,7.7,77,1.31,38.34,320.66,1759,16.8,3.66,3.66,100.0,100.0,14.0,89.8
264397,0.95,0.86,0.8,7.3,176,0.00,0.00,-0.0,-7.13,66.7,1.000,11.4,7.7,77,1.34,39.73,342.75,1783,17.4,3.64,3.66,100.0,100.0,13.0,89.8
264501,0.91,0.86,1.2,7.4,176,0.00,0.00,-0.0,-7.23,66.7,1.000,12.1,7.9,77,1.37,42.05,343.75,1842,18.0,3.66,3.66,100.0,100.0,12.5,89.8
264600,0.91,0.87,1.5,7.7,176,0.00,0.00,-0.0,-7.03,66.7,1.000,12.8,8.2,77,1.41,43.96,345.40,1873,18.0,3.66,3.66,100.0,100.0,13.0,89.8
264702,0.90,0.87,1.9,7.9,176,0.00,0.00,-0.0,-6.59,100.0,1.000,13.5,8.4,77,1.44,46.30,346.37,1929,18.6,3.66,3.66,100.0,100.0,13.0,89.8
264804,0.88,0.87,2.3,8.0,176,0.00,0.00,-0.0,-6.40,100.0,1.000,14.4,8.7,77,1.46,48.36,347.68,1986,19.3,3.66,3.66,100.0,100.0,13.0,89.8
264906,0.86,0.87,2.6,8.4,176,0.00,0.00,-0.0,-6.01,100.0,1.000,15.2,9.0,77,1.49,50.26,349.26,2027,19.9,3.66,3.66,100.0,100.0,13.0,87.8
