Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
1121472,0.94,0.85,-2.2,0.7,176,0.00,0.00,-14.1,0.00,66.7,1.000,16.4,6.9,62,1.19,56.61,274.59,2860,69.6,3.66,3.68,100.0,31.0,25.0,36.9
1121572,0.95,0.86,-0.6,5.1,176,0.00,0.00,-9.9,0.00,100.0,1.000,18.4,7.7,62,1.29,61.77,274.59,2873,69.6,3.66,3.68,100.0,31.8,23.0,41.2
1121676,0.92,0.86,0.3,5.5,176,0.00,0.00,-10.7,0.00,100.0,1.000,18.5,7.7,62,1.38,66.65,274.59,2888,69.6,3.66,3.68,100.0,31.4,25.5,41.2
1121777,0.91,0.89,1.2,5.5,176,0.00,0.00,-11.6,0.00,100.0,1.000,19.0,7.9,62,1.45,69.68,274.59,2888,69.6,3.66,3.68,100.0,31.4,25.0,41.2
1121878,0.90,0.89,2.0,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,22.2,9.2,62,1.50,72.42,274.59,2896,70.2,3.66,3.68,100.0,31.4,25.5,41.2
1121980,0.85,0.89,2.9,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,24.2,10.0,62,1.58,76.46,274.59,2902,70.2,3.66,3.68,100.0,31.4,24.5,41.2
1122084,0.80,0.88,3.8,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,24.6,10.2,62,1.64,79.09,274.59,2898,70.8,3.66,3.68,100.0,31.4,24.0,40.0
1122186,0.77,0.88,4.5,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,25.4,10.5,62,1.70,82.34,274.59,2903,70.8,3.66,3.68,100.0,31.8,23.5,39.2
1122286,0.76,0.86,5.2,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,26.7,11.0,62,1.75,85.17,274.59,2912,70.8,3.66,3.68,100.0,31.8,22.5,38.4
1122388,0.76,0.86,5.8,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,28.7,11.8,62,1.81,88.23,274.59,2920,71.5,3.66,3.68,100.0,31.8,22.0,37.3
1122489,0.76,0.83,6.3,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,29.3,12.0,62,1.81,88.64,274.59,2934,71.5,3.66,3.68,100.0,31.8,21.5,36.5
1122592,0.76,0.83,6.6,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,29.4,12.0,62,1.79,88.03,274.59,2944,71.5,3.66,3.68,100.0,31.8,21.5,34.5
1122693,0.76,0.83,6.8,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,29.5,12.0,62,1.81,89.04,274.59,2953,72.1,3.66,3.66,100.0,31.8,21.5,33.7
1122796,0.76,0.83,6.8,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,29.1,11.8,62,1.76,86.80,274.59,2959,72.1,3.66,3.66,100.0,32.2,22.0,32.9
1122901,0.76,0.84,6.6,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,28.4,11.5,62,1.76,87.01,274.59,2963,72.1,3.66,3.66,100.0,32.2,23.0,32.5
1123003,0.76,0.85,6.3,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,28.2,11.3,62,1.71,85.17,274.59,2993,72.7,3.66,3.68,100.0,31.8,23.5,32.5
1123103,0.76,0.86,6.0,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,27.5,11.0,62,1.69,84.56,274.59,3001,72.7,3.66,3.68,100.0,32.2,24.0,32.5
1123204,0.76,0.87,5.8,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,27.1,10.8,62,1.69,84.77,274.59,3009,73.3,3.66,3.68,100.0,32.2,24.0,32.9
1123306,0.76,0.88,5.7,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,27.2,10.8,62,1.69,85.17,274.59,3020,73.3,3.66,3.68,100.0,32.2,24.5,32.9
1123408,0.76,0.88,5.6,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,27.3,10.8,62,1.69,85.38,274.59,3028,73.3,3.66,3.68,100.0,32.2,25.0,32.9
1123510,0.76,0.88,5.6,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,27.2,10.8,62,1.70,85.78,274.59,3026,73.9,3.66,3.68,100.0,32.2,24.5,32.9
1123613,0.76,0.88,5.6,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,27.3,10.8,62,1.69,85.58,274.59,3033,73.9,3.66,3.68,100.0,32.2,25.0,32.9
1123715,0.76,0.88,5.6,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,27.4,10.8,62,1.71,86.60,274.59,3043,73.9,3.66,3.68,100.0,32.2,25.0,32.9
1123816,0.76,0.87,5.7,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,28.1,11.0,62,1.71,87.62,274.59,3068,74.6,3.66,3.68,100.0,32.2,25.0,32.5
1123918,0.76,0.87,5.7,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,28.2,11.0,62,1.70,87.21,274.59,3075,74.6,3.66,3.68,100.0,32.5,25.0,32.5
1124022,0.76,0.87,5.8,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,28.2,11.0,62,1.73,88.64,274.59,3072,74.6,3.66,3.68,100.0,32.5,25.0,32.2
1124122,0.76,0.87,5.9,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,28.2,11.0,62,1.71,87.62,274.59,3078,75.2,3.66,3.68,100.0,32.5,25.0,32.2
1124223,0.76,0.87,5.9,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,28.4,11.0,62,1.70,87.62,274.59,3100,75.2,3.66,3.68,100.0,32.5,25.5,32.2
1124328,0.76,0.87,5.8,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,28.0,10.8,62,1.70,88.43,274.59,3114,75.2,3.66,3.66,100.0,32.5,25.5,32.2
1124429,0.76,0.87,5.7,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,28.0,10.8,62,1.69,87.62,274.59,3106,75.8,3.66,3.66,100.0,32.5,26.0,32.2
1124533,0.76,0.88,5.8,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,28.0,10.8,62,1.72,89.04,274.59,3111,75.8,3.66,3.66,100.0,32.5,26.5,32.2
1124633,0.76,0.88,5.7,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,28.3,10.8,62,1.69,88.43,274.59,3141,76.4,3.66,3.68,100.0,32.5,26.5,32.2
1124736,0.76,0.88,5.7,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,28.2,10.8,62,1.69,88.23,274.59,3131,76.4,3.66,3.68,100.0,32.9,26.5,31.8
1124836,0.76,0.88,5.7,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,28.2,10.8,62,1.70,88.84,274.59,3138,76.4,3.66,3.68,100.0,32.9,27.0,31.8
1124938,0.76,0.88,5.7,5.6,176,0.00,0.00,-0.0,0.00,100.0,1.000,28.5,10.8,62,1.69,89.04,274.59,3166,77.1,3.66,3.68,100.0,32.9,27.0,32.2
1125039,0.76,0.88,5.7,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,27.6,10.5,62,1.68,88.43,274.59,3157,77.1,3.66,3.68,100.0,32.9,27.0,32.2
1125142,0.76,0.88,5.7,5.6,176,0.00,0.00,-0.0,0.00,100.0,1.000,28.6,10.8,62,1.69,89.45,274.59,3179,77.1,3.66,3.68,100.0,32.9,27.5,32.2
1125244,0.76,0.88,5.7,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,28.7,10.8,60,1.70,90.27,274.59,3190,77.1,3.66,3.68,100.0,32.9,27.0,31.8
1125345,0.76,0.88,5.7,5.5,176,0.00,0.00,-0.0,0.00,100.0,1.000,28.6,10.8,60,1.69,89.86,274.59,3181,77.7,3.66,3.68,100.0,32.9,27.5,31.8
1125447,0.76,0.88,5.8,5.6,176,0.00,-0.16,-0.0,0.00,100.0,1.000,28.9,10.8,60,1.71,91.51,274.59,3207,77.7,3.66,3.68,100.0,32.9,27.0,31.8
