Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
391103,0.94,0.87,0.5,9.2,190,0.00,0.00,-0.0,-4.69,66.7,1.000,13.4,6.7,71,1.14,45.36,350.00,2395,10.6,3.64,3.66,100.0,100.0,21.0,60.4
391203,0.92,0.87,1.0,13.1,190,0.00,0.00,-0.0,-4.39,66.7,1.000,14.0,7.4,71,1.31,49.56,350.00,2263,11.2,3.64,3.66,100.0,100.0,17.0,69.0
391306,0.95,0.85,1.8,13.5,190,0.00,0.00,-0.0,-4.15,100.0,1.000,13.4,7.9,71,1.37,46.40,350.00,2028,11.8,3.64,3.64,100.0,100.0,12.5,80.4
391406,0.92,0.87,2.3,9.8,190,0.00,0.00,-0.0,-4.00,100.0,1.000,14.4,7.9,71,1.24,45.36,350.00,2191,12.4,3.64,3.64,100.0,100.0,15.5,77.3
391510,0.88,0.87,2.5,5.4,190,0.00,0.00,-0.0,-3.76,100.0,1.000,16.8,7.9,71,1.29,54.96,350.00,2556,12.4,3.62,3.64,100.0,100.0,18.5,56.1
391611,0.88,0.88,3.0,13.5,190,0.00,0.00,-0.0,-3.66,100.0,1.000,18.6,8.7,71,1.51,64.63,350.00,2565,13.7,3.64,3.66,100.0,100.0,15.5,56.1
391712,0.89,0.85,4.1,13.5,190,0.00,0.00,-0.0,-3.42,100.0,1.000,20.5,9.5,71,1.57,67.61,350.00,2586,14.3,3.64,3.66,100.0,100.0,14.0,56.1
391815,0.86,0.87,5.0,13.5,190,0.00,0.00,-0.0,-3.22,100.0,1.000,24.2,10.0,71,1.59,76.84,350.00,2905,15.5,3.64,3.66,100.0,100.0,16.5,53.7
391917,0.81,0.85,5.9,13.5,190,0.00,0.00,-0.0,-3.13,100.0,1.000,28.3,11.0,71,1.81,93.35,350.00,3086,16.2,3.64,3.66,100.0,100.0,16.5,52.5
392020,0.79,0.83,7.2,13.5,190,0.00,0.00,-0.0,-2.93,100.0,1.000,33.1,12.8,71,1.99,102.71,350.00,3104,17.4,3.64,3.66,100.0,100.0,12.5,52.2
392122,0.76,0.78,9.1,13.5,190,0.00,0.00,-0.0,-2.83,100.0,1.000,37.0,13.3,71,2.07,115.48,350.00,3340,18.0,3.64,3.66,100.0,100.0,11.0,52.2
392227,0.76,0.78,10.7,13.5,190,0.00,0.00,-0.0,-2.69,100.0,1.000,43.3,14.3,71,2.21,134.19,350.00,3637,18.6,3.64,3.66,100.0,100.0,10.5,51.8
392325,0.76,0.77,12.3,13.5,190,0.00,0.00,-0.0,-2.49,100.0,1.000,48.1,15.4,71,2.40,150.05,350.00,3749,19.9,3.64,3.66,100.0,100.0,7.0,48.2
392427,0.76,0.79,14.0,13.3,190,0.00,0.00,-0.0,-2.44,100.0,1.000,50.5,15.6,71,2.43,157.43,350.00,3888,21.1,3.64,3.66,100.0,100.0,5.0,44.7
392530,0.76,0.79,14.6,13.3,190,0.00,0.00,-0.0,-2.29,100.0,1.000,53.6,15.6,71,2.37,162.82,350.00,4124,22.4,3.64,3.66,100.0,100.0,7.0,41.2
392631,0.76,0.80,14.1,13.0,190,0.00,0.00,-0.0,-2.20,100.0,1.000,55.2,15.1,71,2.34,170.92,350.00,4385,23.0,3.64,3.66,100.0,100.0,9.0,42.0
392733,0.76,0.80,13.2,12.5,190,0.00,0.00,-0.0,-2.05,100.0,1.000,55.3,14.8,71,2.33,174.33,350.00,4481,24.9,3.64,3.66,100.0,100.0,10.0,44.7
392837,0.76,0.81,12.4,12.5,190,0.00,0.00,-0.0,0.00,100.0,1.000,57.9,14.8,71,2.26,176.37,350.00,4691,25.5,3.64,3.66,100.0,100.0,12.0,47.5
392936,0.76,0.86,11.6,12.5,190,0.00,0.00,-0.0,0.00,100.0,1.000,58.6,14.3,71,2.17,178.07,350.00,4920,26.7,3.64,3.64,100.0,100.0,14.5,55.7
393039,0.76,0.82,10.8,12.5,190,0.00,0.00,-0.0,0.00,100.0,1.000,58.8,13.8,71,2.13,181.82,350.00,5114,28.0,3.64,3.66,100.0,100.0,15.5,59.2
393140,0.76,0.82,10.3,12.6,190,0.00,0.00,-0.0,0.00,100.0,1.000,60.7,13.8,71,2.13,187.46,350.00,5279,28.6,3.64,3.64,100.0,100.0,16.0,60.8
393244,0.76,0.82,10.1,12.7,190,0.00,0.00,-0.0,0.00,100.0,1.000,62.0,13.6,71,2.11,192.23,350.00,5470,29.2,3.64,3.66,100.0,100.0,16.5,63.5
393343,0.76,0.82,2.5,12.7,190,0.00,0.00,-0.0,0.00,100.0,1.000,63.3,13.6,71,2.10,195.53,350.00,5581,30.4,3.64,3.66,100.0,100.0,16.5,64.7
393447,0.76,0.82,9.7,12.9,190,0.00,0.00,-0.0,0.00,100.0,1.000,64.1,13.3,71,2.05,197.73,350.00,5781,31.1,3.64,3.66,100.0,100.0,17.0,64.7
393547,0.76,0.82,9.5,12.9,190,0.00,0.00,-0.0,0.00,100.0,1.000,65.0,13.1,71,2.03,201.03,350.00,5956,32.3,3.64,3.66,100.0,100.0,17.5,60.8
393650,0.76,0.82,9.4,12.4,190,0.00,0.00,-0.0,0.00,100.0,1.000,66.6,13.1,71,2.00,202.89,349.42,6097,32.9,3.64,3.66,100.0,100.0,17.5,58.4
393754,0.76,0.82,9.2,11.9,190,0.00,0.00,-0.0,0.00,100.0,1.000,66.3,12.8,71,1.98,205.26,346.63,6216,33.6,3.64,3.66,100.0,100.0,18.0,58.8
393856,0.76,0.82,9.0,11.7,190,0.00,0.00,-0.0,0.00,100.0,1.000,67.6,12.8,71,1.96,206.84,343.67,6337,34.8,3.64,3.66,100.0,100.0,18.5,58.0
