sample,time,F_AFR,F_AFR_C_%,F_AFR_L_%,IPW_ms,FPDC_%,IAM,IGN_T_deg,IGN_FLKC,Boost_psi,WGDC_%,IAT_F,MAF_g/s,MAP_psi,VVT_DC_L,VVT_DC_R,VVT_Adv_L,VVT_Adv_R,Batt_V,ECT_F,RPM,MPH,Gas_Pedal,Throttle_%,Ign_Sw,A/C_Sw,Defog_Sw,Blower_Sw,Clutch_Sw,Brake_Sw,Load_g/rev
0,693399.000,14.7,0,-3.125,4.608,100,1,21.5,0,-4.49804,0,105.8,4.08,10.0118,9.41177,9.41177,0,0,11.92,167,1192,0,0,7.05882,1,0,0,0,1,0,.205369
1,693399.250,14.7,0,-3.125,2.304,100,1,20.5,0,-8.85098,0,105.8,4.9,5.65882,9.41177,9.41177,0,0,11.92,167,1621.75,0,0,6.66667,1,0,0,0,1,0,.181286
2,693399.500,14.7,0,-3.125,2.048,100,1,16,0,-10.4471,0,105.8,5.14,3.91765,9.41177,9.41177,0,0,13.92,167,1553.5,0,0,7.05882,1,0,0,1,1,0,.198519
3,693399.750,14.7,0,-3.125,2.048,100,1,13.5,0,-10.5922,0,105.8,5.21,3.77255,9.41177,9.41177,0,0,13.92,167,1343.5,0,0,7.05882,1,1,0,1,1,0,.232676
4,693400.000,14.7,0,-3.125,2.048,100,1,13.5,0,-10.4471,0,105.8,5.33,4.06275,9.41177,9.41177,0,0,13.76,167,1132,0,0,7.05882,1,1,0,1,1,0,.282509
5,693400.250,14.7,0,-3.125,2.304,100,1,13.5,0,-10.1569,0,105.8,5.33,4.35294,9.41177,9.41177,0,0,13.76,167,1022,0,0,7.05882,1,1,0,1,0,0,.312916
6,693400.500,14.7,0,-3.125,2.304,100,1,13.5,0,-9.86667,0,105.8,4.99,4.64314,9.41177,9.41177,0,0,14,167,906.75,0,0,6.66667,1,1,0,1,0,0,.33019
7,693400.750,14.7,0,-3.125,2.56,100,1,13.5,0,-9.57647,0,105.8,4.96,4.93333,9.41177,9.41177,0,0,14,167,856.75,0,0,6.66667,1,1,0,1,0,0,.347359
8,693401.000,14.7,0,-3.125,2.56,100,1,13.5,0,-9.43137,0,105.8,4.84,5.07843,9.41177,9.41177,0,0,13.92,167,840.5,0,0,6.27451,1,1,0,1,0,0,.345509
9,693401.250,14.7,0,-3.125,2.56,100,1,13.5,0,-9.43137,0,105.8,4.59,5.07843,9.41177,9.41177,0,0,13.92,167,854.25,0,0,6.27451,1,1,0,1,0,0,.322388
10,693401.500,14.7,0,-3.125,2.56,100,1,13.5,0,-9.43137,0,105.8,4.59,5.07843,9.41177,9.41177,0,0,14,167,863.75,0,0,6.27451,1,1,0,1,0,0,.318842
11,693401.750,14.7,0,-3.125,2.56,100,1,13.5,0,-9.57647,0,105.8,4.3,4.93333,9.41177,9.41177,0,0,14,167,867.5,0,0,6.27451,1,1,0,1,0,0,.297406
12,693402.000,14.7,0,-3.125,2.56,100,1,13.5,0,-9.57647,0,105.8,4.16,4.78824,9.41177,9.41177,0,0,14,167,846.25,0,0,6.27451,1,1,0,1,0,0,.294948
13,693402.250,14.7,0,-3.125,2.816,100,1,13.5,0,-9.28627,0,105.8,5.12,5.22353,9.41177,9.41177,0,0,14,167,828.25,0,0,7.05882,1,1,0,1,0,0,.370902
14,693402.500,14.7,0,-3.125,2.816,100,1,13.5,0,-8.99608,0,105.8,5.17,5.51373,9.41177,9.41177,0,0,14,167,813,0,0,7.05882,1,1,0,1,0,0,.38155
15,693402.750,14.7,0,-3.125,2.816,100,1,13.5,0,-8.85098,0,104,5.05,5.51373,9.41177,9.41177,0,0,14,167,815,0,0,6.66667,1,1,0,1,0,0,.371779
16,693403.000,14.7,0,-3.125,2.816,100,1,13.5,0,-8.85098,0,104,4.78,5.51373,9.41177,9.41177,0,0,13.92,167,794.25,0,0,6.66667,1,1,0,1,0,0,.361095
17,693403.250,14.7,0,-3.125,2.816,100,1,13.5,0,-8.85098,0,104,4.75,5.51373,9.41177,9.41177,0,0,13.92,167,799.5,0,0,6.66667,1,1,0,1,0,0,.356473
18,693403.500,14.7,0,-3.125,2.816,100,1,13.5,0,-8.85098,0,104,4.78,5.65882,9.41177,9.41177,0,0,13.92,167,795.25,0,0,6.66667,1,1,0,1,0,0,.360641
19,693403.750,14.5852,0,-3.125,2.816,100,1,15,0,-8.85098,0,104,4.69,5.65882,9.41177,9.41177,0,0,13.92,167,792.75,0,0,6.27451,1,1,0,1,0,0,.354967
20,693404.000,14.5852,0,-3.125,2.816,100,1,17.5,0,-8.85098,0,104,4.75,5.65882,9.41177,9.41177,0,0,13.92,167,794.75,0,0,6.27451,1,1,0,1,0,0,.358603
21,693404.250,14.5852,0,-3.125,2.816,100,1,16,0,-8.85098,0,104,4.72,5.51373,9.41177,9.41177,0,0,13.92,167,816.25,0,0,6.27451,1,1,0,1,0,0,.346952
22,693404.500,14.5852,0,-3.125,2.816,100,1,16,0,-8.99608,0,104,4.78,5.51373,9.41177,9.41177,0,0,13.92,167,800,0,0,6.27451,1,1,0,1,0,0,.3585
23,693404.750,14.4703,0,-3.125,2.816,100,1,15,0,-8.99608,0,104,4.78,5.51373,9.41177,9.41177,0,0,13.92,167,809,0,0,6.27451,1,1,0,1,0,0,.354512
24,693405.000,14.4703,0,-3.125,2.816,100,1,16,0,-8.99608,0,104,4.69,5.51373,9.41177,9.41177,0,0,13.92,167,809.5,0,0,6.27451,1,1,0,1,0,0,.347622
25,693405.250,14.3555,0,-3.125,2.56,100,1,14,0,-8.99608,0,104,4.65,5.51373,9.41177,9.41177,0,0,13.92,167,801.25,0,0,6.27451,1,1,0,1,0,0,.348206
26,693405.500,14.3555,0,-3.125,2.816,100,1,15,0,-8.99608,0,104,4.59,5.51373,9.41177,9.41177,0,0,14,167,792.25,0,0,6.27451,1,1,0,1,0,0,.347618
27,693405.750,14.2406,0,-3.125,2.816,100,1,15.5,0,-8.99608,0,104,4.65,5.51373,9.41177,9.41177,0,0,14,167,799.75,0,0,6.27451,1,1,0,1,0,0,.348859
28,693406.000,14.2406,0,-3.125,2.56,100,1,14.5,0,-8.99608,0,104,4.68,5.51373,9.41177,9.41177,0,0,13.92,167,788.25,0,0,6.27451,1,1,0,1,0,0,.356232
29,693406.250,14.2406,0,-3.125,2.56,100,1,14.5,0,-8.99608,0,104,4.65,5.51373,9.41177,9.41177,0,0,13.92,167,793,0,0,6.27451,1,1,0,1,0,0,.351828
30,693406.500,14.2406,0,-3.125,2.56,100,1,15.5,0,-8.99608,0,104,4.71,5.51373,9.41177,9.41177,0,0,13.92,167,794.25,0,0,6.27451,1,1,0,1,0,0,.355807
31,693406.750,14.1258,0,-3.125,2.816,100,1,14.5,0,-8.99608,0,104,4.74,5.51373,9.41177,9.41177,0,0,13.92,167,796,0,0,6.27451,1,1,0,1,0,0,.357286
32,693407.000,14.1258,0,-3.125,2.56,100,1,14.5,0,-8.99608,0,104,4.62,5.51373,9.41177,9.41177,0,0,14,167,791.75,0,0,6.27451,1,1,0,1,0,0,.350111
33,693407.250,14.0109,0,-3.125,2.56,100,1,15,0,-8.85098,0,104,4.75,5.51373,9.41177,9.41177,0,0,14,167,789.5,0,0,6.27451,1,1,0,1,0,0,.360988
34,693407.500,13.7813,0,-3.125,2.56,100,1,15,0,-8.85098,0,104,4.74,5.51373,9.41177,9.41177,0,0,14.08,167,795.25,0,0,6.27451,1,1,0,1,0,0,.357623
35,693407.750,13.6664,0,-3.125,2.56,100,1,14,0,-8.85098,0,104,4.78,5.51373,9.41177,9.41177,0,0,14.08,167,796,0,0,6.27451,1,1,0,1,0,0,.360301
36,693408.000,13.4367,0,-3.125,2.56,100,1,14,0,-8.85098,0,104,4.86,5.65882,9.41177,9.41177,0,0,13.92,167,810.25,0,0,6.66667,1,1,0,1,0,0,.359889
37,693408.250,13.207,0,-3.125,2.816,100,1,13,0,-8.85098,0,104,4.77,5.65882,9.41177,9.41177,0,0,13.92,167,808.75,0,0,6.66667,1,1,0,1,0,0,.353879
38,693408.500,13.207,0,-3.125,2.56,100,1,13,0,-8.85098,0,104,4.78,5.65882,9.41177,9.41177,0,0,14,167,805.25,0,0,6.66667,1,1,0,1,0,0,.356163
39,693408.750,13.207,0,-3.125,2.56,100,1,13.5,0,-8.85098,0,102.2,4.8,5.51373,9.41177,9.41177,0,0,14,167,814.75,0,0,6.27451,1,1,0,1,0,0,.353483
40,693409.000,13.207,0,-3.125,2.56,100,1,12.5,0,-8.85098,0,102.2,4.86,5.51373,9.41177,9.41177,0,0,13.84,167,816.5,0,0,6.27451,1,1,0,1,0,0,.357134
41,693409.250,13.207,0,-3.125,2.56,100,1,13.5,0,-8.85098,0,102.2,4.86,5.51373,9.41177,9.41177,0,0,13.84,167,807.25,0,0,6.27451,1,1,0,1,0,0,.361226
42,693409.500,13.207,0,-3.125,2.56,100,1,14.5,0,-8.85098,0,102.2,4.74,5.51373,9.41177,9.41177,0,0,14,167,805.5,0,0,6.27451,1,1,0,1,0,0,.353073
43,693409.750,13.3219,0,-3.125,2.56,100,1,14,0,-8.85098,0,102.2,4.78,5.51373,9.41177,9.41177,0,0,14,167,802.25,0,0,6.27451,1,1,0,1,0,0,.357495
44,693410.000,13.4367,0,-3.125,2.56,100,1,14,0,-8.85098,0,102.2,4.65,5.51373,9.41177,9.41177,0,0,13.92,167,801.25,0,0,6.27451,1,1,0,1,0,0,.348206
45,693410.250,13.5516,0,-3.125,2.56,100,1,13.5,0,-8.85098,0,102.2,4.75,5.51373,9.41177,9.41177,0,0,13.92,167,817.25,0,0,6.27451,1,1,0,1,0,0,.348731
46,693410.500,13.6664,0,-3.125,2.56,100,1,13.5,0,-8.99608,0,102.2,4.74,5.51373,9.41177,9.41177,0,0,14,167,804,0,0,6.27451,1,1,0,1,0,0,.353731
47,693410.750,13.7813,0,-3.125,2.56,100,1,14,0,-8.85098,0,102.2,4.71,5.51373,9.41177,9.41177,0,0,14,167,806,0,0,6.27451,1,1,0,1,0,0,.35062
48,693411.000,13.8961,0,-3.125,2.56,100,1,13.5,0,-8.85098,0,102.2,4.78,5.51373,9.41177,9.41177,0,0,14,167,806.75,0,0,6.27451,1,1,0,1,0,0,.3555
49,693411.250,14.0109,0,-3.125,2.56,100,1,13.5,0,-8.85098,0,102.2,4.78,5.51373,9.41177,9.41177,0,0,14,167,800.75,0,0,6.27451,1,1,0,1,0,0,.358164
50,693411.500,14.1258,0,-3.125,2.56,100,1,14,0,-8.85098,0,102.2,4.8,5.51373,9.41177,9.41177,0,0,13.92,167,810.75,0,0,6.27451,1,1,0,1,0,0,.355227
51,693411.750,14.1258,0,-3.125,2.56,100,1,13,0,-8.85098,0,102.2,4.84,5.51373,9.41177,9.41177,0,0,13.92,167,811,0,0,6.27451,1,1,0,1,0,0,.358076
52,693412.000,14.1258,0,-3.125,2.56,100,1,13,0,-8.85098,0,102.2,4.71,5.51373,9.41177,9.41177,0,0,13.92,167,829.5,0,0,6.27451,1,1,0,1,0,0,.340687
53,693412.250,14.2406,0,-3.125,2.56,100,1,13.5,0,-8.99608,0,102.2,4.75,5.51373,9.41177,9.41177,0,0,13.92,167,821.5,0,0,6.27451,1,1,0,1,0,0,.346926
54,693412.500,14.2406,0,-3.125,2.56,100,1,12.5,0,-8.99608,0,102.2,4.8,5.51373,9.41177,9.41177,0,0,14,167,821.5,0,0,6.27451,1,1,0,1,0,0,.350578
55,693412.750,14.2406,0,-3.125,2.56,100,1,14,0,-8.99608,0,102.2,4.74,5.51373,9.41177,9.41177,0,0,14,167,820,0,0,6.27451,1,1,0,1,0,0,.346829
56,693413.000,14.2406,0,-3.125,2.56,100,1,13.5,0,-8.99608,0,102.2,4.71,5.51373,9.41177,9.41177,0,0,14,167,814,0,0,6.27451,1,1,0,1,0,0,.347174
57,693413.250,14.2406,0,-3.125,2.56,100,1,13.5,0,-8.99608,0,102.2,4.78,5.51373,9.41177,9.41177,0,0,14,167,824.75,0,0,6.27451,1,1,0,1,0,0,.347742
58,693413.500,14.3555,0,-3.125,2.56,100,1,13,0,-8.99608,0,102.2,4.8,5.51373,9.41177,9.41177,0,0,14,167,821.75,0,0,6.27451,1,1,0,1,0,0,.350472
59,693413.750,14.3555,0,-3.125,2.56,100,1,14.5,0,-8.99608,0,102.2,4.74,5.51373,9.41177,9.41177,0,0,14,167,814.75,0,0,6.27451,1,1,0,1,0,0,.349064
60,693414.000,14.4703,0,-3.125,2.56,100,1,14,0,-8.99608,0,102.2,4.78,5.51373,9.41177,9.41177,0,0,14.08,167,825,0,0,6.27451,1,1,0,1,0,0,.347636
61,693414.250,14.4703,0,-3.125,2.56,100,1,13.5,0,-8.99608,0,102.2,4.8,5.51373,9.41177,9.41177,0,0,14.08,167,819,0,0,6.27451,1,1,0,1,0,0,.351648
62,693414.500,14.4703,0,-3.125,2.56,100,1,14,0,-8.85098,0,102.2,4.83,5.51373,9.41177,9.41177,0,0,14,167,826.75,0,0,6.66667,1,1,0,1,0,0,.350529
63,693414.750,14.4703,0,-3.125,2.56,100,1,13,0,-8.85098,0,102.2,4.86,5.51373,9.41177,9.41177,0,0,14,167,824,0,0,6.66667,1,1,0,1,0,0,.353883
