Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
182,0.98,0.97,-7.2,-11.1,102,0.00,0.00,-9.9,-1.22,66.7,1.000,4.1,3.3,66,0.55,13.68,0.00,1488,0.0,0.82,0.78,0.0,11.0,-0.5,0.0
183,0.98,0.97,-7.2,-11.1,102,0.00,0.00,-9.9,-1.22,66.7,1.000,4.1,3.3,66,0.56,13.81,0.00,1473,0.0,0.82,0.78,0.0,11.0,0.5,0.0
201,0.98,0.97,-7.2,-11.1,102,0.00,0.00,-9.9,-1.22,66.7,1.000,4.1,3.3,66,0.55,13.86,0.00,1500,0.0,0.82,0.78,0.0,11.0,-2.0,0.0
303,0.98,0.97,-7.2,-11.1,102,0.00,0.00,-9.8,-1.22,66.7,1.000,4.1,3.3,66,0.56,13.99,0.00,1491,0.0,0.82,0.78,0.0,11.0,-1.0,0.0
406,0.98,0.97,-7.2,-11.1,102,0.00,0.00,-9.9,-1.22,66.7,1.000,4.1,3.3,66,0.56,13.81,0.00,1491,0.0,0.82,0.78,0.0,11.0,-1.0,0.0
507,0.98,0.97,-7.2,-11.1,102,0.00,0.00,-9.9,-1.22,66.7,1.000,4.1,3.3,66,0.56,13.74,0.00,1485,0.0,0.82,0.78,0.0,11.0,-0.5,0.0
608,0.98,0.97,-7.2,-11.1,102,0.00,0.00,-9.9,-1.22,66.7,1.000,4.1,3.3,66,0.56,13.93,0.00,1487,0.0,0.82,0.78,0.0,11.0,-0.5,0.0
712,0.98,0.97,-7.2,-11.1,102,0.00,0.00,-10.0,-1.22,66.7,1.000,4.1,3.3,66,0.56,13.80,0.00,1487,0.0,0.82,0.78,0.0,11.0,-0.5,0.0
813,0.98,0.97,-7.2,-11.1,102,0.00,0.00,-10.0,-1.22,66.7,1.000,4.1,3.3,66,0.57,13.99,0.00,1476,0.0,0.82,0.78,0.0,11.0,0.0,0.0
916,0.98,0.97,-7.2,-11.1,102,0.00,0.00,-10.1,-1.22,66.7,1.000,4.1,3.3,66,0.55,13.74,0.00,1487,0.0,0.82,0.78,0.0,11.0,-1.0,0.0
1017,0.98,0.97,-7.2,-11.1,102,0.00,0.00,-10.1,-1.22,66.7,1.000,4.1,3.3,66,0.54,13.51,0.00,1494,0.0,0.82,0.78,0.0,11.0,-1.0,0.0
1119,0.98,0.97,-7.2,-11.1,102,0.00,0.00,-10.1,-1.22,66.7,1.000,4.1,3.3,66,0.56,13.99,0.00,1492,0.0,0.82,0.78,0.0,11.0,-2.0,0.0
