sample,time,F_AFR,F_AFR_C_%,F_AFR_L_%,IPW_ms,FPDC_%,IAM,IGN_T_deg,IGN_FLKC,Boost_psi,WGDC_%,IAT_F,MAF_g/s,MAP_psi,VVT_DC_L,VVT_DC_R,VVT_Adv_L,VVT_Adv_R,Batt_V,ECT_F,RPM,MPH,Gas_Pedal,Throttle_%,Ign_Sw,A/C_Sw,Defog_Sw,Blower_Sw,Clutch_Sw,Brake_Sw,Load_g/rev
0,4410345.750,14.7,0,-3.125,4.096,100,1,20,0,-4.49804,0,91.4,4.31,10.0118,9.41177,9.41177,0,0,12.96,185,1035,0,0,7.05882,1,0,0,0,1,0,.249855
1,4410346.000,14.7,0,-3.125,2.816,100,1,19,0,-8.27059,0,91.4,4.96,6.09412,9.41177,9.41177,0,0,12.96,183.2,1605.5,0,0,6.66667,1,0,0,0,1,0,.185363
2,4410346.250,14.7,0,-3.125,2.304,100,1,14.5,0,-10.302,0,91.4,5.24,4.06275,9.41177,9.41177,0,0,14.16,183.2,1675,0,0,6.66667,1,0,0,0,1,0,.187701
3,4410346.500,14.7,0,-3.125,2.304,100,1,12,0,-10.7373,0,91.4,5.26,3.62745,9.41177,9.41177,0,0,14.16,183.2,1552.75,0,0,6.66667,1,0,0,0,1,0,.203252
4,4410346.750,14.7,0,-3.125,2.304,100,1,12,0,-10.7373,0,91.4,5.14,3.62745,9.41177,9.41177,0,0,13.68,183.2,1407,0,0,6.66667,1,0,0,0,1,0,.21919
5,4410347.000,14.7,0,-3.125,2.304,100,1,12,0,-10.5922,0,91.4,5.24,3.77255,9.41177,9.41177,0,0,13.68,183.2,1252.25,0,0,7.05882,1,1,0,1,1,0,.251068
6,4410347.250,14.7,0,-3.125,2.56,100,1,12,0,-10.4471,0,93.2,5.26,3.91765,9.41177,9.41177,0,0,14,183.2,1205,0,0,6.66667,1,1,0,1,1,0,.261909
7,4410347.500,14.7,0,-3.125,2.56,100,1,12,0,-10.302,0,93.2,4.96,4.06275,9.41177,9.41177,0,0,14,183.2,1077.5,0,0,6.66667,1,1,0,1,1,0,.276195
8,4410347.750,14.7,0,-3.125,2.56,100,1,12,0,-10.0118,0,93.2,4.96,4.35294,9.41177,9.41177,0,0,14.08,183.2,1013.5,0,0,6.66667,1,1,0,1,1,0,.293636
9,4410348.000,14.7,0,-3.125,2.816,100,1,12,0,-10.0118,0,93.2,4.68,4.49804,9.41177,9.41177,0,0,14.08,183.2,982.25,0,0,6.27451,1,1,0,1,1,0,.285874
10,4410348.250,14.7,0,-3.125,2.816,100,1,12,0,-9.86667,0,93.2,4.84,4.64314,9.41177,9.41177,0,0,14,183.2,934.75,0,0,6.66667,1,1,0,1,1,0,.310671
11,4410348.500,14.7,0,-3.125,2.816,100,1,12,0,-9.57647,0,93.2,5.05,4.78824,9.41177,9.41177,0,0,14,183.2,955.25,0,0,6.66667,1,1,0,1,1,0,.317194
12,4410348.750,14.7,0,-3.125,3.072,100,1,12,0,-9.43137,0,93.2,5.08,4.93333,9.41177,9.41177,0,0,14.08,183.2,935.25,0,0,6.66667,1,1,0,1,1,0,.325902
13,4410349.000,14.7,0,-3.125,3.072,100,1,12,0,-9.43137,0,93.2,4.93,4.93333,9.41177,9.41177,0,0,14.08,185,915.75,0,0,6.66667,1,1,0,1,1,0,.323014
