Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
94,1.00,Infinity,0.0,-11.4,129,0.00,0.00,-0.0,0.00,100.0,1.000,0.0,1.5,78,0.00,1.64,0.00,0,0.0,0.82,0.78,0.0,5.5,25.5,0.0
100,1.00,0.98,-0.8,-11.4,129,0.00,0.00,-0.0,0.00,100.0,1.000,0.2,1.5,78,0.50,1.64,0.00,197,0.0,0.82,0.78,0.0,5.5,25.5,0.0
201,1.00,0.98,-1.2,-11.4,129,0.00,0.00,-0.0,0.00,100.0,1.000,0.2,1.5,80,0.42,1.38,0.00,197,0.0,0.82,0.78,0.0,5.5,25.5,0.0
303,1.00,0.98,-1.6,-11.4,129,0.00,0.00,-0.0,0.00,100.0,1.000,1.6,8.7,80,0.51,1.82,0.00,216,0.0,0.82,0.78,0.0,5.5,25.5,0.0
405,1.00,0.76,-2.3,-11.4,129,0.00,0.00,-0.0,0.00,100.0,1.000,5.3,7.4,80,0.17,2.46,0.00,863,0.0,0.82,0.78,0.0,5.5,25.5,0.0
508,1.00,0.76,-5.2,-11.4,129,0.00,0.00,-0.0,0.00,100.0,1.000,5.5,5.1,80,0.14,3.07,0.00,1303,0.0,0.82,0.78,0.0,5.5,25.5,0.0
610,1.00,0.77,-7.3,-11.1,129,0.00,0.00,-0.0,0.00,100.0,1.000,4.0,3.1,80,0.12,3.17,0.00,1540,0.0,0.82,0.76,0.0,5.5,25.5,0.0
710,1.00,0.77,-9.0,-11.1,129,0.00,0.00,-0.0,0.00,100.0,1.000,2.7,2.0,80,0.12,3.13,0.00,1631,0.0,0.82,0.78,0.0,5.1,24.5,0.0
814,1.00,0.78,-10.0,-11.1,129,0.00,0.00,-0.0,0.00,100.0,1.000,2.4,1.8,80,0.12,3.37,0.00,1619,0.0,0.82,0.78,0.0,5.5,22.5,0.0
915,1.00,0.79,-10.8,-11.1,129,0.00,0.00,-0.0,0.00,100.0,1.000,2.0,1.5,80,0.13,3.51,0.00,1562,0.0,0.82,0.78,0.0,5.5,21.0,0.0
1019,1.00,0.81,-11.1,-11.1,129,0.00,0.00,-0.0,0.00,100.0,1.000,1.8,1.5,80,0.14,3.51,0.00,1475,0.0,0.82,0.78,0.0,5.5,19.0,0.0
1119,1.00,0.83,-11.2,-11.1,129,0.00,0.00,-0.0,0.00,100.0,1.000,1.7,1.5,80,0.15,3.49,0.00,1363,0.0,0.82,0.78,0.0,5.5,17.5,0.0
1222,1.00,0.83,-11.3,-11.1,129,0.00,0.00,-0.0,0.00,100.0,1.000,1.6,1.5,80,0.17,3.51,0.00,1258,0.0,0.82,0.78,0.0,5.5,17.5,0.0
1323,1.00,0.84,-11.3,-11.1,129,0.00,0.00,-0.0,0.00,100.0,1.000,1.7,1.8,80,0.18,3.54,0.00,1157,0.0,0.82,0.78,0.0,5.5,17.5,0.0
