Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
74,0.99,1.00,-9.8,-11.3,179,0.00,0.00,-0.0,0.98,33.3,1.000,1.7,2.3,111,0.28,4.14,0.00,897,0.0,0.80,0.78,0.0,5.9,10.5,0.0
100,0.99,1.00,-9.7,-11.3,179,0.00,0.00,0.0,0.98,33.3,1.000,1.7,2.3,111,0.28,4.14,0.00,889,0.0,0.80,0.78,0.0,5.9,11.0,0.0
203,0.99,1.00,-9.7,-11.3,179,0.00,0.00,0.0,0.98,33.3,1.000,1.7,2.3,111,0.27,4.14,0.00,907,0.0,0.80,0.78,0.0,5.9,9.5,0.0
307,0.99,1.00,-9.7,-11.3,179,0.00,0.00,0.0,0.98,33.3,1.000,1.5,2.0,111,0.28,4.14,0.00,896,0.0,0.80,0.78,0.0,5.9,10.5,0.0
408,0.99,1.00,-9.7,-11.3,179,0.00,0.00,0.1,0.98,33.3,1.000,1.5,2.0,111,0.27,4.14,0.00,907,0.0,0.80,0.78,0.0,5.9,9.5,0.0
510,1.00,1.00,-9.7,-11.3,179,0.00,0.00,0.1,0.98,33.3,1.000,1.7,2.3,111,0.27,4.14,0.00,907,0.0,0.80,0.78,0.0,5.9,9.5,0.0
611,1.00,1.00,-9.8,-11.3,179,0.00,0.00,0.1,0.98,33.3,1.000,1.5,2.0,111,0.27,4.14,0.00,908,0.0,0.80,0.78,0.0,5.9,9.5,0.0
713,0.99,1.00,-9.8,-11.3,179,0.00,0.00,-0.1,0.98,33.3,1.000,1.5,2.0,111,0.28,4.14,0.00,897,0.0,0.80,0.78,0.0,5.9,10.5,0.0
816,0.99,1.00,-9.8,-11.3,179,0.00,0.00,-0.1,0.98,33.3,1.000,1.5,2.0,111,0.27,4.14,0.00,909,0.0,0.80,0.78,0.0,5.9,9.5,0.0
919,0.99,1.00,-9.8,-11.3,179,0.00,0.00,-0.1,0.98,33.3,1.000,1.5,2.0,111,0.28,4.14,0.00,891,0.0,0.80,0.78,0.0,5.9,11.0,0.0
1021,1.00,0.99,-9.8,-11.3,179,0.00,0.00,-3.1,0.98,33.3,1.000,1.7,2.3,111,0.28,4.14,0.00,903,0.0,0.80,0.78,0.0,5.9,9.5,0.0
1124,0.99,1.00,-9.7,-11.3,179,0.00,0.00,-0.1,0.98,33.3,1.000,1.7,2.3,111,0.28,4.14,0.00,895,0.0,0.80,0.78,0.0,5.9,10.5,0.0
1224,0.99,0.99,-9.7,-11.3,179,0.00,0.00,-0.1,0.98,33.3,1.000,1.7,2.3,111,0.28,4.14,0.00,893,0.0,0.80,0.78,0.0,5.9,10.5,0.0
1327,1.00,0.99,-9.7,-11.3,179,0.00,0.00,0.1,0.98,33.3,1.000,1.7,2.3,111,0.28,4.17,0.00,890,0.0,0.80,0.78,0.0,5.9,11.0,0.0
1428,1.00,0.99,-9.7,-11.3,179,0.00,0.00,0.1,0.98,33.3,1.000,1.5,2.0,111,0.28,4.17,0.00,906,0.0,0.80,0.78,0.0,5.9,10.0,0.0
