Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
83,0.97,0.97,-9.7,-11.4,201,0.00,0.00,2.4,2.98,33.3,1.000,1.4,2.3,134,0.25,3.08,0.00,750,0.0,0.80,0.78,0.0,4.7,11.0,0.0
99,0.97,0.97,-9.7,-11.4,201,0.00,0.00,2.5,2.98,33.3,1.000,1.4,2.3,134,0.25,3.08,0.00,747,0.0,0.82,0.78,0.0,5.1,11.5,0.0
203,0.97,0.97,-9.6,-11.4,201,0.00,0.00,2.5,2.98,33.3,1.000,1.4,2.3,134,0.25,3.08,0.00,753,0.0,0.82,0.78,0.0,4.7,11.0,0.0
304,0.98,0.97,-9.7,-11.4,201,0.00,0.00,2.6,2.98,33.3,1.000,1.3,2.0,134,0.24,3.08,0.00,766,0.0,0.82,0.78,0.0,4.7,10.0,0.0
405,0.98,0.97,-9.7,-11.4,201,0.00,0.00,2.6,2.98,33.3,1.000,1.3,2.0,134,0.24,3.08,0.00,757,0.0,0.82,0.78,0.0,4.7,11.0,0.0
510,0.97,0.97,-9.7,-11.4,201,0.00,0.00,2.5,2.98,33.3,1.000,1.4,2.3,134,0.25,3.08,0.00,753,0.0,0.82,0.78,0.0,4.7,11.0,0.0
609,0.97,0.97,-9.7,-11.4,201,0.00,0.00,2.5,2.98,33.3,1.000,1.3,2.0,134,0.24,3.06,0.00,756,0.0,0.82,0.78,0.0,4.7,11.0,0.0
711,0.97,0.97,-9.7,-11.4,201,0.00,0.00,2.4,2.98,33.3,1.000,1.3,2.0,134,0.25,3.08,0.00,750,0.0,0.82,0.78,0.0,5.1,11.5,0.0
814,0.97,0.97,-9.7,-11.4,201,0.00,0.00,2.4,2.98,33.3,1.000,1.4,2.3,134,0.25,3.08,0.00,735,0.0,0.82,0.78,0.0,4.7,13.0,0.0
917,0.97,0.97,-9.7,-11.4,201,0.00,0.00,2.2,2.98,33.3,1.000,1.2,2.0,134,0.25,3.08,0.00,738,0.0,0.82,0.78,0.0,4.7,12.5,0.0
1017,0.96,0.97,-9.7,-11.4,201,0.00,0.00,2.2,2.98,33.3,1.000,1.3,2.0,134,0.24,3.04,0.00,751,0.0,0.82,0.78,0.0,4.7,11.0,0.0
1120,0.97,0.97,-9.6,-11.4,201,0.00,0.00,2.2,2.98,33.3,1.000,1.2,2.0,134,0.25,3.08,0.00,746,0.0,0.82,0.78,0.0,4.7,11.5,0.0
1222,0.97,0.97,-9.6,-11.4,201,0.00,0.00,2.3,2.98,33.3,1.000,1.4,2.3,134,0.25,3.08,0.00,740,0.0,0.82,0.78,0.0,5.1,12.0,0.0
1323,0.97,0.97,-9.6,-11.4,201,0.00,0.00,2.3,2.98,33.3,1.000,1.4,2.3,134,0.25,3.08,0.00,741,0.0,0.82,0.78,0.0,4.7,12.0,0.0
1426,0.97,0.97,-9.6,-11.4,201,0.00,0.00,2.4,2.98,33.3,1.000,1.4,2.3,134,0.25,3.08,0.00,749,0.0,0.82,0.78,0.0,4.7,11.0,0.0
1528,0.97,0.97,-9.6,-11.4,201,0.00,0.00,2.2,2.98,33.3,1.000,1.4,2.3,134,0.25,3.08,0.00,751,0.0,0.82,0.78,0.0,4.7,11.0,0.0
1631,0.97,0.97,-9.6,-11.4,201,0.00,0.00,2.3,2.98,33.3,1.000,1.2,2.0,134,0.25,3.08,0.00,745,0.0,0.82,0.78,0.0,4.7,11.5,0.0
1731,0.97,0.97,-9.6,-11.4,201,0.00,0.00,2.4,2.98,33.3,1.000,1.2,2.0,134,0.25,3.10,0.00,746,0.0,0.80,0.78,0.0,4.7,11.0,0.0
1833,0.98,0.97,-9.6,-11.4,201,0.00,0.00,2.5,2.98,33.3,1.000,1.5,2.3,134,0.25,3.12,0.00,760,0.0,0.82,0.78,0.0,5.1,10.5,0.0
