Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
77,0.99,0.72,-8.3,-11.4,192,0.00,0.00,-0.0,2.98,100.0,1.000,2.0,3.3,140,0.36,4.25,0.00,716,0.0,0.82,0.78,0.0,6.3,13.5,0.0
102,0.99,0.72,-8.3,-11.4,192,0.00,0.00,-0.0,2.98,100.0,1.000,2.0,3.3,140,0.35,4.25,0.00,723,0.0,0.82,0.78,0.0,6.3,13.5,0.0
204,0.98,0.72,-8.3,-11.4,192,0.00,0.00,-0.0,2.98,100.0,1.000,2.0,3.3,140,0.36,4.30,0.00,725,0.0,0.80,0.78,0.0,6.3,13.0,0.0
306,0.98,0.72,-8.3,-11.4,192,0.00,0.00,-0.0,2.98,100.0,1.000,2.1,3.6,140,0.37,4.36,0.00,714,0.0,0.82,0.78,0.0,6.3,14.0,0.0
409,0.98,0.72,-8.3,-11.4,192,0.00,0.00,-0.0,2.98,100.0,1.000,2.1,3.6,140,0.36,4.30,0.00,715,0.0,0.80,0.78,0.0,6.3,14.0,0.0
510,0.98,0.72,-8.3,-11.4,192,0.00,0.00,-0.0,2.98,100.0,1.000,2.2,3.6,140,0.36,4.30,0.00,724,0.0,0.82,0.78,0.0,6.3,12.5,0.0
611,0.98,0.72,-8.3,-11.4,192,0.00,0.00,-0.0,2.98,100.0,1.000,2.0,3.3,140,0.36,4.30,0.00,723,0.0,0.82,0.78,0.0,6.3,12.5,0.0
717,0.98,0.73,-8.2,-11.4,192,0.00,0.00,-0.0,2.98,100.0,1.000,2.0,3.3,140,0.36,4.30,0.00,717,0.0,0.82,0.78,0.0,6.3,13.5,0.0
816,0.98,0.73,-8.3,-11.4,192,0.00,0.00,-0.0,2.98,100.0,1.000,2.0,3.3,140,0.36,4.36,0.00,722,0.0,0.82,0.78,0.0,6.3,12.5,0.0
918,0.98,0.73,-8.2,-11.4,192,0.00,0.00,-0.0,2.98,100.0,1.000,2.0,3.3,140,0.36,4.33,0.00,719,0.0,0.82,0.78,0.0,6.3,12.5,0.0
1019,0.98,0.73,-8.2,-11.4,192,0.00,0.00,-0.0,2.98,100.0,1.000,2.0,3.3,140,0.35,4.30,0.00,728,0.0,0.82,0.78,0.0,6.7,12.0,0.0
1120,0.97,0.73,-8.3,-11.4,192,0.00,0.00,-0.0,2.98,100.0,1.000,2.0,3.3,140,0.36,4.33,0.00,727,0.0,0.82,0.78,0.0,6.7,12.5,0.0
1222,0.97,0.73,-8.2,-11.4,192,0.00,0.00,-0.0,2.98,100.0,1.000,2.0,3.3,140,0.36,4.39,0.00,722,0.0,0.82,0.78,0.0,6.7,12.5,0.0
1325,0.97,0.73,-8.2,-11.4,192,0.00,0.00,-0.0,2.98,100.0,1.000,2.0,3.3,140,0.37,4.42,0.00,724,0.0,0.82,0.78,0.0,6.7,11.5,0.0
1426,0.96,0.73,-8.2,-11.4,192,0.00,0.00,-0.0,2.98,100.0,1.000,2.0,3.3,140,0.36,4.36,0.00,730,0.0,0.82,0.78,0.0,6.3,11.5,0.0
1531,0.96,0.73,-8.2,-11.4,192,0.00,0.00,-0.0,2.98,100.0,1.000,2.0,3.3,140,0.36,4.36,0.00,732,0.0,0.80,0.78,0.0,6.7,11.5,0.0
1632,0.95,0.73,-8.2,-11.4,192,0.00,0.00,-0.0,2.98,100.0,1.000,2.0,3.3,140,0.36,4.39,0.00,727,0.0,0.82,0.78,0.0,6.3,12.0,0.0
1733,0.95,0.74,-8.2,-11.4,192,0.00,0.00,-0.0,2.98,100.0,1.000,2.0,3.3,140,0.36,4.36,0.00,728,0.0,0.80,0.78,0.0,6.7,12.0,0.0
1835,0.95,0.74,-8.2,-11.4,192,0.00,0.00,-0.0,2.98,100.0,1.000,2.0,3.3,140,0.36,4.39,0.00,735,0.0,0.82,0.78,0.0,6.7,11.5,0.0
