sample,time,F_AFR,F_AFR_C_%,F_AFR_L_%,IPW_ms,FPDC_%,IAM,IGN_T_deg,IGN_FLKC,Boost_psi,WGDC_%,IAT_F,MAF_g/s,MAP_psi,VVT_DC_L,VVT_DC_R,VVT_Adv_L,VVT_Adv_R,Batt_V,ECT_F,RPM,MPH,Gas_Pedal,Throttle_%,Ign_Sw,A/C_Sw,Defog_Sw,Blower_Sw,Clutch_Sw,Brake_Sw,Load_g/rev
0,0.250,14.0109,3.90625,-4.6875,2.048,33.3333,1,17,0,-9.86667,0,95,3.7,4.49804,9.41177,9.41177,0,0,13.92,0,938.75,18.0198,0,5.4902,0,0,0,0,0,0,.236485
1,0.500,13.8961,3.90625,-4.6875,2.048,33.3333,1,16.5,0,-9.86667,0,95,3.81,4.49804,9.41177,9.41177,0,0,13.92,190.4,945.5,17.3984,0,5.4902,1,0,0,0,1,1,.241777
2,0.750,13.7813,3.90625,-4.6875,2.048,33.3333,1,16.5,0,-9.86667,0,95,3.78,4.49804,9.41177,9.41177,0,0,13.68,190.4,939,17.3984,0,5.4902,1,0,0,1,1,1,.241534
3,1.000,13.7813,3.90625,-4.6875,2.048,33.3333,1,18,0,-9.86667,0,96.8,3.81,4.49804,9.41177,9.41177,0,0,13.68,190.4,923.75,17.3984,0,5.4902,1,0,0,1,1,1,.24747
4,1.250,13.6664,3.125,-4.6875,2.048,33.3333,1,17,0,-9.86667,0,96.8,3.81,4.49804,9.41177,9.41177,0,0,13.92,190.4,924,17.3984,0,5.4902,1,0,0,1,1,1,.247403
5,1.500,13.7813,3.90625,-4.6875,2.048,33.3333,1,16.5,0,-9.86667,0,96.8,3.81,4.64314,9.41177,9.41177,0,0,13.92,190.4,932.75,16.777,0,5.4902,1,0,0,1,1,1,.245082
6,1.750,13.7813,3.125,-4.6875,2.048,33.3333,1,15.5,0,-9.86667,0,96.8,3.83,4.49804,9.41177,9.41177,0,0,13.92,190.4,944.75,16.777,0,5.4902,1,0,0,1,1,1,.243239
7,2.000,13.7813,3.90625,-4.6875,2.048,33.3333,1,16,0,-9.86667,0,96.8,3.78,4.49804,9.41177,9.41177,0,0,13.92,190.4,942.5,16.1557,0,5.4902,1,0,0,1,1,1,.240637
8,2.250,13.7813,3.90625,-4.6875,2.048,33.3333,1,16.5,0,-9.86667,0,96.8,3.78,4.49804,9.41177,9.41177,0,0,13.76,190.4,940.25,15.5343,0,5.4902,1,0,0,1,1,1,.241212
9,2.500,13.7813,3.90625,-4.6875,2.048,33.3333,1,16.5,0,-9.86667,0,96.8,3.78,4.49804,9.41177,9.41177,0,0,13.76,190.4,947.75,14.2915,0,5.4902,1,0,0,1,1,1,.239304
