Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
24,0.99,0.84,-9.2,-11.3,190,0.00,0.00,-15.1,-4.20,100.0,1.000,1.7,2.3,96,0.34,4.99,0.00,892,0.0,0.80,0.78,0.0,6.7,11.5,0.0
100,0.99,0.84,-9.2,-11.3,190,0.00,0.00,-15.0,-4.20,100.0,1.000,1.7,2.3,96,0.33,4.90,0.00,898,0.0,0.80,0.78,0.0,6.7,12.0,0.0
205,0.99,0.84,-9.2,-11.3,190,0.00,0.00,-15.0,-4.20,100.0,1.000,1.7,2.3,96,0.33,4.99,0.00,894,0.0,0.80,0.78,0.0,6.7,11.5,0.0
304,0.99,0.84,-9.2,-11.3,190,0.00,0.00,-15.0,-4.20,100.0,1.000,1.7,2.3,96,0.33,4.93,0.00,883,0.0,0.80,0.78,0.0,6.7,12.5,0.0
407,1.00,0.84,-9.1,-11.3,190,0.00,0.00,-14.8,-4.20,100.0,1.000,1.7,2.3,96,0.33,4.87,0.00,888,0.0,0.80,0.78,0.0,6.7,12.0,0.0
508,1.00,0.84,-9.1,-11.3,190,0.00,0.00,-14.6,-4.20,100.0,1.000,1.7,2.3,96,0.34,4.96,0.00,880,0.0,0.80,0.78,0.0,6.7,12.5,0.0
612,1.00,0.84,-9.1,-11.3,190,0.00,0.00,-14.7,-4.20,100.0,1.000,1.7,2.3,96,0.33,4.93,0.00,886,0.0,0.80,0.78,0.0,6.7,12.0,0.0
714,1.00,0.84,-9.1,-11.3,190,0.00,0.00,-14.6,-4.20,100.0,1.000,1.7,2.3,96,0.34,4.93,0.00,882,0.0,0.80,0.78,0.0,6.7,12.0,0.0
815,1.01,0.84,-9.1,-11.3,190,0.00,0.00,-14.3,-4.20,100.0,1.000,1.9,2.6,96,0.33,4.93,0.00,887,0.0,0.80,0.78,0.0,6.7,11.5,0.0
917,1.01,0.84,-9.1,-11.3,190,0.00,0.00,-14.1,-4.20,100.0,1.000,1.9,2.6,96,0.33,4.87,0.00,876,0.0,0.80,0.78,0.0,6.7,12.5,0.0
1021,1.01,0.84,-9.1,-11.3,190,0.00,0.00,-13.8,-4.20,100.0,1.000,1.9,2.6,96,0.34,4.93,0.00,878,0.0,0.80,0.78,0.0,6.7,12.0,0.0
1120,1.01,0.84,-9.1,-11.3,190,0.00,0.00,-13.7,-4.20,100.0,1.000,1.9,2.6,96,0.34,4.96,0.00,872,0.0,0.80,0.78,0.0,6.7,12.5,0.0
1222,1.02,0.84,-9.1,-11.3,190,0.00,0.00,-13.4,-4.20,100.0,1.000,1.9,2.6,96,0.34,4.99,0.00,871,0.0,0.80,0.78,0.0,6.7,11.5,0.0
1325,1.02,0.85,-9.0,-11.3,190,0.00,0.00,-13.3,-4.20,100.0,1.000,1.9,2.6,96,0.34,4.99,0.00,881,0.0,0.80,0.78,0.0,6.7,12.0,0.0
1427,1.01,0.85,-9.0,-11.3,190,0.00,0.00,-13.1,-4.20,100.0,1.000,1.9,2.6,96,0.34,4.99,0.00,869,0.0,0.80,0.78,0.0,6.7,12.0,0.0
1529,1.01,0.85,-9.0,-11.3,190,0.00,0.00,-13.2,-4.20,100.0,1.000,1.9,2.6,96,0.34,4.93,0.00,882,0.0,0.80,0.78,0.0,6.7,11.5,0.0
1630,1.01,0.85,-9.0,-11.3,190,0.00,0.00,-13.0,-4.20,100.0,1.000,1.9,2.6,96,0.34,4.96,0.00,879,0.0,0.80,0.78,0.0,6.7,11.0,0.0
1733,1.00,0.85,-9.0,-11.3,190,0.00,0.00,-13.0,-4.20,100.0,1.000,1.9,2.6,96,0.34,4.96,0.00,883,0.0,0.80,0.78,0.0,6.7,11.0,0.0
1836,1.00,0.85,-9.0,-11.3,190,0.00,0.00,-13.0,-4.20,100.0,1.000,1.9,2.6,96,0.34,4.99,0.00,876,0.0,0.80,0.78,0.0,6.7,11.0,0.0
1938,1.00,0.85,-9.1,-11.3,190,0.00,0.00,-12.8,-4.20,100.0,1.000,1.9,2.6,96,0.33,4.96,0.00,892,0.0,0.80,0.78,0.0,6.7,10.5,0.0
2041,1.00,0.85,-9.1,-11.3,190,0.00,0.00,-12.8,-4.20,100.0,1.000,1.7,2.3,96,0.33,4.93,0.00,900,0.0,0.80,0.78,0.0,6.7,9.5,0.0
2141,1.00,0.85,-9.1,-11.3,190,0.00,0.00,-12.7,-4.20,100.0,1.000,1.7,2.3,96,0.33,4.99,0.00,898,0.0,0.80,0.78,0.0,6.7,10.0,0.0
2245,1.00,0.85,-9.1,-11.3,190,0.00,0.00,-12.6,-4.20,100.0,1.000,1.7,2.3,96,0.33,4.93,0.00,901,0.0,0.80,0.78,0.0,6.7,9.5,0.0
2347,1.00,0.85,-9.1,-11.3,190,0.00,0.00,-12.6,-4.20,100.0,1.000,1.7,2.3,96,0.34,4.96,0.00,886,0.0,0.80,0.78,0.0,6.7,11.0,0.0
2447,1.00,0.86,-9.1,-11.3,190,0.00,0.00,-12.6,-4.20,100.0,1.000,1.9,2.6,96,0.33,4.96,0.00,889,0.0,0.80,0.78,0.0,6.7,10.5,0.0
