Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
77,0.99,1.00,-9.1,-11.2,143,0.00,0.00,5.7,-5.08,33.3,1.000,2.3,2.6,78,0.33,5.74,0.00,1047,0.0,0.82,0.78,0.0,7.1,18.0,0.0
102,0.99,1.00,-9.1,-11.2,143,0.00,0.00,5.7,-5.08,33.3,1.000,2.3,2.6,78,0.33,5.72,0.00,1046,0.0,0.82,0.78,0.0,7.1,17.0,0.0
206,0.99,1.00,-9.1,-11.2,143,0.00,0.00,5.7,-5.08,33.3,1.000,2.3,2.6,78,0.33,5.72,0.00,1041,0.0,0.82,0.78,0.0,7.1,18.0,0.0
307,0.99,1.00,-9.1,-11.2,143,0.00,0.00,5.7,-5.08,33.3,1.000,2.3,2.6,78,0.33,5.74,0.00,1046,0.0,0.82,0.78,0.0,7.1,18.0,0.0
410,1.00,1.00,-9.1,-11.2,143,0.00,0.00,5.8,-5.08,33.3,1.000,2.3,2.6,78,0.33,5.75,0.00,1048,0.0,0.82,0.78,0.0,7.1,17.5,0.0
511,1.00,1.00,-9.1,-11.2,143,0.00,0.00,5.9,-5.08,33.3,1.000,2.3,2.6,78,0.32,5.68,0.00,1053,0.0,0.82,0.78,0.0,7.1,16.5,0.0
612,1.00,1.00,-9.0,-11.2,143,0.00,0.00,5.8,-5.08,33.3,1.000,2.3,2.6,78,0.33,5.66,0.00,1039,0.0,0.82,0.78,0.0,7.1,18.0,0.0
716,0.99,1.00,-9.0,-11.2,143,0.00,0.00,5.8,-5.08,33.3,1.000,2.2,2.6,78,0.33,5.66,0.00,1035,0.0,0.82,0.78,0.0,7.1,18.0,0.0
816,0.99,1.00,-9.0,-11.2,143,0.00,0.00,5.7,-5.08,33.3,1.000,2.3,2.6,78,0.32,5.64,0.00,1047,0.0,0.82,0.78,0.0,7.1,17.0,0.0
919,0.99,1.00,-9.0,-11.2,143,0.00,0.00,5.8,-5.08,33.3,1.000,2.3,2.6,78,0.32,5.66,0.00,1048,0.0,0.82,0.78,0.0,7.1,16.5,0.0
1021,0.99,1.00,-9.0,-11.2,143,0.00,0.00,5.7,-5.08,33.3,1.000,2.2,2.6,78,0.33,5.70,0.00,1036,0.0,0.82,0.78,0.0,7.1,17.0,0.0
1128,1.00,1.00,-9.0,-11.2,143,0.00,0.00,5.8,-5.08,33.3,1.000,2.3,2.6,78,0.33,5.72,0.00,1039,0.0,0.82,0.78,0.0,7.1,17.5,0.0
1225,1.00,1.00,-9.0,-11.2,143,0.00,0.00,6.0,-5.08,33.3,1.000,2.3,2.6,78,0.32,5.64,0.00,1052,0.0,0.82,0.78,0.0,7.1,17.5,0.0
1326,1.00,1.00,-9.0,-11.2,143,0.00,0.00,6.1,-5.08,33.3,1.000,2.2,2.6,78,0.33,5.64,0.00,1037,0.0,0.82,0.78,0.0,7.1,17.5,0.0
1428,1.00,1.00,-9.0,-11.2,143,0.00,0.00,6.2,-5.08,33.3,1.000,2.2,2.6,78,0.33,5.72,0.00,1028,0.0,0.82,0.78,0.0,7.1,18.0,0.0
1530,1.00,1.00,-9.0,-11.2,143,0.00,0.00,6.2,-5.08,33.3,1.000,2.2,2.6,78,0.33,5.66,0.00,1021,0.0,0.82,0.78,0.0,7.1,18.5,0.0
1636,1.01,1.00,-9.0,-11.2,143,0.00,0.00,6.3,-5.08,33.3,1.000,2.3,2.6,78,0.33,5.70,0.00,1039,0.0,0.82,0.78,0.0,7.1,17.0,0.0
1738,1.00,1.00,-9.0,-11.2,143,0.00,0.00,6.2,-5.08,33.3,1.000,2.2,2.6,78,0.33,5.72,0.00,1028,0.0,0.82,0.78,0.0,7.1,18.0,0.0
1835,1.00,1.00,-9.0,-11.2,143,0.00,0.00,6.3,-5.08,33.3,1.000,2.2,2.6,78,0.34,5.72,0.00,1017,0.0,0.82,0.78,0.0,7.1,17.5,0.0
1939,1.00,1.00,-8.9,-11.2,143,0.00,0.00,6.4,-5.08,33.3,1.000,2.2,2.6,78,0.34,5.70,0.00,1014,0.0,0.82,0.78,0.0,7.1,18.5,0.0
2040,1.00,0.99,-8.9,-11.2,143,0.00,0.00,6.4,-5.08,33.3,1.000,2.2,2.6,78,0.33,5.66,0.00,1020,0.0,0.82,0.78,0.0,7.1,19.0,0.0
2142,1.00,0.99,-8.9,-11.2,143,0.00,0.00,6.4,-5.08,33.3,1.000,2.2,2.6,78,0.33,5.70,0.00,1023,0.0,0.82,0.78,0.0,7.1,17.5,0.0
2244,1.00,0.99,-8.9,-11.2,143,0.00,0.00,6.5,-5.08,33.3,1.000,2.2,2.6,78,0.34,5.70,0.00,1005,0.0,0.82,0.78,0.0,7.1,18.5,0.0
2346,1.01,0.99,-8.9,-11.3,143,0.00,0.00,6.7,-5.08,33.3,1.000,2.2,2.6,78,0.34,5.70,0.00,1013,0.0,0.82,0.78,0.0,7.1,18.0,0.0
2449,1.01,0.99,-8.9,-11.3,143,0.00,0.00,6.8,-5.08,33.3,1.000,2.2,2.6,78,0.34,5.74,0.00,1024,0.0,0.82,0.78,0.0,7.1,17.0,0.0
2552,1.01,0.99,-8.9,-11.2,143,0.00,0.00,6.8,-5.08,33.3,1.000,2.2,2.6,78,0.33,5.70,0.00,1023,0.0,0.82,0.78,0.0,7.1,17.0,0.0
2653,1.00,0.99,-8.9,-11.3,143,0.00,0.00,6.8,-5.08,33.3,1.000,2.2,2.6,78,0.34,5.75,0.00,1023,0.0,0.82,0.78,0.0,7.1,17.0,0.0
2755,1.00,0.99,-8.9,-11.2,143,0.00,0.00,6.8,-5.08,33.3,1.000,2.2,2.6,78,0.33,5.72,0.00,1030,0.0,0.82,0.78,0.0,7.1,16.5,0.0
