sample,time,F_AFR,F_AFR_C_%,F_AFR_L_%,IPW_ms,FPDC_%,IAM,IGN_T_deg,IGN_FLKC,Boost_psi,WGDC_%,IAT_F,MAF_g/s,MAP_psi,VVT_DC_L,VVT_DC_R,VVT_Adv_L,VVT_Adv_R,Batt_V,ECT_F,RPM,MPH,Gas_Pedal,Throttle_%,Ign_Sw,A/C_Sw,Defog_Sw,Blower_Sw,Clutch_Sw,Brake_Sw,Load_g/rev
0,0.250,13.5516,0,-11.7188,3.84,100,1,0,0,-7.1098,0,59,14.9,7.2549,9.41177,9.41177,0,0,14.4,0,1573.5,0,0,11.7647,0,0,0,0,0,0,.56816
1,0.500,13.4367,-1.5625,-11.7188,3.584,100,1,2.5,0,-7.2549,0,59,14.77,7.1098,9.41177,9.41177,0,0,14.4,59,1550.75,0,0,11.7647,1,0,0,0,0,0,.571465
2,0.750,13.4367,-1.5625,-11.7188,3.584,100,1,.5,0,-7.2549,0,59,14.84,7.1098,9.41177,9.41177,0,0,14.4,59,1553,0,0,11.7647,1,0,0,1,0,0,.573342
3,1.000,13.4367,-2.34375,-11.7188,3.584,100,1,2,0,-7.2549,0,59,14.9,7.1098,9.41177,9.41177,0,0,14.4,59,1563.5,0,0,11.7647,1,0,0,1,0,0,.571794
4,1.250,13.4367,-2.34375,-11.7188,3.584,100,1,1,0,-7.2549,0,59,14.71,7.1098,9.41177,9.41177,0,0,14.4,59,1577,0,0,11.7647,1,0,0,1,0,0,.55967
5,1.500,13.4367,-3.125,-11.7188,3.584,100,1,2.5,0,-7.2549,0,59,14.51,7.1098,9.41177,9.41177,0,0,14.4,59,1566,0,0,11.3725,1,0,0,1,0,0,.555939
6,1.750,13.5516,-3.90625,-11.7188,3.584,66.6667,1,1,0,-7.2549,0,59,14.64,7.1098,9.41177,9.41177,0,0,14.48,59,1560,0,0,11.3725,1,0,0,1,0,0,.563077
7,2.000,13.6664,-3.90625,-11.7188,3.584,66.6667,1,2.5,0,-7.2549,0,59,14.71,7.1098,9.41177,9.41177,0,0,14.48,59,1560.5,0,0,11.7647,1,0,0,1,0,0,.565588
8,2.250,13.6664,-3.90625,-11.7188,3.584,66.6667,1,3,0,-7.2549,0,59,14.45,7.1098,9.41177,9.41177,0,0,14.48,59,1550.75,0,0,11.3725,1,0,0,1,0,0,.559084
9,2.500,13.7813,-4.6875,-11.7188,3.584,66.6667,1,3.5,0,-7.2549,0,59,14.09,7.1098,9.41177,9.41177,0,0,14.48,59,1544.25,0,0,11.3725,1,0,0,1,0,0,.54745
10,2.750,13.8961,-3.90625,-11.7188,3.584,66.6667,1,3,0,-7.2549,0,59,14.26,7.1098,9.41177,9.41177,0,0,14.48,59,1477,0,0,11.3725,1,0,0,1,0,0,.579282
11,3.000,14.0109,-3.90625,-11.7188,3.584,66.6667,1,3,0,-7.2549,0,59,14.71,7.1098,9.41177,9.41177,0,0,14.48,59,1535.25,0,0,11.3725,1,0,0,1,0,0,.57489
12,3.250,14.0109,-3.90625,-11.7188,3.584,66.6667,1,3,0,-7.2549,0,59,14.64,7.1098,9.41177,9.41177,0,0,14.48,59,1472.75,0,0,11.3725,1,0,0,1,0,0,.596435
13,3.500,14.0109,-3.125,-11.7188,3.584,66.6667,1,4.5,0,-7.2549,0,59,14.13,7.1098,9.41177,9.41177,0,0,14.48,59,1519.5,0,0,11.3725,1,0,0,1,0,0,.557947
14,3.750,14.1258,-3.125,-11.7188,3.584,66.6667,1,3.5,0,-7.2549,0,59,14.38,7.1098,9.41177,9.41177,0,0,14.48,59,1518.75,0,0,11.3725,1,0,0,1,0,0,.568099
15,4.000,14.0109,-2.34375,-11.7188,3.584,66.6667,1,2,0,-7.2549,0,59,14.38,7.1098,9.41177,9.41177,0,0,14.48,59,1513.25,0,0,11.3725,1,0,0,1,0,0,.570164
16,4.250,13.8961,-2.34375,-11.7188,3.584,66.6667,1,2,0,-7.2549,0,59,14.51,7.1098,9.41177,9.41177,0,0,14.48,60.8,1537.75,0,0,11.3725,1,0,0,1,0,0,.566152
17,4.500,13.8961,-1.5625,-11.7188,3.584,66.6667,1,2.5,0,-7.2549,0,59,14.38,7.1098,9.41177,9.41177,0,0,14.48,60.8,1527.5,0,0,11.3725,1,0,0,1,0,0,.564845
18,4.750,13.8961,-1.5625,-11.7188,3.584,66.6667,1,2,0,-7.2549,0,59,14.38,7.1098,9.41177,9.41177,0,0,14.48,60.8,1531.25,0,0,11.3725,1,0,0,1,0,0,.563461
19,5.000,13.8961,-1.5625,-11.7188,3.584,66.6667,1,3.5,0,-7.2549,0,59,14.15,7.1098,9.41177,9.41177,0,0,14.48,60.8,1524,0,0,11.3725,1,0,0,1,0,0,.557087
20,5.250,14.0109,-1.5625,-11.7188,3.584,66.6667,1,3.5,0,-7.2549,0,59,14.32,7.1098,9.41177,9.41177,0,0,14.24,60.8,1513.5,0,0,11.3725,1,0,0,1,0,0,.567691
21,5.500,14.0109,-.78125,-11.7188,3.584,66.6667,1,1,0,-7.2549,0,59,14.19,7.1098,9.41177,9.41177,0,0,14.24,60.8,1515.5,0,0,11.3725,1,0,0,1,0,0,.561795
22,5.750,13.8961,-.78125,-11.7188,3.584,66.6667,1,2,0,-7.2549,0,59,14.51,7.1098,9.41177,9.41177,0,0,14.48,60.8,1530.75,0,0,11.3725,1,0,0,1,0,0,.568741
23,6.000,13.7813,-.78125,-11.7188,3.584,66.6667,1,1.5,0,-7.2549,0,59,14.32,7.1098,9.41177,9.41177,0,0,14.48,60.8,1519.5,0,0,11.3725,1,0,0,1,0,0,.565449
24,6.250,13.7813,-.78125,-11.7188,3.584,66.6667,1,2,0,-7.2549,0,59,13.94,7.1098,9.41177,9.41177,0,0,14.48,60.8,1527.25,0,0,11.3725,1,0,0,1,0,0,.547651
25,6.500,13.6664,-.78125,-11.7188,3.584,66.6667,1,2.5,0,-7.2549,0,59,14.38,7.1098,9.41177,9.41177,0,0,14.48,60.8,1530.75,0,0,11.3725,1,0,0,1,0,0,.563645
