Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
19,1.00,1.00,-9.6,-11.3,167,0.00,0.00,2.3,-2.39,33.3,1.000,1.7,2.3,80,0.29,4.37,0.00,913,0.0,0.80,0.78,0.0,5.9,12.5,0.0
104,1.00,1.00,-9.6,-11.3,167,0.00,0.00,2.1,-2.39,33.3,1.000,1.7,2.3,80,0.29,4.34,0.00,910,0.0,0.80,0.78,0.0,5.9,13.0,0.0
205,1.00,1.00,-9.6,-11.3,167,0.00,0.00,2.3,-2.29,33.3,1.000,1.8,2.3,80,0.28,4.28,0.00,925,0.0,0.80,0.78,0.0,5.9,12.5,0.0
306,1.00,1.00,-9.6,-11.3,167,0.00,0.00,2.4,-2.29,33.3,1.000,1.5,2.0,80,0.28,4.34,0.00,924,0.0,0.80,0.78,0.0,5.9,11.5,0.0
410,1.00,1.00,-9.6,-11.3,167,0.00,0.00,2.4,-2.29,33.3,1.000,1.5,2.0,80,0.28,4.31,0.00,917,0.0,0.80,0.78,0.0,5.9,13.0,0.0
511,1.00,1.00,-9.6,-11.3,167,0.00,0.00,2.4,-2.29,33.3,1.000,1.5,2.0,80,0.28,4.34,0.00,929,0.0,0.80,0.78,0.0,5.9,12.0,0.0
612,1.00,1.00,-9.6,-11.3,167,0.00,0.00,2.3,-2.29,33.3,1.000,1.5,2.0,80,0.28,4.34,0.00,917,0.0,0.80,0.78,0.0,5.9,13.0,0.0
716,0.99,1.00,-9.6,-11.3,167,0.00,0.00,2.2,-2.29,33.3,1.000,1.8,2.3,80,0.28,4.34,0.00,922,0.0,0.80,0.78,0.0,5.9,12.5,0.0
818,1.00,1.00,-9.6,-11.3,167,0.00,0.00,2.3,-2.29,33.3,1.000,1.5,2.0,80,0.28,4.37,0.00,925,0.0,0.80,0.78,0.0,5.9,12.5,0.0
920,1.00,1.00,-9.6,-11.3,167,0.00,0.00,2.3,-2.29,33.3,1.000,1.6,2.0,80,0.28,4.31,0.00,932,0.0,0.80,0.78,0.0,5.9,12.0,0.0
