sample,time,F_AFR,F_AFR_C_%,F_AFR_L_%,IPW_ms,FPDC_%,IAM,IGN_T_deg,IGN_FLKC,Boost_psi,WGDC_%,IAT_F,MAF_g/s,MAP_psi,VVT_DC_L,VVT_DC_R,VVT_Adv_L,VVT_Adv_R,Batt_V,ECT_F,RPM,MPH,Gas_Pedal,Throttle_%,Ign_Sw,A/C_Sw,Defog_Sw,Blower_Sw,Clutch_Sw,Brake_Sw,Load_g/rev
0,17914.000,14.7,0,-5.46875,5.12,100,1,28,0,-6.23922,0,68,8.73,7.83529,9.41177,9.41177,0,0,12.96,78.8,1690,0,0,9.80392,1,0,0,0,1,0,.309941
1,17914.250,14.7,0,-4.6875,3.584,100,1,22,0,-8.99608,0,68,10.38,5.36863,9.41177,9.41177,0,0,12.96,78.8,1973.75,0,0,10.1961,1,0,0,0,1,0,.315541
2,17914.500,14.7,0,-5.46875,3.84,100,1,16.5,0,-9.43137,0,68,12.26,4.93333,9.41177,9.41177,0,0,12.48,78.8,1867.5,0,0,10.1961,1,0,0,0,1,0,.393896
3,17914.750,14.7,0,-6.25,4.096,100,1,16,0,-9.28627,0,68,11.01,5.07843,9.41177,9.41177,0,0,12.48,78.8,1716.5,0,0,10.1961,1,1,0,0,1,0,.384853
4,17915.000,14.7,0,-6.25,4.096,100,1,15.5,0,-9.14118,0,68,10.49,5.22353,9.41177,9.41177,0,0,12.56,78.8,1624.5,0,0,10.1961,1,1,0,1,1,0,.387442
5,17915.250,14.7,0,-7.03125,4.096,100,1,15,0,-8.99608,0,68,9.19,5.36863,9.41177,9.41177,0,0,12.56,78.8,1567,0,0,10.1961,1,1,0,1,1,0,.351883
6,17915.500,14.7,0,-7.03125,4.096,100,1,14.5,0,-8.85098,0,68,10.38,5.51373,9.41177,9.41177,0,0,12.64,78.8,1544.5,0,0,10.1961,1,1,0,1,1,0,.403237
7,17915.750,14.7,0,-7.8125,4.096,100,1,14,0,-8.85098,0,68,10.07,5.51373,9.41177,9.41177,0,0,12.64,78.8,1527.5,0,0,10.1961,1,1,0,1,1,0,.395548
8,17916.000,14.7,0,-7.03125,3.84,100,1,13.5,0,-8.85098,0,68,9.97,5.51373,9.41177,9.41177,0,0,12.8,78.8,1504.5,0,0,10.1961,1,1,0,1,1,0,.397607
9,17916.250,14.7,0,-7.03125,3.84,100,1,13,0,-8.85098,0,68,9.57,5.51373,9.41177,9.41177,0,0,12.8,78.8,1480.75,0,0,10.1961,1,1,0,1,1,0,.387776
