Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
59,1.00,0.89,-0.3,-12.9,50,0.00,0.00,-0.0,0.00,100.0,1.000,0.0,1.5,53,0.00,1.97,0.00,0,0.0,0.82,0.78,0.0,9.0,26.5,0.0
93,1.00,0.89,-0.3,-12.9,50,0.00,0.00,-0.0,0.00,100.0,1.000,5.0,33.8,53,0.67,1.97,0.00,177,0.0,0.82,0.78,0.0,9.0,26.5,0.0
196,1.00,0.48,-0.3,-12.9,50,0.00,0.00,-0.0,0.00,100.0,1.000,5.0,33.8,53,0.67,1.97,0.00,177,0.0,0.82,0.78,0.0,9.0,26.5,0.0
299,1.00,0.48,-0.5,-12.9,50,0.00,0.00,-0.0,0.00,100.0,1.000,11.5,33.8,53,0.36,2.45,0.00,407,0.0,0.82,0.78,0.0,9.0,26.5,0.0
401,1.00,0.48,-1.9,-12.9,50,0.00,0.00,-0.0,0.00,100.0,1.000,15.3,21.0,53,0.29,4.18,0.00,874,0.0,0.82,0.78,0.0,9.0,26.5,0.0
500,1.00,0.48,-3.8,-12.3,50,0.00,0.00,-0.0,0.00,100.0,1.000,16.6,14.1,53,0.27,6.41,0.00,1417,0.0,0.82,0.76,0.0,9.0,26.5,0.0
605,1.00,0.48,-6.3,-11.2,50,0.00,0.00,-0.0,0.00,100.0,1.000,10.1,8.4,53,0.31,7.40,0.00,1450,0.0,0.82,0.76,0.0,9.0,26.5,0.0
705,1.00,0.48,-7.4,-11.2,50,0.00,0.00,-0.0,0.00,100.0,1.000,6.2,5.1,53,0.32,7.85,0.00,1469,0.0,0.82,0.78,0.0,9.0,25.0,0.0
806,1.00,0.49,-8.2,-11.2,50,0.00,0.00,-0.0,0.00,100.0,1.000,5.1,4.1,53,0.34,8.42,0.00,1503,0.0,0.82,0.78,0.0,9.0,23.0,0.0
909,1.00,0.49,-8.7,-11.2,50,0.00,0.00,-0.0,0.00,100.0,1.000,5.5,4.4,53,0.35,8.79,0.00,1510,0.0,0.82,0.78,0.0,9.0,23.0,0.0
1012,1.00,0.49,-9.1,-11.2,50,0.00,0.00,-0.0,0.00,100.0,1.000,5.5,4.4,53,0.36,8.84,0.00,1494,0.0,0.82,0.78,0.0,9.0,23.0,0.0
1113,1.00,0.50,-9.3,-11.2,50,0.00,0.00,-0.0,0.00,100.0,1.000,5.4,4.4,53,0.37,8.98,0.00,1463,0.0,0.82,0.78,0.0,9.0,22.5,0.0
1215,1.00,0.50,-9.4,-11.2,50,0.00,0.00,-0.0,0.00,100.0,1.000,5.3,4.4,53,0.38,9.11,0.00,1453,0.0,0.82,0.78,0.0,9.0,22.5,0.0
1317,1.00,0.50,-9.5,-11.2,50,0.00,0.00,-0.0,0.00,100.0,1.000,5.3,4.4,53,0.39,9.25,0.00,1436,0.0,0.82,0.78,0.0,9.0,22.5,0.0
1418,1.00,0.51,-9.5,-11.2,50,0.00,0.00,-0.0,0.00,100.0,1.000,5.3,4.4,53,0.37,8.84,0.00,1442,0.0,0.82,0.78,0.0,9.0,22.5,0.0
1522,1.00,0.52,-9.5,-11.2,50,0.00,0.00,-0.0,0.00,100.0,1.000,5.2,4.4,53,0.38,9.02,0.00,1421,0.0,0.82,0.78,0.0,9.0,22.5,0.0
1624,1.00,0.52,-9.5,-11.2,50,0.00,0.00,-0.0,0.00,100.0,1.000,5.4,4.6,53,0.39,9.20,0.00,1416,0.0,0.82,0.78,0.0,9.0,22.5,0.0
1726,1.00,0.53,-9.5,-11.2,50,0.00,0.00,-0.0,0.00,100.0,1.000,5.2,4.4,53,0.38,9.07,0.00,1414,0.0,0.82,0.78,0.0,9.0,22.5,0.0
1827,1.00,0.53,-9.5,-11.2,50,0.00,0.00,-0.0,0.00,100.0,1.000,5.1,4.4,53,0.39,8.98,0.00,1398,0.0,0.82,0.78,0.0,9.0,22.5,0.0
1931,1.00,0.53,-9.5,-11.2,50,0.00,0.00,-0.0,0.00,100.0,1.000,5.2,4.4,53,0.38,9.02,0.00,1418,0.0,0.82,0.78,0.0,9.0,22.5,0.0
2031,1.00,0.53,-9.4,-11.2,50,0.00,0.00,-0.0,0.00,100.0,1.000,5.2,4.4,53,0.38,8.93,0.00,1408,0.0,0.82,0.78,0.0,9.0,22.5,0.0
2133,1.00,0.54,-9.4,-11.2,50,0.00,0.00,-0.0,0.00,100.0,1.000,5.2,4.4,53,0.39,9.11,0.00,1412,0.0,0.82,0.78,0.0,9.0,22.5,0.0
2236,1.00,0.54,-9.5,-11.2,50,0.00,0.00,-0.0,0.00,100.0,1.000,5.2,4.4,53,0.39,9.20,0.00,1431,0.0,0.82,0.78,0.0,9.0,22.5,0.0
2336,1.00,0.54,-9.5,-11.2,50,0.00,0.00,-0.0,0.00,100.0,1.000,5.2,4.4,53,0.38,9.11,0.00,1420,0.0,0.82,0.78,0.0,9.0,22.5,0.0
2438,1.00,0.56,-9.5,-11.2,50,0.00,0.00,-0.0,0.00,100.0,1.000,5.2,4.4,53,0.38,9.02,0.00,1429,0.0,0.82,0.78,0.0,9.0,22.5,0.0
2542,1.00,0.56,-9.5,-11.2,50,0.00,0.00,-0.0,0.00,100.0,1.000,5.2,4.4,53,0.39,9.11,0.00,1419,0.0,0.82,0.78,0.0,9.0,22.5,0.0
2643,1.00,0.56,-9.5,-11.2,50,0.00,0.00,-0.0,0.00,100.0,1.000,5.3,4.4,53,0.38,9.16,0.00,1435,0.0,0.82,0.78,0.0,9.0,22.5,0.0
2745,1.00,0.57,-9.5,-11.2,50,0.00,0.00,-0.0,0.00,100.0,1.000,5.2,4.4,53,0.40,9.52,0.00,1416,0.0,0.82,0.78,0.0,9.4,22.5,0.0
2847,1.00,0.57,-9.4,-11.2,50,0.00,0.00,-0.0,0.00,100.0,1.000,5.1,4.4,53,0.41,9.43,0.00,1386,0.0,0.82,0.78,0.0,9.4,22.5,0.0
