Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
80,0.95,0.84,-8.9,-11.3,183,0.00,0.00,-15.9,0.78,100.0,1.000,2.0,2.6,125,0.34,5.19,0.00,903,0.0,0.80,0.76,0.0,6.7,12.0,0.0
99,0.95,0.84,-8.9,-11.3,183,0.00,0.00,-16.0,0.78,100.0,1.000,1.9,2.6,125,0.35,5.19,0.00,891,0.0,0.80,0.76,0.0,6.7,12.0,0.0
200,0.96,0.84,-8.9,-11.3,183,0.00,0.00,-16.1,0.78,100.0,1.000,2.0,2.6,125,0.34,5.15,0.00,907,0.0,0.80,0.76,0.0,6.7,12.0,0.0
302,0.97,0.84,-8.9,-11.3,183,0.00,0.00,-16.3,0.78,100.0,1.000,1.9,2.6,125,0.35,5.15,0.00,894,0.0,0.80,0.76,0.0,6.7,12.0,0.0
403,0.98,0.84,-8.9,-11.3,183,0.00,0.00,-16.3,0.78,100.0,1.000,1.9,2.6,125,0.34,5.05,0.00,895,0.0,0.80,0.76,0.0,6.7,12.5,0.0
505,0.98,0.84,-8.9,-11.3,183,0.00,0.00,-16.3,0.78,100.0,1.000,1.9,2.6,125,0.35,5.15,0.00,875,0.0,0.80,0.76,0.0,6.7,13.0,0.0
607,0.98,0.84,-8.9,-11.3,183,0.00,0.00,-16.3,0.78,100.0,1.000,1.9,2.6,125,0.35,5.12,0.00,887,0.0,0.80,0.76,0.0,6.7,13.0,0.0
711,0.99,0.84,-8.8,-11.3,183,0.00,0.00,-16.2,0.78,100.0,1.000,1.9,2.6,125,0.35,5.12,0.00,875,0.0,0.80,0.76,0.0,6.7,12.5,0.0
811,0.99,0.84,-8.8,-11.3,183,0.00,0.00,-16.0,0.78,100.0,1.000,1.9,2.6,125,0.35,5.09,0.00,881,0.0,0.80,0.76,0.0,6.7,12.5,0.0
913,1.00,0.84,-8.8,-11.3,183,0.00,0.00,-16.0,0.78,100.0,1.000,1.9,2.6,125,0.36,5.15,0.00,869,0.0,0.80,0.76,0.0,6.7,12.5,0.0
1016,1.00,0.84,-8.8,-11.3,183,0.00,0.00,-15.9,0.78,100.0,1.000,1.9,2.6,125,0.35,5.15,0.00,873,0.0,0.80,0.76,0.0,6.7,13.0,0.0
1118,1.00,0.84,-8.8,-11.3,183,0.00,0.00,-18.8,0.78,100.0,1.000,2.2,3.1,125,0.35,5.12,0.00,866,0.0,0.80,0.76,0.0,6.7,12.0,0.0
1219,1.00,0.84,-8.8,-11.3,183,0.00,0.00,0.1,0.78,100.0,1.000,2.3,3.1,125,0.35,5.19,0.00,884,0.0,0.80,0.76,0.0,7.1,11.0,0.0
1324,1.00,0.84,-8.8,-11.3,183,0.00,0.00,0.1,0.78,100.0,1.000,2.1,2.8,125,0.35,5.25,0.00,893,0.0,0.80,0.76,0.0,7.1,9.0,0.0
1424,1.00,0.85,-8.8,-11.3,183,0.00,0.00,0.2,0.78,100.0,1.000,2.1,2.8,125,0.35,5.31,0.00,914,0.0,0.80,0.76,0.0,7.1,8.5,0.0
1527,0.99,0.85,-8.8,-11.3,183,0.00,0.00,-0.1,0.78,100.0,1.000,2.2,2.8,125,0.34,5.28,0.00,926,0.0,0.80,0.76,0.0,7.1,7.5,0.0
1628,0.97,0.85,-8.8,-11.3,183,0.00,0.00,-1.4,0.78,100.0,1.000,2.2,2.8,125,0.34,5.28,0.00,928,0.0,0.80,0.76,0.0,7.1,7.5,0.0
1731,0.95,0.85,-8.9,-11.3,183,0.00,0.00,-2.2,0.78,100.0,1.000,2.2,2.8,125,0.34,5.35,0.00,933,0.0,0.80,0.76,0.0,7.1,7.0,0.0
1833,0.92,0.85,-8.9,-11.3,183,0.00,0.00,-4.0,0.78,100.0,1.000,2.2,2.8,125,0.35,5.45,0.00,922,0.0,0.80,0.76,0.0,7.1,8.5,0.0
1934,0.91,0.85,-8.9,-11.3,183,0.00,0.00,-4.9,0.78,100.0,1.000,2.2,2.8,125,0.34,5.28,0.00,933,0.0,0.80,0.76,0.0,7.1,7.5,0.0
2036,0.90,0.85,-8.9,-11.3,183,0.00,0.00,-6.2,0.78,100.0,1.000,2.2,2.8,125,0.35,5.35,0.00,930,0.0,0.80,0.76,0.0,7.1,7.5,0.0
2139,0.90,0.85,-8.9,-11.3,183,0.00,0.00,-6.7,0.78,100.0,1.000,2.2,2.8,125,0.35,5.35,0.00,924,0.0,0.80,0.76,0.0,6.7,9.0,0.0
2242,0.91,0.85,-9.0,-11.3,183,0.00,0.00,-7.7,0.78,100.0,1.000,2.2,2.8,125,0.35,5.38,0.00,934,0.0,0.82,0.76,0.0,7.1,8.0,0.0
2342,0.91,0.85,-9.0,-11.3,183,0.00,0.00,-8.9,0.78,100.0,1.000,2.0,2.6,125,0.35,5.38,0.00,931,0.0,0.82,0.76,0.0,6.7,8.5,0.0
2446,0.91,0.86,-9.0,-11.3,183,0.00,0.00,-9.2,0.78,100.0,1.000,2.0,2.6,125,0.33,5.19,0.00,930,0.0,0.80,0.76,0.0,6.7,9.0,0.0
2548,0.91,0.86,-9.0,-11.3,183,0.00,0.00,-10.0,0.78,100.0,1.000,2.0,2.6,125,0.34,5.15,0.00,922,0.0,0.80,0.76,0.0,6.7,9.5,0.0
2649,0.92,0.86,-9.0,-11.3,183,0.00,0.00,-10.5,0.78,100.0,1.000,2.0,2.6,125,0.34,5.19,0.00,928,0.0,0.80,0.76,0.0,6.7,9.5,0.0
