Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
51,1.00,Infinity,0.0,-11.4,163,0.00,0.00,-0.0,0.00,100.0,0.800,0.0,6.9,78,0.00,1.60,0.00,0,0.0,0.82,0.78,0.0,5.5,13.0,0.0
102,1.00,0.97,-0.7,-11.4,163,0.00,0.00,-0.0,0.00,100.0,0.800,0.0,6.9,78,0.00,1.60,0.00,0,0.0,0.82,0.78,0.0,5.5,13.0,0.0
204,1.00,0.97,-1.1,-11.4,163,0.00,0.00,-0.0,0.00,100.0,0.800,1.1,6.4,78,0.43,1.51,0.00,209,0.0,0.82,0.78,0.0,5.5,13.0,0.0
306,1.00,0.97,-1.1,-11.4,163,0.00,0.00,-0.0,0.00,100.0,0.800,1.2,6.4,78,0.49,1.91,0.00,233,0.0,0.82,0.78,0.0,5.5,13.0,0.0
409,1.00,0.71,-2.1,-11.4,163,0.00,0.00,-0.0,0.00,100.0,0.800,3.7,5.4,78,0.18,2.41,0.00,824,0.0,0.82,0.78,0.0,5.5,22.0,0.0
510,1.39,0.72,-4.2,-11.4,163,0.00,0.00,-0.0,0.00,100.0,0.800,4.0,4.1,78,0.17,3.23,0.00,1167,0.0,0.82,0.78,0.0,5.5,22.0,0.0
613,1.38,0.72,-6.4,-11.3,163,0.00,0.00,-0.0,0.00,100.0,0.800,3.3,2.8,78,0.14,3.31,0.00,1420,0.0,0.82,0.78,0.0,5.5,22.0,0.0
717,1.20,0.72,-8.3,-11.1,163,0.00,0.00,-0.0,0.00,100.0,0.800,2.5,2.0,78,0.13,3.31,0.00,1528,0.0,0.82,0.78,0.0,5.5,21.5,0.0
817,1.09,0.72,-9.2,-11.1,163,0.00,0.00,-0.0,0.00,100.0,0.800,2.2,1.8,78,0.14,3.43,0.00,1493,0.0,0.82,0.78,0.0,5.5,19.5,0.0
919,1.04,0.76,-10.0,-11.1,163,0.00,0.00,-0.0,0.00,100.0,0.800,2.2,1.8,78,0.15,3.58,0.00,1466,0.0,0.82,0.78,0.0,5.5,17.5,0.0
1022,1.03,0.80,-10.5,-11.1,163,0.00,0.00,-0.0,0.00,100.0,0.800,2.1,1.8,78,0.16,3.63,0.00,1375,0.0,0.82,0.78,0.0,5.5,16.0,0.0
1122,1.05,0.81,-10.7,-11.1,163,0.00,0.00,-0.0,0.00,100.0,0.800,1.9,1.8,78,0.17,3.75,0.00,1294,0.0,0.82,0.78,0.0,5.5,14.5,0.0
1226,1.05,0.83,-10.7,-11.1,163,0.00,0.00,-0.0,0.00,100.0,0.800,1.8,1.8,78,0.19,3.75,0.00,1189,0.0,0.82,0.78,0.0,5.5,14.0,0.0
1328,1.03,0.84,-10.7,-11.1,163,0.00,0.00,-0.0,0.00,100.0,0.800,1.7,1.8,78,0.21,3.78,0.00,1105,0.0,0.82,0.78,0.0,5.5,14.0,0.0
1430,1.02,0.85,-10.6,-11.2,163,0.00,0.00,-0.0,0.00,100.0,0.800,1.5,1.8,78,0.22,3.75,0.00,1009,0.0,0.82,0.78,0.0,5.5,14.0,0.0
1530,1.02,0.86,-10.6,-11.2,163,0.00,0.00,-0.0,0.00,100.0,0.800,1.4,1.8,78,0.24,3.75,0.00,937,0.0,0.82,0.78,0.0,5.5,14.0,0.0
1633,1.01,0.87,-10.4,-11.3,163,0.00,0.00,-0.0,0.00,100.0,0.800,1.4,2.0,78,0.27,3.78,0.00,848,0.0,0.82,0.78,0.0,5.5,14.0,0.0
1735,1.00,0.85,-10.3,-11.3,163,0.00,0.00,-0.0,0.00,100.0,0.800,1.3,2.0,78,0.29,3.71,0.00,779,0.0,0.82,0.76,0.0,5.5,14.0,0.0
1836,0.98,0.85,-10.1,-11.4,163,0.00,0.00,-0.0,0.00,100.0,0.800,1.4,2.3,78,0.29,3.55,0.00,724,0.0,0.82,0.76,0.0,5.5,14.0,0.0
1939,0.98,0.86,-10.0,-11.4,163,0.00,0.00,-0.0,0.00,100.0,0.800,1.3,2.3,78,0.32,3.60,0.00,671,0.0,0.82,0.76,0.0,5.5,14.0,0.0
2045,0.97,0.86,-9.8,-11.4,163,0.00,0.00,-0.0,0.00,100.0,0.800,1.3,2.6,78,0.36,3.54,0.00,594,0.0,0.82,0.76,0.0,5.5,11.5,0.0
2142,0.96,0.86,-9.5,-11.4,163,0.00,0.00,-0.0,0.00,100.0,0.800,1.3,2.6,78,0.36,3.54,0.00,587,0.0,0.82,0.76,0.0,5.5,9.5,0.0
2246,0.95,0.87,-9.3,-11.4,163,0.00,0.00,-0.0,0.00,100.0,0.800,1.3,2.8,78,0.38,3.51,0.00,558,0.0,0.82,0.76,0.0,5.5,8.0,0.0
2346,0.95,0.87,-9.1,-11.4,163,0.00,0.00,-0.0,0.00,100.0,0.800,1.3,2.8,78,0.39,3.58,0.00,551,0.0,0.82,0.76,0.0,5.5,8.5,0.0
2449,0.94,0.88,-8.8,-11.4,163,0.00,0.00,-0.0,0.00,100.0,0.800,1.3,2.8,78,0.40,3.58,0.00,540,0.0,0.82,0.76,0.0,5.5,8.0,0.0
2550,0.92,0.88,-8.6,-11.4,163,0.00,0.00,-0.0,0.00,100.0,0.800,1.4,3.1,78,0.40,3.68,0.00,557,0.0,0.82,0.76,0.0,5.5,9.0,0.0
2651,0.92,0.89,-8.4,-11.4,165,0.00,0.00,-0.0,0.00,100.0,0.800,1.5,3.1,78,0.39,3.71,0.00,565,0.0,0.82,0.76,0.0,5.5,9.5,0.0
2754,0.91,0.89,-8.3,-11.4,165,0.00,0.00,-0.0,0.00,100.0,0.800,1.5,3.1,78,0.37,3.71,0.00,595,0.0,0.82,0.76,0.0,5.5,11.5,0.0
2856,0.91,0.89,-8.2,-11.4,165,0.00,0.00,-0.0,0.00,100.0,0.800,1.6,3.1,78,0.36,3.73,0.00,617,0.0,0.82,0.76,0.0,5.5,12.0,0.0
2959,0.91,0.89,-8.3,-11.4,165,0.00,0.00,-0.0,0.00,100.0,0.800,1.5,2.8,78,0.35,3.78,0.00,649,0.0,0.82,0.76,0.0,5.5,12.0,0.0
3060,0.90,0.89,-8.3,-11.4,165,0.00,0.00,-0.0,0.00,100.0,0.800,1.6,2.8,78,0.33,3.73,0.00,670,0.0,0.82,0.76,0.0,5.5,12.0,0.0
3164,0.90,0.89,-8.4,-11.4,165,0.00,0.00,-0.0,0.00,100.0,0.800,1.6,2.8,78,0.32,3.73,0.00,691,0.0,0.82,0.76,0.0,5.5,12.0,0.0
3264,0.89,0.89,-8.5,-11.4,165,0.00,0.00,-0.0,0.00,100.0,0.800,1.6,2.8,78,0.32,3.78,0.00,707,0.0,0.82,0.78,0.0,5.5,14.0,0.0
3366,0.88,0.89,-8.5,-11.4,165,0.00,0.00,-0.0,0.00,100.0,0.800,1.6,2.6,78,0.30,3.78,0.00,755,0.0,0.82,0.76,0.0,5.5,14.0,0.0
3468,0.88,0.89,-8.7,-11.4,165,0.00,0.00,-0.0,0.00,100.0,0.800,1.7,2.6,78,0.29,3.81,0.00,787,0.0,0.82,0.78,0.0,5.5,14.0,0.0
