Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
47,1.00,0.82,-8.9,-11.4,170,0.00,0.00,-0.0,0.00,100.0,0.800,1.4,2.8,122,0.32,3.23,0.00,603,0.0,0.80,0.76,0.0,5.5,13.0,0.0
102,1.00,0.83,-8.9,-11.4,170,0.00,0.00,-0.0,0.00,100.0,0.800,1.4,2.8,122,0.32,3.25,0.00,604,0.0,0.80,0.76,0.0,5.5,13.0,0.0
204,1.00,0.84,-8.9,-11.4,170,0.00,0.00,-0.0,0.00,100.0,0.800,1.4,2.8,122,0.32,3.30,0.00,615,0.0,0.80,0.76,0.0,5.9,13.0,0.0
306,1.00,0.84,-8.9,-11.4,170,0.00,0.00,-0.0,0.00,100.0,0.800,1.4,2.8,122,0.33,3.41,0.00,615,0.0,0.80,0.76,0.0,5.9,13.0,0.0
407,1.00,0.85,-8.8,-11.4,170,0.00,0.00,-0.0,0.00,100.0,0.800,1.5,2.8,122,0.33,3.45,0.00,624,0.0,0.80,0.76,0.0,5.9,13.0,0.0
509,1.00,0.85,-8.8,-11.4,170,0.00,0.00,-0.0,0.00,100.0,0.800,1.5,2.8,122,0.33,3.45,0.00,635,0.0,0.80,0.76,0.0,5.9,13.0,0.0
611,1.00,0.86,-8.8,-11.4,170,0.00,0.00,-0.0,0.00,100.0,0.800,1.5,2.8,122,0.33,3.54,0.00,645,0.0,0.80,0.76,0.0,5.9,13.0,0.0
713,1.00,0.86,-8.8,-11.4,170,0.00,0.00,-0.0,0.00,100.0,0.800,1.5,2.8,122,0.33,3.59,0.00,653,0.0,0.80,0.76,0.0,5.9,13.0,0.0
816,1.00,0.87,-8.8,-11.4,170,0.00,0.00,-0.0,0.00,100.0,0.800,1.6,2.8,122,0.32,3.61,0.00,670,0.0,0.80,0.76,0.0,5.9,13.0,0.0
919,1.00,0.87,-8.8,-11.4,170,0.00,0.00,-0.0,0.00,100.0,0.800,1.6,2.8,122,0.33,3.69,0.00,676,0.0,0.80,0.76,0.0,5.9,13.0,0.0
1019,1.00,0.87,-8.7,-11.4,170,0.00,0.00,-0.0,0.00,100.0,0.800,1.6,2.8,122,0.33,3.74,0.00,685,0.0,0.80,0.76,0.0,5.9,13.0,0.0
1122,1.00,0.88,-8.7,-11.4,170,0.00,0.00,-0.0,0.00,100.0,0.800,1.6,2.8,122,0.33,3.82,0.00,694,0.0,0.80,0.76,0.0,6.3,13.0,0.0
1223,1.00,0.88,-8.7,-11.4,170,0.00,0.00,-0.0,0.00,100.0,0.800,1.7,2.8,122,0.34,3.97,0.00,709,0.0,0.80,0.76,0.0,6.3,13.0,0.0
1327,1.00,0.88,-8.7,-11.4,170,0.00,0.00,-0.0,0.00,100.0,0.800,1.7,2.8,122,0.33,4.00,0.00,725,0.0,0.80,0.78,0.0,6.3,13.0,0.0
1428,1.00,0.88,-8.8,-11.4,170,0.00,0.00,-0.0,0.00,100.0,0.800,1.8,2.8,122,0.32,4.03,0.00,756,0.0,0.80,0.76,0.0,6.3,13.0,0.0
1531,1.00,0.88,-8.8,-11.4,170,0.00,0.00,-0.0,0.00,100.0,0.800,1.7,2.6,122,0.31,4.03,0.00,773,0.0,0.80,0.78,0.0,6.3,13.0,0.0
1631,1.00,0.89,-8.8,-11.4,170,0.00,0.00,-0.0,0.00,100.0,0.800,1.7,2.6,122,0.32,4.20,0.00,790,0.0,0.80,0.78,0.0,6.3,13.0,0.0
1735,1.00,0.89,-8.9,-11.4,170,0.00,0.00,-0.0,0.00,100.0,0.800,1.8,2.6,122,0.32,4.34,0.00,823,0.0,0.80,0.78,0.0,6.7,13.0,0.0
1836,1.00,0.89,-8.9,-11.4,170,0.00,0.00,-0.0,0.00,100.0,0.800,1.8,2.6,120,0.31,4.37,0.00,843,0.0,0.80,0.78,0.0,6.7,13.0,0.0
1938,1.00,0.89,-9.0,-11.4,168,0.00,0.00,-0.0,0.00,100.0,0.800,1.9,2.6,120,0.30,4.42,0.00,876,0.0,0.80,0.78,0.0,6.7,13.0,0.0
2041,1.00,0.90,-9.1,-11.3,168,0.00,0.00,-0.0,0.00,100.0,0.800,1.9,2.6,120,0.30,4.48,0.00,890,0.0,0.82,0.78,0.0,6.7,13.0,0.0
2142,1.00,0.90,-9.1,-11.3,168,0.00,0.00,-0.0,0.00,100.0,0.800,2.0,2.6,120,0.29,4.48,0.00,915,0.0,0.80,0.78,0.0,6.7,13.0,0.0
2245,1.00,0.91,-9.2,-11.3,168,0.00,0.00,-0.0,0.00,100.0,0.800,2.0,2.6,120,0.30,4.57,0.00,917,0.0,0.80,0.78,0.0,6.7,13.0,0.0
2346,1.00,0.91,-9.3,-11.3,168,0.00,0.00,-0.0,0.00,100.0,0.800,2.0,2.6,120,0.29,4.57,0.00,938,0.0,0.80,0.78,0.0,6.7,13.0,0.0
2448,1.00,0.91,-9.4,-11.3,168,0.00,0.00,-0.0,0.00,100.0,0.800,2.0,2.6,120,0.29,4.57,0.00,940,0.0,0.80,0.78,0.0,6.7,13.0,0.0
2549,1.00,0.91,-9.4,-11.3,168,0.00,0.00,-0.0,0.00,100.0,0.800,1.8,2.3,120,0.29,4.57,0.00,953,0.0,0.82,0.78,0.0,6.3,13.0,0.0
