Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
45,1.00,0.75,-0.1,-11.4,195,0.00,0.00,-0.0,-6.49,100.0,1.000,0.0,6.1,86,0.00,1.58,0.00,0,0.0,0.82,0.78,0.0,7.1,13.0,0.0
105,1.00,0.75,-0.1,-11.4,195,0.00,0.00,-0.0,-6.49,100.0,1.000,0.9,6.1,86,0.59,1.77,0.00,181,0.0,0.82,0.78,0.0,7.1,13.0,0.0
204,1.00,0.75,-0.5,-11.4,195,0.00,0.00,-0.0,-6.49,100.0,1.000,0.9,6.1,86,0.59,1.77,0.00,181,0.0,0.82,0.78,0.0,7.1,13.0,0.0
310,1.00,0.75,-0.6,-11.4,195,0.00,0.00,-0.0,-6.49,100.0,1.000,2.0,5.9,86,0.40,2.69,0.00,400,0.0,0.82,0.78,0.0,7.1,13.0,0.0
406,1.00,0.52,-1.5,-11.4,195,0.00,0.00,-0.0,-6.49,100.0,1.000,3.7,4.6,86,0.22,3.53,0.00,962,0.0,0.82,0.78,0.0,7.1,20.0,0.0
508,1.38,0.52,-3.9,-11.3,195,0.00,0.00,-0.0,-6.49,100.0,1.000,4.0,3.6,86,0.23,5.15,0.00,1322,0.0,0.82,0.76,0.0,7.1,20.0,0.0
609,1.38,0.52,-6.4,-11.1,195,0.00,0.00,-0.0,-6.49,100.0,1.000,4.2,3.3,86,0.22,5.58,0.00,1517,0.0,0.82,0.78,0.0,7.1,20.0,0.0
711,1.23,0.52,-7.5,-11.1,195,0.00,0.00,-0.0,-6.49,100.0,1.000,4.4,3.1,86,0.20,5.65,0.00,1688,0.0,0.82,0.78,0.0,7.1,18.0,0.0
813,1.13,0.52,-8.8,-11.0,195,0.00,0.00,-0.0,-6.49,100.0,1.000,3.9,2.6,86,0.20,5.85,0.00,1793,0.0,0.82,0.78,0.0,7.1,16.0,0.0
916,1.02,0.54,-9.6,-10.9,195,0.00,0.00,-0.0,-6.49,100.0,1.000,3.9,2.6,86,0.20,6.12,0.00,1820,0.0,0.82,0.78,0.0,7.1,14.0,0.0
1019,0.94,0.57,-10.1,-10.9,195,0.00,0.00,-0.0,-6.49,100.0,1.000,3.9,2.6,86,0.21,6.29,0.00,1813,0.0,0.82,0.78,0.0,7.5,12.0,0.0
1122,0.88,0.57,-10.3,-10.9,195,0.00,0.00,-0.0,-6.49,100.0,1.000,3.9,2.6,86,0.21,6.37,0.00,1783,0.0,0.82,0.78,0.0,7.1,11.5,0.0
1222,0.83,0.59,-10.5,-10.9,195,0.00,0.00,-0.0,-6.49,100.0,1.000,3.8,2.6,86,0.21,6.12,0.00,1738,0.0,0.82,0.78,0.0,7.5,11.5,0.0
1323,0.79,0.59,-10.5,-10.9,195,0.00,0.00,-0.0,-6.49,100.0,1.000,3.7,2.6,86,0.22,6.22,0.00,1686,0.0,0.82,0.78,0.0,7.5,11.5,0.0
1425,0.76,0.60,-10.5,-11.0,195,0.00,0.00,-0.0,-6.49,100.0,1.000,3.6,2.6,86,0.23,6.26,0.00,1656,0.0,0.82,0.78,0.0,7.1,11.5,0.0
1528,0.76,0.62,-10.5,-11.0,195,0.00,0.00,-0.0,-6.49,100.0,1.000,3.5,2.6,86,0.24,6.33,0.00,1602,0.0,0.82,0.78,0.0,7.5,11.5,0.0
1629,0.76,0.62,-10.5,-11.0,195,0.00,0.00,-0.0,-6.49,100.0,1.000,3.3,2.6,86,0.25,6.51,0.00,1538,0.0,0.82,0.78,0.0,7.1,11.5,0.0
1732,0.76,0.63,-10.5,-11.0,195,0.00,0.00,-0.0,-6.49,100.0,1.000,3.3,2.6,86,0.24,6.19,0.00,1519,0.0,0.82,0.78,0.0,6.7,11.5,0.0
1835,0.76,0.64,-10.5,-11.1,195,0.00,0.00,-0.0,-6.49,100.0,1.000,3.2,2.6,86,0.25,6.09,0.00,1462,0.0,0.82,0.78,0.0,6.7,11.5,0.0
1938,0.76,0.64,-10.5,-11.1,195,0.00,0.00,-0.0,-6.49,100.0,1.000,3.1,2.6,86,0.26,6.22,0.00,1424,0.0,0.82,0.78,0.0,6.7,11.5,0.0
2039,0.76,0.65,-10.4,-11.1,195,0.00,0.00,-0.0,-6.49,100.0,1.000,3.0,2.6,86,0.26,5.95,0.00,1381,0.0,0.82,0.78,0.0,7.1,11.5,0.0
2140,0.76,0.65,-10.3,-11.1,195,0.00,0.00,-0.0,-6.49,100.0,1.000,2.9,2.6,86,0.27,6.09,0.00,1359,0.0,0.82,0.78,0.0,6.7,11.5,0.0
2242,0.76,0.66,-10.3,-11.1,195,0.00,0.00,-0.0,-6.49,100.0,1.000,2.9,2.6,86,0.26,5.92,0.00,1341,0.0,0.82,0.78,0.0,6.7,11.5,0.0
2345,0.76,0.66,-10.2,-11.1,195,0.00,0.00,-0.0,-6.49,100.0,1.000,2.8,2.6,86,0.26,5.78,0.00,1309,0.0,0.82,0.78,0.0,6.7,11.5,0.0
2446,0.76,0.67,-10.2,-11.1,195,0.00,0.00,-0.0,-6.49,100.0,1.000,2.8,2.6,86,0.26,5.72,0.00,1299,0.0,0.82,0.78,0.0,6.7,11.5,0.0
2549,0.76,0.68,-10.1,-11.1,195,0.00,0.00,-0.0,-6.49,100.0,1.000,2.8,2.6,86,0.26,5.68,0.00,1294,0.0,0.82,0.78,0.0,6.7,11.5,0.0
2651,0.76,0.68,-10.1,-11.1,195,0.00,0.00,-0.0,-6.49,100.0,1.000,2.8,2.6,86,0.26,5.62,0.00,1293,0.0,0.82,0.78,0.0,6.7,11.5,0.0
2752,0.76,0.68,-10.1,-11.1,195,0.00,0.00,-0.0,-6.49,100.0,1.000,2.8,2.6,86,0.26,5.58,0.00,1276,0.0,0.82,0.78,0.0,6.7,11.5,0.0
2855,0.76,0.68,-10.1,-11.1,195,0.00,0.00,-0.0,-6.49,100.0,1.000,2.7,2.6,86,0.26,5.48,0.00,1262,0.0,0.82,0.78,0.0,6.7,11.5,0.0
2955,0.76,0.68,-10.1,-11.1,197,0.00,0.00,-0.0,-6.49,100.0,1.000,2.7,2.6,86,0.26,5.48,0.00,1246,0.0,0.82,0.78,0.0,6.7,11.5,0.0
3057,0.76,0.69,-10.1,-11.1,197,0.00,0.00,-0.0,-6.49,100.0,1.000,2.7,2.6,86,0.27,5.51,0.00,1240,0.0,0.82,0.78,0.0,6.3,11.5,0.0
3160,0.76,0.69,-10.1,-11.1,197,0.00,0.00,-0.0,-6.49,100.0,1.000,2.7,2.6,86,0.27,5.45,0.00,1232,0.0,0.82,0.78,0.0,6.3,11.5,0.0
3262,0.76,0.70,-10.1,-11.1,197,0.00,0.00,-0.0,-6.49,100.0,1.000,2.7,2.6,86,0.26,5.35,0.00,1234,0.0,0.82,0.78,0.0,6.3,11.5,0.0
3365,0.76,0.70,-10.1,-11.1,197,0.00,0.00,-0.0,-6.49,100.0,1.000,2.7,2.6,86,0.26,5.38,0.00,1245,0.0,0.82,0.78,0.0,6.3,11.5,0.0
3466,0.76,0.70,-10.1,-11.1,197,0.00,0.00,-0.0,-6.49,100.0,1.000,2.7,2.6,86,0.25,5.31,0.00,1250,0.0,0.82,0.78,0.0,6.3,11.5,0.0
3570,0.76,0.70,-10.1,-11.1,197,0.00,0.00,-0.0,-6.49,100.0,1.000,2.7,2.6,86,0.26,5.35,0.00,1242,0.0,0.82,0.78,0.0,6.3,11.5,0.0
3671,0.76,0.70,-10.1,-11.1,197,0.00,0.00,-0.0,-6.49,100.0,1.000,2.7,2.6,86,0.25,5.18,0.00,1248,0.0,0.82,0.78,0.0,6.3,11.5,0.0
3773,0.76,0.70,-10.1,-11.1,197,0.00,0.00,-0.0,-6.49,100.0,1.000,2.7,2.6,86,0.25,5.18,0.00,1240,0.0,0.82,0.78,0.0,6.3,11.5,0.0
3873,0.76,0.71,-10.2,-11.1,197,0.00,0.00,-0.0,-6.49,100.0,1.000,2.7,2.6,86,0.25,5.15,0.00,1228,0.0,0.82,0.78,0.0,6.3,11.5,0.0
3975,0.76,0.71,-10.2,-11.1,197,0.00,0.00,-0.0,-6.49,100.0,1.000,2.7,2.6,86,0.25,5.09,0.00,1224,0.0,0.82,0.78,0.0,6.3,11.5,0.0
4077,0.76,0.71,-10.2,-11.1,197,0.00,0.00,-0.0,-6.49,100.0,1.000,2.6,2.6,86,0.25,5.09,0.00,1219,0.0,0.82,0.78,0.0,6.3,11.5,0.0
4180,0.76,0.71,-10.2,-11.1,197,0.00,0.00,-0.0,-6.49,100.0,1.000,2.3,2.3,86,0.25,5.02,0.00,1207,0.0,0.82,0.78,0.0,6.3,11.5,0.0
4280,0.76,0.71,-10.2,-11.1,197,0.00,0.00,-0.0,-6.49,100.0,1.000,2.3,2.3,86,0.25,4.96,0.00,1206,0.0,0.82,0.78,0.0,6.3,11.5,0.0
4386,0.76,0.71,-10.2,-11.1,197,0.00,0.00,-0.0,-6.49,100.0,1.000,2.3,2.3,86,0.24,4.90,0.00,1203,0.0,0.82,0.78,0.0,6.3,11.5,0.0
4488,0.76,0.72,-10.2,-11.1,197,0.00,0.00,-0.0,-6.49,100.0,1.000,2.3,2.3,86,0.25,4.96,0.00,1197,0.0,0.82,0.78,0.0,6.3,11.5,0.0
4588,0.76,0.72,-10.2,-11.1,197,0.00,0.00,-0.0,-6.49,100.0,1.000,2.3,2.3,86,0.25,4.93,0.00,1206,0.0,0.82,0.78,0.0,6.3,11.5,0.0
4690,0.76,0.72,-10.2,-11.1,197,0.00,0.00,-0.0,-6.49,100.0,1.000,2.3,2.3,86,0.24,4.87,0.00,1197,0.0,0.82,0.78,0.0,6.3,11.5,0.0
4792,0.76,0.72,-10.2,-11.1,197,0.00,0.00,-0.0,-6.49,100.0,1.000,2.3,2.3,86,0.24,4.78,0.00,1193,0.0,0.82,0.78,0.0,6.3,11.5,0.0
4894,0.76,0.72,-10.3,-11.1,197,0.00,0.00,-0.0,-6.49,100.0,1.000,2.3,2.3,86,0.24,4.78,0.00,1185,0.0,0.82,0.78,0.0,5.9,11.5,0.0
4995,0.76,0.72,-10.3,-11.1,197,0.00,0.00,-0.0,-6.49,100.0,1.000,2.2,2.3,86,0.24,4.66,0.00,1173,0.0,0.82,0.78,0.0,5.9,11.5,0.0
5097,0.76,0.72,-10.3,-11.1,197,0.00,0.00,-0.0,-6.49,100.0,1.000,2.2,2.3,86,0.24,4.69,0.00,1166,0.0,0.82,0.78,0.0,5.9,11.5,0.0
5202,0.76,0.72,-10.3,-11.1,197,0.00,0.00,-0.0,-6.49,100.0,1.000,2.2,2.3,86,0.24,4.72,0.00,1160,0.0,0.82,0.78,0.0,5.9,11.5,0.0
5303,0.76,0.72,-10.3,-11.1,197,0.00,0.00,-2.1,-6.49,100.0,1.000,2.2,2.3,86,0.25,4.69,0.00,1140,0.0,0.82,0.78,0.0,5.9,11.5,0.0
5402,0.76,0.72,-10.2,-11.1,197,0.00,0.00,-6.8,-6.49,100.0,1.000,2.2,2.3,86,0.25,4.72,0.00,1139,0.0,0.82,0.78,0.0,5.9,15.0,0.0
5504,0.76,0.73,-10.1,-11.1,197,0.00,0.00,-8.6,-6.49,100.0,1.000,2.2,2.3,86,0.24,4.66,0.00,1163,0.0,0.82,0.78,0.0,5.9,12.5,0.0
5606,0.76,0.73,-10.1,-11.1,197,0.00,0.00,-12.4,-6.49,100.0,1.000,2.0,2.0,86,0.23,4.54,0.00,1177,0.0,0.82,0.78,0.0,5.9,11.5,0.0
5709,0.76,0.73,-10.1,-11.1,197,0.00,0.00,-14.6,-6.49,100.0,1.000,2.0,2.0,86,0.23,4.51,0.00,1184,0.0,0.82,0.78,0.0,5.9,11.0,0.0
5812,0.77,0.73,-10.2,-11.1,197,0.00,0.00,-17.5,-6.49,100.0,1.000,2.0,2.0,86,0.23,4.48,0.00,1185,0.0,0.82,0.78,0.0,5.9,11.5,0.0
5915,0.78,0.73,-10.2,-11.1,197,0.00,0.00,-16.5,-6.49,100.0,1.000,2.0,2.0,86,0.23,4.48,0.00,1170,0.0,0.82,0.78,0.0,5.9,12.5,0.0
6014,0.81,0.73,-10.3,-11.1,197,0.00,0.00,-20.1,-6.49,100.0,1.000,1.9,2.0,86,0.24,4.54,0.00,1152,0.0,0.82,0.78,0.0,5.9,14.0,0.0
6116,0.84,0.73,-10.3,-11.1,197,0.00,0.00,-20.5,-6.49,100.0,1.000,1.9,2.0,86,0.24,4.54,0.00,1134,0.0,0.82,0.78,0.0,5.9,15.0,0.0
6219,0.87,0.73,-10.3,-11.1,197,0.00,0.00,-21.1,-6.49,100.0,1.000,1.9,2.0,86,0.24,4.54,0.00,1123,0.0,0.82,0.78,0.0,5.9,15.5,0.0
6320,0.89,0.73,-10.3,-11.1,197,0.00,0.00,-21.5,-6.49,100.0,1.000,1.9,2.0,86,0.25,4.60,0.00,1117,0.0,0.82,0.78,0.0,5.9,15.5,0.0
6423,0.90,0.73,-10.3,-11.1,197,0.00,0.00,-18.8,-6.49,100.0,1.000,1.9,2.0,86,0.24,4.48,0.00,1113,0.0,0.82,0.78,0.0,5.9,15.5,0.0
6526,0.91,0.73,-10.3,-11.1,197,0.00,0.00,-22.1,-6.49,100.0,1.000,1.9,2.0,86,0.25,4.60,0.00,1119,0.0,0.82,0.78,0.0,5.9,15.5,0.0
6629,0.92,0.73,-10.3,-11.1,197,0.00,0.00,-22.5,-6.49,100.0,1.000,1.9,2.0,86,0.25,4.60,0.00,1113,0.0,0.82,0.78,0.0,5.9,15.5,0.0
6729,0.93,0.74,-10.3,-11.1,197,0.00,0.00,-22.6,-6.49,100.0,1.000,1.8,2.0,86,0.25,4.57,0.00,1102,0.0,0.82,0.78,0.0,5.9,15.5,0.0
6831,0.93,0.74,-10.3,-11.1,197,0.00,0.00,-22.9,-6.49,100.0,1.000,1.8,2.0,86,0.25,4.60,0.00,1096,0.0,0.82,0.78,0.0,5.9,15.5,0.0
6935,0.93,0.74,-10.2,-11.1,197,0.00,0.00,-23.2,-6.49,100.0,1.000,1.8,2.0,86,0.25,4.54,0.00,1086,0.0,0.82,0.78,0.0,5.9,15.5,0.0
7035,0.93,0.74,-10.2,-11.1,197,0.00,0.00,-23.4,-6.49,100.0,1.000,1.8,2.0,86,0.25,4.51,0.00,1073,0.0,0.82,0.78,0.0,5.9,16.0,0.0
7137,0.94,0.74,-10.2,-11.1,197,0.00,0.00,-23.6,-6.49,100.0,1.000,1.8,2.0,86,0.25,4.45,0.00,1069,0.0,0.82,0.78,0.0,5.9,16.0,0.0
7238,0.94,0.74,-10.2,-11.1,197,0.00,0.00,-23.7,-6.49,100.0,1.000,1.8,2.0,86,0.25,4.42,0.00,1073,0.0,0.82,0.78,0.0,5.9,16.0,0.0
7342,0.95,0.74,-10.2,-11.1,197,0.00,0.00,-23.9,-6.49,100.0,1.000,1.8,2.0,86,0.26,4.51,0.00,1050,0.0,0.82,0.78,0.0,5.5,16.5,0.0
7443,0.95,0.74,-10.2,-11.1,197,0.00,0.00,-24.1,-6.49,100.0,1.000,1.7,2.0,86,0.25,4.39,0.00,1044,0.0,0.82,0.78,0.0,5.5,16.0,0.0
7546,0.95,0.74,-10.2,-11.1,197,0.00,0.00,-24.2,-6.49,100.0,1.000,1.7,2.0,86,0.26,4.39,0.00,1029,0.0,0.82,0.78,0.0,5.5,16.5,0.0
