Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
73,1.00,Infinity,0.0,-11.4,177,0.00,0.00,-0.0,-6.30,100.0,1.000,0.0,6.1,71,0.00,1.58,0.00,0,0.0,0.82,0.78,0.0,7.5,13.0,0.0
100,1.00,0.75,-0.4,-11.4,177,0.00,0.00,-0.0,-6.30,100.0,1.000,1.0,5.9,71,0.57,1.95,0.00,205,0.0,0.82,0.78,0.0,7.5,13.0,0.0
201,1.00,0.75,-0.5,-11.4,177,0.00,0.00,-0.0,-6.30,100.0,1.000,1.0,5.9,71,0.57,1.95,0.00,205,0.0,0.82,0.78,0.0,7.5,13.0,0.0
303,1.00,0.52,-0.7,-11.4,177,0.00,0.00,-0.0,-6.30,100.0,1.000,2.0,5.9,71,0.45,3.00,0.00,400,0.0,0.82,0.78,0.0,7.5,13.0,0.0
406,1.00,0.52,-1.5,-11.4,177,0.00,0.00,-0.0,-6.30,100.0,1.000,3.5,4.6,71,0.24,3.72,0.00,913,0.0,0.82,0.78,0.0,7.5,20.0,0.0
507,1.38,0.53,-3.8,-11.3,177,0.00,0.00,-0.0,-6.30,100.0,1.000,3.8,3.6,71,0.26,5.51,0.00,1259,0.0,0.82,0.78,0.0,7.5,20.0,0.0
611,1.38,0.52,-6.1,-11.1,177,0.00,0.00,-0.0,-6.30,100.0,1.000,3.9,3.3,71,0.25,6.02,0.00,1419,0.0,0.82,0.78,0.0,7.1,20.0,0.0
713,1.31,0.52,-7.4,-11.1,177,0.00,0.00,-0.0,-6.30,100.0,1.000,4.2,3.1,71,0.22,5.92,0.00,1638,0.0,0.82,0.78,0.0,7.5,18.5,0.0
814,1.20,0.56,-8.4,-11.0,177,0.00,0.00,-0.0,-6.30,100.0,1.000,4.0,2.8,71,0.22,6.26,0.00,1714,0.0,0.82,0.78,0.0,7.5,16.5,0.0
917,1.09,0.58,-9.2,-11.0,177,0.00,0.00,-0.0,-6.30,100.0,1.000,3.8,2.6,71,0.22,6.59,0.00,1769,0.0,0.82,0.78,0.0,7.5,14.0,0.0
1018,0.98,0.62,-9.8,-10.9,177,0.00,0.00,-0.0,-6.30,100.0,1.000,3.9,2.6,71,0.22,6.66,0.00,1783,0.0,0.82,0.78,0.0,7.5,12.0,0.0
1121,0.91,0.63,-10.1,-10.9,177,0.00,0.00,-0.0,-6.30,100.0,1.000,3.4,2.3,71,0.23,6.66,0.00,1756,0.0,0.82,0.78,0.0,7.5,12.0,0.0
1220,0.86,0.66,-10.3,-10.9,177,0.00,0.00,-0.0,-6.30,100.0,1.000,3.3,2.3,71,0.23,6.66,0.00,1734,0.0,0.82,0.78,0.0,7.5,12.0,0.0
1326,0.83,0.67,-10.4,-10.9,177,0.00,0.00,-0.0,-6.30,100.0,1.000,3.3,2.3,71,0.23,6.66,0.00,1704,0.0,0.82,0.78,0.0,7.5,12.0,0.0
1426,0.80,0.68,-10.4,-10.9,177,0.00,0.00,-0.0,-6.30,100.0,1.000,3.2,2.3,71,0.24,6.66,0.00,1667,0.0,0.82,0.78,0.0,7.5,12.0,0.0
1529,0.79,0.69,-10.4,-11.0,177,0.00,0.00,-0.0,-6.30,100.0,1.000,3.1,2.3,71,0.25,6.81,0.00,1634,0.0,0.82,0.78,0.0,7.5,12.0,0.0
1629,0.78,0.70,-10.4,-11.0,177,0.00,0.00,-0.0,-6.30,100.0,1.000,3.5,2.6,71,0.25,6.70,0.00,1612,0.0,0.82,0.78,0.0,7.5,12.0,0.0
1732,0.77,0.70,-10.3,-11.0,177,0.00,0.00,-0.0,-6.30,100.0,1.000,3.4,2.6,71,0.25,6.59,0.00,1573,0.0,0.82,0.78,0.0,7.1,12.0,0.0
1833,0.77,0.70,-10.4,-11.0,177,0.00,0.00,-0.0,-6.30,100.0,1.000,3.3,2.6,71,0.25,6.29,0.00,1533,0.0,0.82,0.78,0.0,7.1,12.0,0.0
1935,0.76,0.71,-10.4,-11.0,177,0.00,0.00,-0.0,-6.30,100.0,1.000,3.3,2.6,71,0.25,6.29,0.00,1509,0.0,0.82,0.78,0.0,7.1,12.0,0.0
2037,0.76,0.71,-10.4,-11.1,177,0.00,0.00,-0.0,-6.30,100.0,1.000,3.2,2.6,71,0.27,6.51,0.00,1472,0.0,0.82,0.78,0.0,7.1,12.0,0.0
2141,0.76,0.71,-10.4,-11.1,177,0.00,0.00,-0.0,-6.30,100.0,1.000,3.1,2.6,71,0.26,6.37,0.00,1451,0.0,0.82,0.78,0.0,7.1,12.0,0.0
2243,0.76,0.71,-10.4,-11.1,177,0.00,0.00,-0.0,-6.30,100.0,1.000,3.1,2.6,71,0.27,6.33,0.00,1416,0.0,0.82,0.78,0.0,7.1,12.0,0.0
