sample,time,F_AFR,F_AFR_C_%,F_AFR_L_%,IPW_ms,FPDC_%,IAM,IGN_T_deg,IGN_FLKC,Boost_psi,WGDC_%,IAT_F,MAF_g/s,MAP_psi,VVT_DC_L,VVT_DC_R,VVT_Adv_L,VVT_Adv_R,Batt_V,ECT_F,RPM,MPH,Gas_Pedal,Throttle_%,Ign_Sw,A/C_Sw,Defog_Sw,Blower_Sw,Clutch_Sw,Brake_Sw,Load_g/rev
0,187951.250,14.7,0,-2.34375,2.816,100,1,22.5,0,-6.96471,0,82.4,5.31,7.1098,9.41177,9.41177,0,0,10.96,161.6,1492,0,0,7.05882,1,0,0,0,1,0,.213539
1,187951.500,14.7,0,-2.34375,2.048,100,1,19,0,-9.86667,0,82.4,5.37,4.49804,9.41177,9.41177,0,0,14.16,161.6,1713.75,0,0,7.05882,1,0,0,0,1,0,.188009
2,187951.750,14.7,0,-2.34375,2.048,100,1,14.5,0,-10.5922,0,82.4,5.44,3.77255,9.41177,9.41177,0,0,14.16,161.6,1547.5,0,0,7.05882,1,0,0,0,1,0,.210921
3,187952.000,14.7,0,-2.34375,2.048,100,1,14.5,0,-10.7373,0,82.4,5.35,3.77255,9.41177,9.41177,0,0,14.08,161.6,1375.5,0,0,7.05882,1,0,0,0,1,0,.23337
4,187952.250,14.7,0,-2.34375,2.048,100,1,14.5,0,-10.4471,0,82.4,5.37,3.91765,9.41177,9.41177,0,0,14.08,161.6,1224,0,0,7.05882,1,1,0,0,1,0,.263235
5,187952.500,14.7,0,-2.34375,2.304,100,1,14.5,0,-10.302,0,82.4,5.48,4.20784,9.41177,9.41177,0,0,14.16,161.6,1092.5,0,0,7.05882,1,1,0,0,1,0,.300961
6,187952.750,14.7,0,-2.34375,2.304,100,1,14.5,0,-10.0118,0,82.4,5.1,4.35294,9.41177,9.41177,0,0,14.16,161.6,1021.5,0,0,6.66667,1,1,0,1,1,0,.299559
7,187953.000,14.7,0,-2.34375,2.304,100,1,14.5,0,-9.86667,0,82.4,5.15,4.49804,9.41177,9.41177,0,0,14.16,161.6,972.75,0,0,6.66667,1,1,0,1,1,0,.317656
8,187953.250,14.7,0,-2.34375,2.56,100,1,14.5,0,-9.72157,0,82.4,5.08,4.64314,9.41177,9.41177,0,0,14.16,161.6,940,0,0,6.66667,1,1,0,1,1,0,.324255
9,187953.500,14.7,0,-2.34375,2.56,100,1,14.5,0,-9.72157,0,82.4,5.1,4.78824,9.41177,9.41177,0,0,14.08,161.6,937.25,0,0,6.66667,1,1,0,1,1,0,.326487
10,187953.750,14.7,0,-2.34375,2.56,100,1,14.5,0,-9.57647,0,82.4,5.35,4.93333,9.41177,9.41177,0,0,14.08,161.6,944.75,0,0,7.05882,1,1,0,1,1,0,.339772
11,187954.000,14.7,0,-2.34375,2.56,100,1,14.5,0,-9.43137,0,82.4,5.31,5.07843,9.41177,9.41177,0,0,14.16,161.6,929,0,0,7.05882,1,1,0,1,1,0,.342949
12,187954.250,14.7,0,-2.34375,2.56,100,1,14.5,0,-9.28627,0,82.4,5.02,5.07843,9.41177,9.41177,0,0,14.16,161.6,910.25,0,0,6.66667,1,1,0,1,1,0,.330898
13,187954.500,14.7,0,-2.34375,2.56,100,1,14.5,0,-9.28627,0,82.4,5.13,5.07843,9.41177,9.41177,0,0,14.16,161.6,867.5,0,0,6.66667,1,1,0,1,1,0,.354813
14,187954.750,14.7,0,-2.34375,2.816,100,1,14.5,0,-9.14118,0,82.4,5.05,5.22353,9.41177,9.41177,0,0,14.16,161.6,853.5,0,0,6.66667,1,1,0,1,1,0,.355009
15,187955.000,14.7,0,-2.34375,2.816,100,1,14.5,0,-9.14118,0,82.4,4.99,5.22353,9.41177,9.41177,0,0,14.16,161.6,831,0,0,6.66667,1,1,0,1,1,0,.360289
16,187955.250,14.7,0,-2.34375,2.816,100,1,14.5,0,-9.14118,0,82.4,4.93,5.36863,9.41177,9.41177,0,0,14.16,161.6,828.75,0,0,6.27451,1,1,0,1,1,0,.356923
17,187955.500,14.7,0,-2.34375,2.816,100,1,14.5,0,-8.99608,0,82.4,4.9,5.36863,9.41177,9.41177,0,0,14.16,161.6,813.75,0,0,6.66667,1,1,0,1,1,0,.36129
18,187955.750,14.5852,0,-2.34375,2.816,100,1,14.5,0,-8.99608,0,82.4,4.93,5.36863,9.41177,9.41177,0,0,14.16,161.6,831.75,0,0,6.66667,1,1,0,1,1,0,.355636
19,187956.000,14.5852,0,-2.34375,2.816,100,1,14.5,0,-8.99608,0,82.4,4.9,5.36863,9.41177,9.41177,0,0,14.16,161.6,834.75,0,0,6.27451,1,1,0,1,1,0,.352201
20,187956.250,14.5852,0,-2.34375,2.56,100,1,15.5,0,-9.14118,0,82.4,4.74,5.36863,9.41177,9.41177,0,0,14.16,161.6,862,0,0,6.27451,1,1,0,1,1,0,.32993
21,187956.500,14.4703,0,-2.34375,2.56,100,1,14,0,-9.14118,0,82.4,4.84,5.22353,9.41177,9.41177,0,0,14.16,161.6,857,0,0,6.27451,1,1,0,1,1,0,.338856
22,187956.750,14.4703,0,-2.34375,2.56,100,1,14.5,0,-9.28627,0,82.4,4.81,5.22353,9.41177,9.41177,0,0,14.16,161.6,867.5,0,0,6.27451,1,1,0,1,1,0,.33268
23,187957.000,14.3555,0,-2.34375,2.56,100,1,15.5,0,-9.28627,0,82.4,4.84,5.22353,9.41177,9.41177,0,0,14.08,161.6,857,0,0,6.27451,1,1,0,1,1,0,.338856
