Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
142,0.94,0.88,-7.4,-11.2,62,0.00,0.00,-4.8,-3.91,66.7,1.000,4.6,3.6,55,0.56,14.12,0.00,1524,0.0,0.82,0.78,0.0,11.4,2.0,0.0
142,0.93,0.88,-7.4,-11.2,62,0.00,0.00,-4.8,-3.91,66.7,1.000,4.5,3.6,55,0.55,13.93,0.00,1511,0.0,0.82,0.78,0.0,11.4,1.5,0.0
200,0.93,0.88,-7.4,-11.2,62,0.00,0.00,-4.8,-3.91,66.7,1.000,4.6,3.6,55,0.55,14.05,0.00,1529,0.0,0.82,0.78,0.0,11.4,1.0,0.0
304,0.93,0.88,-7.4,-11.2,62,0.00,0.00,-4.8,-3.91,66.7,1.000,4.6,3.6,55,0.55,14.05,0.00,1520,0.0,0.82,0.78,0.0,11.4,2.0,0.0
408,0.93,0.88,-7.4,-11.2,62,0.00,0.00,-4.9,-3.91,66.7,1.000,4.6,3.6,55,0.55,13.93,0.00,1523,0.0,0.82,0.78,0.0,11.4,2.0,0.0
506,0.93,0.88,-7.4,-11.2,62,0.00,0.00,-4.9,-3.91,66.7,1.000,4.6,3.6,55,0.55,14.05,0.00,1536,0.0,0.82,0.78,0.0,11.4,1.0,0.0
610,0.93,0.89,-7.4,-11.2,62,0.00,0.00,-5.0,-3.91,66.7,1.000,4.6,3.6,55,0.56,14.18,0.00,1532,0.0,0.82,0.78,0.0,11.4,1.0,0.0
710,0.92,0.89,-7.4,-11.2,62,0.00,0.00,-5.1,-3.91,66.7,1.000,4.6,3.6,55,0.55,14.18,0.00,1533,0.0,0.82,0.78,0.0,11.4,1.5,0.0
813,0.92,0.89,-7.5,-11.2,62,0.00,0.00,-5.1,-3.91,66.7,1.000,4.6,3.6,55,0.55,13.99,0.00,1540,0.0,0.82,0.78,0.0,11.4,0.5,0.0
914,0.92,0.89,-7.5,-11.2,62,0.00,0.00,-5.2,-3.91,66.7,1.000,4.6,3.6,55,0.55,13.93,0.00,1529,0.0,0.82,0.78,0.0,11.4,2.0,0.0
1025,0.91,0.89,-7.5,-11.2,62,0.00,0.00,-5.3,-3.91,66.7,1.000,4.6,3.6,55,0.55,13.99,0.00,1539,0.0,0.82,0.78,0.0,11.4,1.5,0.0
1117,0.91,0.89,-7.5,-11.2,62,0.00,0.00,-5.5,-3.91,66.7,1.000,4.6,3.6,55,0.53,13.74,0.00,1544,0.0,0.82,0.78,0.0,11.4,0.5,0.0
1221,0.91,0.89,-7.5,-11.2,62,0.00,0.00,-5.7,-3.91,66.7,1.000,4.6,3.6,55,0.54,13.75,0.00,1526,0.0,0.82,0.78,0.0,11.4,2.5,0.0
1325,0.91,0.89,-7.5,-11.2,62,0.00,0.00,-5.8,-3.91,66.7,1.000,4.6,3.6,55,0.55,13.99,0.00,1539,0.0,0.82,0.78,0.0,11.4,1.5,0.0
1424,0.91,0.89,-7.5,-11.2,62,0.00,0.00,-6.0,-3.91,66.7,1.000,4.6,3.6,55,0.55,14.12,0.00,1544,0.0,0.82,0.78,0.0,11.4,0.0,0.0
1526,0.92,0.89,-7.5,-11.2,62,0.00,0.00,-6.2,-3.91,66.7,1.000,4.6,3.6,55,0.53,13.80,0.00,1548,0.0,0.82,0.78,0.0,11.4,2.0,0.0
