sample,time,F_AFR,F_AFR_C_%,F_AFR_L_%,IPW_ms,FPDC_%,IAM,IGN_T_deg,IGN_FLKC,Boost_psi,WGDC_%,IAT_F,MAF_g/s,MAP_psi,VVT_DC_L,VVT_DC_R,VVT_Adv_L,VVT_Adv_R,Batt_V,ECT_F,RPM,MPH,Gas_Pedal,Throttle_%,Ign_Sw,A/C_Sw,Defog_Sw,Blower_Sw,Clutch_Sw,Brake_Sw,Load_g/rev
0,2667513.750,14.7,0,-5.46875,22.528,100,1,27.5,0,-1.16078,0,60.8,4.47,13.349,9.41177,9.41177,0,0,10.64,59,877,0,0,10.5882,1,0,0,0,1,0,.305815
1,2667514.000,14.7,0,-5.46875,5.888,100,1,26.5,0,-6.52941,0,60.8,10.91,7.4,9.41177,9.41177,0,0,14.08,59,1807.75,0,0,10.1961,1,0,0,0,1,0,.362108
2,2667514.250,14.7,0,-6.25,4.608,100,1,19.5,0,-9.14118,0,60.8,12.68,5.51373,9.41177,9.41177,0,0,14.08,60.8,1952,0,0,10.5882,1,0,0,0,1,0,.389754
3,2667514.500,14.7,0,-7.03125,4.608,100,1,18,0,-9.28627,0,60.8,12.9,5.22353,9.41177,9.41177,0,0,12.88,60.8,1863.75,0,0,10.5882,1,0,0,0,1,0,.415292
4,2667514.750,14.7,0,-7.03125,4.608,100,1,17.5,0,-9.28627,0,62.6,12.58,5.22353,9.41177,9.41177,0,0,12.88,60.8,1744,0,0,10.5882,1,1,0,0,1,0,.432798
5,2667515.000,14.7,0,-7.8125,4.608,100,1,17,0,-9.28627,0,62.6,11.85,5.22353,9.41177,9.41177,0,0,12.64,60.8,1603,0,0,10.5882,1,1,0,0,1,0,.443543
6,2667515.250,14.7,0,-7.8125,4.608,100,1,16.5,0,-9.14118,0,62.6,12.37,5.36863,9.41177,9.41177,0,0,12.64,60.8,1596.75,0,0,10.5882,1,1,0,1,1,0,.464819
7,2667515.500,14.7,0,-8.59375,4.864,100,1,16,0,-8.99608,0,62.6,11.74,5.51373,9.41177,9.41177,0,0,12.88,60.8,1567.25,0,0,10.5882,1,1,0,1,1,0,.44945
8,2667515.750,14.7,0,-8.59375,4.608,100,1,15.5,0,-8.99608,0,62.6,10.91,5.51373,9.41177,9.41177,0,0,12.88,60.8,1533,0,0,10.1961,1,1,0,1,1,0,.427006
9,2667516.000,14.7,0,-9.375,4.608,100,1,15,0,-8.99608,0,62.6,11.11,5.65882,9.41177,9.41177,0,0,12.8,60.8,1522,0,0,10.1961,1,1,0,1,1,0,.437976
10,2667516.250,14.7,0,-10.9375,4.352,100,1,14.5,0,-8.85098,0,62.6,11.53,5.65882,9.41177,9.41177,0,0,12.8,60.8,1508,0,0,10.9804,1,1,0,1,1,0,.458753
11,2667516.500,14.7,0,-10.9375,4.608,100,1,14.5,0,-8.56078,0,62.6,13.16,5.94902,9.41177,9.41177,0,0,13.2,60.8,1515,0,0,10.9804,1,1,0,1,1,0,.521188
12,2667516.750,14.7,0,-10.9375,4.608,100,1,14,0,-8.41569,0,62.6,13.13,6.09412,9.41177,9.41177,0,0,13.2,60.8,1507.75,0,0,10.9804,1,1,0,1,1,0,.5225
13,2667517.000,14.7,0,-10.9375,4.608,100,1,14,0,-8.41569,0,62.6,12.9,6.09412,9.41177,9.41177,0,0,13.12,60.8,1498.75,0,0,10.9804,1,1,0,1,1,0,.51643
14,2667517.250,14.7,0,-10.9375,4.608,100,1,13.5,0,-8.41569,0,62.6,12.98,6.09412,9.41177,9.41177,0,0,13.12,60.8,1471.25,0,0,10.9804,1,1,0,1,1,0,.529346
15,2667517.500,14.7,0,-10.9375,4.608,100,1,13,0,-8.27059,0,62.6,13.13,6.23922,9.41177,9.41177,0,0,13.12,60.8,1469.5,0,0,10.9804,1,1,0,1,1,0,.536101
16,2667517.750,14.7,0,-10.9375,4.608,100,1,13,0,-8.27059,0,62.6,13.13,6.23922,9.41177,9.41177,0,0,13.12,60.8,1457,0,0,10.9804,1,1,0,1,1,0,.5407
17,2667518.000,14.7,0,-10.9375,4.608,100,1,12.5,0,-8.12549,0,62.6,13.32,6.38431,9.41177,9.41177,0,0,13.36,60.8,1476.25,0,0,10.9804,1,1,0,1,1,0,.541372
18,2667518.250,14.7,0,-10.9375,4.608,100,1,12.5,0,-8.12549,0,62.6,13.5,6.38431,9.41177,9.41177,0,0,13.36,60.8,1486.25,0,0,10.9804,1,1,0,1,1,1,.544996
19,2667518.500,14.7,0,-10.9375,4.608,100,1,12,0,-7.98039,0,62.6,13.43,6.52941,9.41177,9.41177,0,0,13.28,60.8,1518.5,0,0,10.9804,1,1,0,1,1,1,.530655
20,2667518.750,14.7,0,-10.9375,4.608,100,1,11.5,0,-7.98039,0,62.6,13.32,6.52941,9.41177,9.41177,0,0,13.28,60.8,1515.75,0,0,10.9804,1,1,0,1,1,1,.527264
21,2667519.000,14.7,0,-10.9375,4.352,100,1,11,0,-8.12549,0,62.6,13.35,6.38431,9.41177,9.41177,0,0,13.28,60.8,1522,0,0,10.9804,1,1,0,1,1,1,.526281
22,2667519.250,14.7,0,-10.9375,4.352,100,1,10.5,0,-7.98039,0,62.6,13.24,6.52941,9.41177,9.41177,0,0,13.28,60.8,1529,0,0,10.9804,1,1,0,1,1,1,.519555
23,2667519.500,14.7,0,-10.9375,4.352,100,1,10.5,0,-7.98039,0,62.6,13.39,6.52941,9.41177,9.41177,0,0,13.36,60.8,1501.5,0,0,10.9804,1,1,0,1,1,1,.535065
24,2667519.750,14.5852,0,-10.9375,4.352,100,1,10,0,-7.98039,0,62.6,13.32,6.52941,9.41177,9.41177,0,0,13.36,60.8,1486.25,0,0,11.3725,1,1,0,1,1,1,.537729
25,2667520.000,14.5852,0,-10.9375,4.352,100,1,10,0,-7.98039,0,62.6,13.73,6.52941,9.41177,9.41177,0,0,13.68,60.8,1482.25,0,0,11.3725,1,1,0,1,1,1,.555777
26,2667520.250,14.5852,0,-10.9375,4.352,100,1,9.5,0,-7.83529,0,62.6,13.66,6.67451,9.41177,9.41177,0,0,13.68,60.8,1458,0,0,11.3725,1,1,0,1,1,0,.56214
27,2667520.500,14.4703,0,-10.9375,4.608,100,1,9.5,0,-7.6902,0,62.6,13.77,6.81961,9.41177,9.41177,0,0,13.68,60.8,1413.25,0,0,11.3725,1,1,0,1,1,0,.58461
28,2667520.750,14.4703,0,-10.9375,5.632,100,1,16,0,-7.2549,0,62.6,18.84,7.5451,9.41177,9.41177,0,0,13.68,60.8,1388.5,0,0,15.2941,1,1,0,1,1,0,.814116
29,2667521.000,14.4703,0,-10.9375,4.864,100,1,22.5,0,-7.1098,0,62.6,16.65,7.4,9.41177,9.41177,0,0,14.16,60.8,1540,0,10.9804,15.6863,1,1,0,1,1,0,.648701
30,2667521.250,14.3555,0,-10.9375,4.352,100,1,33.5,0,-7.4,0,62.6,13.16,7.1098,9.41177,9.41177,0,0,14.16,60.8,1629.5,0,3.92157,11.3725,1,1,0,1,1,0,.484566
31,2667521.500,14.2406,0,-10.9375,4.352,100,1,40.5,0,-7.5451,0,62.6,13.62,6.96471,9.41177,9.41177,0,0,14.16,60.8,1481.25,0,6.27451,10.9804,1,1,0,1,1,0,.551696
32,2667521.750,14.1258,0,-10.9375,5.12,100,1,40,0,-7.1098,0,62.6,14.84,7.4,9.41177,9.41177,0,0,14.16,60.8,1318.75,0,.392157,9.80392,1,1,0,1,1,0,.675185
33,2667522.000,14.1258,0,-10.9375,5.632,100,1,39.5,0,-6.96471,0,62.6,14.45,7.5451,9.41177,9.41177,0,0,13.84,60.8,1110.75,1.24274,5.88235,12.1569,1,1,0,1,1,0,.780554
34,2667522.250,14.1258,0,-10.9375,5.888,100,1,32,0,-5.94902,0,62.6,13.13,8.56078,9.41177,9.41177,0,0,13.84,60.8,1069.25,1.86411,5.09804,10.9804,1,1,0,1,1,0,.736778
35,2667522.500,14.1258,0,-10.9375,5.632,100,1,32.5,0,-5.80392,0,62.6,13.5,8.56078,9.41177,9.41177,0,0,13.76,60.8,1165.75,1.86411,.392157,10.5882,1,1,0,1,1,0,.694832
36,2667522.750,14.0109,0,-10.9375,4.608,100,1,40.5,0,-6.81961,0,62.6,11.22,7.6902,9.41177,9.41177,0,0,13.76,60.8,1228.25,2.48548,.392157,10.5882,1,1,0,1,1,0,.548097
37,2667523.000,13.8961,0,-10.9375,4.096,100,1,43,0,-7.1098,0,62.6,9.57,7.4,9.41177,9.41177,0,0,14.64,60.8,1164.25,2.48548,0,9.80392,1,1,0,1,1,0,.493193
38,2667523.250,13.5516,0,-10.9375,3.328,100,1,37.5,0,-7.98039,0,62.6,7.08,6.52941,9.41177,9.41177,0,0,14.64,60.8,1088,3.10686,0,8.23529,1,1,0,1,1,0,.390441
39,2667523.500,13.207,0,-10.1563,3.328,100,1,30.5,0,-7.98039,0,62.6,8.08,6.52941,9.41177,9.41177,0,0,14.4,60.8,930.5,3.10686,1.96078,9.80392,1,1,0,1,1,0,.52101
40,2667523.750,13.0922,0,-9.375,5.12,100,1,37.5,0,-6.81961,0,62.6,8.94,7.6902,9.41177,9.41177,0,0,14.4,60.8,795,3.72823,1.56863,9.41177,1,1,0,1,1,0,.674717
41,2667524.000,13.0922,0,-8.59375,5.12,100,1,36,0,-6.23922,0,62.6,8.03,8.27059,9.41177,9.41177,0,0,14.48,60.8,735.75,3.72823,1.56863,9.01961,1,1,0,1,1,0,.654842
42,2667524.250,13.0922,0,-8.59375,4.864,100,1,35.5,0,-5.94902,0,62.6,8.07,8.70588,9.41177,9.41177,0,0,14.48,60.8,794.5,4.3496,2.35294,9.41177,1,1,0,1,1,0,.60944
43,2667524.500,12.8625,0,-8.59375,4.608,100,1,36.5,0,-5.94902,0,62.6,8.11,8.56078,9.41177,9.41177,0,0,14.32,60.8,862,4.3496,3.52941,9.41177,1,1,0,1,1,0,.564501
44,2667524.750,12.9773,0,-7.8125,4.608,100,1,37.5,0,-5.94902,0,62.6,9.34,8.56078,9.41177,9.41177,0,0,14.32,60.8,936.75,4.97097,4.31373,10.1961,1,1,0,1,1,0,.598239
45,2667525.000,13.0922,0,-7.8125,4.864,100,1,37,0,-5.94902,0,62.6,11.85,8.56078,9.41177,9.41177,0,0,14.4,60.8,1019.75,5.59234,4.70588,10.5882,1,1,0,1,1,0,.69723
46,2667525.250,13.207,0,-8.59375,4.864,100,1,36,0,-6.09412,0,62.6,12.37,8.41569,9.41177,9.41177,0,0,14.4,60.8,1102,6.21371,3.92157,10.5882,1,1,0,1,1,0,.673503
47,2667525.500,13.207,0,-8.59375,4.608,100,1,38,0,-6.38431,0,62.6,12.26,8.12549,9.41177,9.41177,0,0,14.48,60.8,1175,6.21371,3.52941,10.9804,1,1,0,1,1,0,.626043
48,2667525.750,12.9773,0,-8.59375,4.352,100,1,39.5,0,-6.67451,0,62.6,12.73,7.83529,9.41177,9.41177,0,0,14.48,60.8,1257.25,6.83508,3.92157,10.9804,1,1,0,1,1,0,.607516
49,2667526.000,12.6328,0,-9.375,4.352,100,1,40,0,-6.96471,0,62.6,13.24,7.5451,9.41177,9.41177,0,0,14.48,60.8,1341,7.45645,4.31373,10.9804,1,1,0,1,1,0,.592394
50,2667526.250,12.4031,0,-10.9375,4.096,100,1,40.5,0,-7.2549,0,62.6,12.87,7.2549,9.41177,9.41177,0,0,14.48,60.8,1393.25,7.45645,4.31373,10.9804,1,1,0,1,0,0,.554244
