Time (msec),AFR (lambda),AFR Target (lambda),Boost (psi),Boost Target (psi),Coolant (degF),FKC (deg),FLKC (deg),Fuel correct (%),Fuel learn (%),Fuel pump DC (%),IAM,Injector DC (%),Injector PW (ms),Intake (degF),Load (g/rev),MAF (g/s),Req TQ,RPM,Speed (mph),TGV left (V),TGV right (V),Throttle pedal (%),Throttle plate (%),Timing (deg),Turbo WGDC (%)
128,0.91,0.82,-9.3,-11.3,186,0.00,0.00,-4.7,-8.30,100.0,1.000,2.0,2.6,78,0.32,4.78,0.00,905,0.0,0.80,0.78,0.0,6.3,11.5,0.0
129,0.91,0.82,-9.3,-11.3,186,0.00,0.00,-6.2,-8.30,100.0,1.000,2.0,2.6,78,0.32,4.81,0.00,914,0.0,0.82,0.78,0.0,6.3,11.0,0.0
203,0.89,0.82,-9.3,-11.3,186,0.00,0.00,-7.5,-8.30,100.0,1.000,1.7,2.3,78,0.32,4.78,0.00,897,0.0,0.82,0.78,0.0,6.3,12.5,0.0
306,0.89,0.82,-9.3,-11.3,186,0.00,0.00,-8.0,-8.30,100.0,1.000,1.7,2.3,78,0.32,4.87,0.00,906,0.0,0.82,0.78,0.0,6.3,11.5,0.0
408,0.91,0.82,-9.3,-11.4,186,0.00,0.00,-8.8,-8.30,100.0,1.000,1.7,2.3,78,0.32,4.81,0.00,901,0.0,0.80,0.78,0.0,6.3,12.0,0.0
511,0.91,0.83,-9.3,-11.4,186,0.00,0.00,-9.5,-8.30,100.0,1.000,1.7,2.3,78,0.32,4.81,0.00,904,0.0,0.82,0.78,0.0,6.3,12.0,0.0
611,0.92,0.83,-9.3,-11.4,186,0.00,0.00,-10.2,-8.30,100.0,1.000,1.7,2.3,78,0.33,4.90,0.00,887,0.0,0.82,0.78,0.0,6.3,13.5,0.0
714,0.93,0.82,-9.3,-11.4,186,0.00,0.00,-10.3,-8.30,100.0,1.000,1.7,2.3,78,0.32,4.81,0.00,892,0.0,0.82,0.78,0.0,6.3,13.0,0.0
816,0.95,0.82,-9.3,-11.4,186,0.00,0.00,-10.3,-8.30,100.0,1.000,1.7,2.3,78,0.32,4.81,0.00,889,0.0,0.80,0.78,0.0,6.3,13.0,0.0
917,0.95,0.83,-9.3,-11.4,186,0.00,0.00,-10.5,-8.30,100.0,1.000,1.7,2.3,78,0.32,4.84,0.00,896,0.0,0.82,0.78,0.0,6.3,12.5,0.0
1020,0.96,0.83,-9.3,-11.4,186,0.00,0.00,-10.7,-8.30,100.0,1.000,1.7,2.3,78,0.33,4.84,0.00,886,0.0,0.82,0.78,0.0,6.3,13.5,0.0
1122,0.96,0.83,-9.3,-11.4,186,0.00,0.00,-10.8,-8.30,100.0,1.000,1.7,2.3,78,0.33,4.84,0.00,887,0.0,0.80,0.78,0.0,6.3,13.0,0.0
1221,0.97,0.83,-9.2,-11.4,186,0.00,0.00,-10.9,-8.30,100.0,1.000,1.7,2.3,78,0.33,4.87,0.00,882,0.0,0.80,0.78,0.0,6.3,13.5,0.0
1325,0.98,0.83,-9.2,-11.4,186,0.00,0.00,-11.0,-8.30,100.0,1.000,1.9,2.6,78,0.33,4.84,0.00,884,0.0,0.80,0.78,0.0,6.3,13.0,0.0
1428,0.98,0.83,-9.2,-11.4,186,0.00,0.00,0.1,-8.30,100.0,1.000,1.9,2.6,78,0.33,4.87,0.00,874,0.0,0.80,0.78,0.0,6.3,14.0,0.0
1529,0.98,0.82,-9.2,-11.4,186,0.00,0.00,0.1,-8.30,100.0,1.000,1.9,2.6,78,0.33,4.87,0.00,890,0.0,0.80,0.78,0.0,6.3,12.5,0.0
1631,0.98,0.83,-9.2,-11.4,186,0.00,0.00,0.0,-8.30,100.0,1.000,1.9,2.6,78,0.33,4.84,0.00,891,0.0,0.82,0.78,0.0,6.3,12.0,0.0
1733,0.98,0.83,-9.2,-11.4,186,0.00,0.00,-0.3,-8.30,100.0,1.000,2.0,2.6,78,0.32,4.84,0.00,904,0.0,0.80,0.78,0.0,6.3,11.5,0.0
1835,0.97,0.83,-9.2,-11.4,186,0.00,0.00,-0.7,-8.30,100.0,1.000,2.0,2.6,78,0.32,4.87,0.00,902,0.0,0.80,0.78,0.0,6.3,10.0,0.0
1936,0.95,0.83,-9.2,-11.4,186,0.00,0.00,-2.2,-8.30,100.0,1.000,2.0,2.6,78,0.32,4.81,0.00,916,0.0,0.82,0.78,0.0,6.3,11.0,0.0
2038,0.93,0.83,-9.3,-11.3,186,0.00,0.00,-3.0,-8.30,100.0,1.000,2.0,2.6,78,0.32,4.87,0.00,922,0.0,0.82,0.78,0.0,6.3,10.0,0.0
2142,0.91,0.83,-9.3,-11.3,186,0.00,0.00,-4.7,-8.30,100.0,1.000,2.0,2.6,78,0.31,4.78,0.00,912,0.0,0.80,0.78,0.0,6.3,11.0,0.0
2242,0.91,0.83,-9.3,-11.3,186,0.00,0.00,-6.1,-8.30,100.0,1.000,2.0,2.6,78,0.32,4.90,0.00,918,0.0,0.80,0.78,0.0,6.3,10.5,0.0
2346,0.91,0.83,-9.3,-11.3,186,0.00,0.00,-6.8,-8.30,100.0,1.000,1.7,2.3,80,0.32,4.84,0.00,907,0.0,0.80,0.78,0.0,6.3,11.5,0.0
2447,0.91,0.84,-9.3,-11.3,186,0.00,0.00,-7.6,-8.30,100.0,1.000,1.7,2.3,80,0.32,4.81,0.00,911,0.0,0.82,0.78,0.0,6.3,11.5,0.0
2549,0.91,0.84,-9.3,-11.3,186,0.00,0.00,-7.6,-8.30,100.0,1.000,1.7,2.3,80,0.32,4.87,0.00,905,0.0,0.82,0.78,0.0,6.3,12.0,0.0
2650,0.92,0.84,-9.3,-11.3,186,0.00,0.00,-8.4,-8.30,100.0,1.000,1.7,2.3,80,0.32,4.84,0.00,906,0.0,0.82,0.78,0.0,6.3,11.5,0.0
