sample,time,F_AFR,F_AFR_C_%,F_AFR_L_%,IPW_ms,FPDC_%,IAM,IGN_T_deg,IGN_FLKC,Boost_psi,WGDC_%,IAT_F,MAF_g/s,MAP_psi,VVT_DC_L,VVT_DC_R,VVT_Adv_L,VVT_Adv_R,Batt_V,ECT_F,RPM,MPH,Gas_Pedal,Throttle_%,Ign_Sw,A/C_Sw,Defog_Sw,Blower_Sw,Clutch_Sw,Brake_Sw,Load_g/rev
0,263461.000,14.7,0,-1.5625,4.352,100,1,24.5,0,-4.93333,0,100.4,5.1,8.85098,9.41177,9.41177,0,0,11.12,145.4,1239.25,0,0,7.05882,1,0,0,0,1,0,.246924
1,263461.250,14.7,0,-1.5625,2.304,100,1,22.5,0,-9.14118,0,100.4,5.37,5.07843,9.41177,9.41177,0,0,14.08,145.4,1677.75,0,0,7.05882,1,0,0,0,1,0,.192043
2,263461.500,14.7,0,-1.5625,2.048,100,1,18,0,-10.5922,0,100.4,5.44,3.77255,9.41177,9.41177,0,0,14.08,145.4,1607.25,0,0,7.05882,1,0,0,0,1,0,.20308
3,263461.750,14.7,0,-1.5625,2.048,100,1,16.5,0,-10.7373,0,102.2,5.42,3.48235,9.41177,9.41177,0,0,14.08,145.4,1437.5,0,0,7.05882,1,0,0,0,1,0,.226226
4,263462.000,14.7,0,-1.5625,2.048,100,1,16.5,0,-10.5922,0,102.2,5.41,3.62745,9.41177,9.41177,0,0,14.08,145.4,1270,0,0,7.05882,1,1,0,0,1,0,.255591
5,263462.250,14.7,0,-1.5625,2.304,100,1,16.5,0,-10.302,0,102.2,5.39,4.06275,9.41177,9.41177,0,0,13.92,145.4,1133.75,0,0,7.05882,1,1,0,1,1,0,.285248
6,263462.500,14.7,0,-1.5625,2.304,100,1,16.5,0,-10.0118,0,102.2,5.42,4.20784,9.41177,9.41177,0,0,13.92,145.4,1053,0,0,7.05882,1,1,0,1,1,0,.308832
7,263462.750,14.7,0,-1.5625,2.56,100,1,16.5,0,-9.86667,0,102.2,5.3,4.49804,9.41177,9.41177,0,0,14,147.2,988.25,0,0,6.66667,1,1,0,1,1,0,.321781
8,263463.000,14.7,0,-1.5625,2.56,100,1,16.5,0,-9.72157,0,102.2,5.25,4.64314,9.41177,9.41177,0,0,14,147.2,968.75,0,0,6.66667,1,1,0,1,1,0,.325161
9,263463.250,14.7,0,-1.5625,2.56,100,1,16.5,0,-9.57647,0,102.2,5.2,4.64314,9.41177,9.41177,0,0,14,147.2,971.25,0,0,6.66667,1,1,0,1,1,0,.321236
10,263463.500,14.7,0,-1.5625,2.56,100,1,16.5,0,-9.43137,0,102.2,5.73,4.93333,9.41177,9.41177,0,0,14,147.2,1001,0,0,7.45098,1,1,0,1,1,0,.343457
11,263463.750,14.7,0,-1.5625,2.56,100,1,16.5,0,-9.14118,0,102.2,5.87,5.07843,9.41177,9.41177,0,0,13.92,147.2,1057.5,0,0,7.45098,1,1,0,1,1,0,.33305
12,263464.000,14.7,0,-1.5625,2.56,100,1,16.5,0,-9.14118,0,102.2,5.82,5.22353,9.41177,9.41177,0,0,13.92,147.2,1055,0,0,7.45098,1,1,0,1,1,0,.330995
13,263464.250,14.7,0,-1.5625,2.56,100,1,16.5,0,-9.28627,0,102.2,5.52,5.07843,9.41177,9.41177,0,0,14.16,147.2,1007.25,0,0,7.45098,1,1,0,1,1,0,.328816
14,263464.500,14.7,0,-1.5625,2.56,100,1,16.5,0,-9.14118,0,102.2,5.55,5.07843,9.41177,9.41177,0,0,14.16,147.2,973.5,0,0,7.45098,1,1,0,1,0,0,.342065
15,263464.750,14.7,0,-1.5625,2.56,100,1,16.5,0,-8.99608,0,102.2,5.63,5.22353,9.41177,9.41177,0,0,14,147.2,968,0,0,7.45098,1,1,0,1,0,0,.348967
16,263465.000,14.7,0,-1.5625,2.816,100,1,16.5,0,-8.85098,0,102.2,5.64,5.36863,9.41177,9.41177,0,0,14,147.2,957.25,0,0,7.45098,1,1,0,1,0,0,.353513
17,263465.250,14.7,0,-1.5625,2.816,100,1,16,0,-8.85098,0,102.2,5.82,5.51373,9.41177,9.41177,0,0,14,147.2,975.25,0,0,7.45098,1,1,0,1,0,0,.358062
18,263465.500,14.7,0,-1.5625,2.816,100,1,16,0,-8.85098,0,102.2,5.75,5.51373,9.41177,9.41177,0,0,14,147.2,994.25,0,0,7.45098,1,1,0,1,0,0,.346995
19,263465.750,14.7,0,-1.5625,2.816,100,1,16,0,-8.85098,0,102.2,5.79,5.51373,9.41177,9.41177,0,0,14.08,147.2,1019.25,0,0,7.45098,1,1,0,1,0,0,.340839
20,263466.000,14.5852,0,-1.5625,2.56,100,1,14,0,-8.99608,0,102.2,5.82,5.36863,9.41177,9.41177,0,0,14.08,147.2,1017.75,0,0,7.45098,1,1,0,1,0,0,.34311
21,263466.250,14.5852,0,-1.5625,2.56,100,1,15,0,-8.99608,0,102.2,5.74,5.36863,9.41177,9.41177,0,0,14.08,147.2,1012.25,0,0,7.45098,1,1,0,1,0,0,.340232
22,263466.500,14.5852,0,-1.5625,2.56,100,1,15.5,0,-8.99608,0,102.2,5.68,5.36863,9.41177,9.41177,0,0,14.08,147.2,1026.75,0,0,7.45098,1,1,0,1,0,0,.331921
23,263466.750,14.5852,0,-1.5625,2.56,100,1,16,0,-8.99608,0,102.2,5.61,5.22353,9.41177,9.41177,0,0,14.08,147.2,1024.5,0,0,7.45098,1,1,0,1,0,0,.32855
24,263467.000,14.5852,0,-1.5625,2.56,100,1,15.5,0,-9.14118,0,100.4,5.64,5.22353,9.41177,9.41177,0,0,14.08,147.2,1019.5,0,0,7.45098,1,1,0,1,0,0,.331927
25,263467.250,14.4703,0,-1.5625,2.56,100,1,16,0,-9.14118,0,100.4,5.66,5.22353,9.41177,9.41177,0,0,14.08,147.2,1012.75,0,0,7.45098,1,1,0,1,0,0,.335325
26,263467.500,14.4703,0,-1.5625,2.56,100,1,17.5,0,-8.99608,0,100.4,5.64,5.22353,9.41177,9.41177,0,0,14.08,147.2,1008.5,0,0,7.45098,1,1,0,1,0,0,.335548
27,263467.750,14.4703,0,-1.5625,2.56,100,1,17,0,-8.99608,0,100.4,5.72,5.22353,9.41177,9.41177,0,0,14.16,147.2,1013.25,0,0,7.45098,1,1,0,1,0,0,.338712
28,263468.000,14.3555,0,-1.5625,2.56,100,1,16,0,-8.99608,0,100.4,5.63,5.22353,9.41177,9.41177,0,0,14.16,147.2,1020.5,0,0,7.45098,1,1,0,1,0,0,.331014
29,263468.250,14.2406,0,-1.5625,2.56,100,1,16,0,-8.99608,0,100.4,5.61,5.22353,9.41177,9.41177,0,0,14.08,147.2,1007.75,0,0,7.45098,1,1,0,1,0,0,.334011
