sample,time,F_AFR,F_AFR_C_%,F_AFR_L_%,IPW_ms,FPDC_%,IAM,IGN_T_deg,IGN_FLKC,Boost_psi,WGDC_%,IAT_F,MAF_g/s,MAP_psi,VVT_DC_L,VVT_DC_R,VVT_Adv_L,VVT_Adv_R,Batt_V,ECT_F,RPM,MPH,Gas_Pedal,Throttle_%,Ign_Sw,A/C_Sw,Defog_Sw,Blower_Sw,Clutch_Sw,Brake_Sw,Load_g/rev
0,2771307.750,14.7,0,-5.46875,4.608,100,1,19,0,-3.91765,0,116.6,3.94,10.5922,9.41177,9.41177,0,0,11.68,197.6,925.75,0,0,7.05882,1,0,0,0,1,0,.255361
1,2771308.000,14.7,0,-5.46875,3.072,100,1,18.5,0,-8.27059,0,116.6,4.8,6.23922,9.41177,9.41177,0,0,11.68,203,1562.5,0,0,6.66667,1,0,0,0,1,0,.18432
2,2771308.250,14.7,0,-5.46875,2.56,100,1,14,0,-10.302,0,116.6,5.05,4.20784,9.41177,9.41177,0,0,13.68,203,1603.5,0,0,6.66667,1,0,0,0,1,0,.188962
3,2771308.500,14.7,0,-5.46875,2.56,100,1,11,0,-10.7373,0,116.6,5.11,3.77255,9.41177,9.41177,0,0,13.68,203,1492.25,0,0,6.66667,1,0,0,0,1,0,.205462
4,2771308.750,14.7,0,-5.46875,2.56,100,1,11,0,-10.5922,0,116.6,5.08,3.77255,9.41177,9.41177,0,0,13.52,203,1330.25,0,0,6.66667,1,0,0,0,1,0,.22913
5,2771309.000,14.7,0,-5.46875,2.56,100,1,11,0,-10.4471,0,116.6,5.11,4.06275,9.41177,9.41177,0,0,13.52,203,1192.5,0,0,6.66667,1,1,0,1,1,0,.257107
6,2771309.250,14.7,0,-5.46875,2.816,100,1,11,0,-10.302,0,116.6,5.05,4.20784,9.41177,9.41177,0,0,13.68,203,1066.75,0,0,6.66667,1,1,0,1,1,0,.28404
7,2771309.500,14.7,0,-5.46875,2.816,100,1,11,0,-10.0118,0,116.6,4.86,4.35294,9.41177,9.41177,0,0,13.68,203,967.5,0,0,6.66667,1,1,0,1,1,0,.301395
8,2771309.750,14.7,0,-5.46875,3.072,100,1,11,0,-9.86667,0,116.6,4.65,4.64314,9.41177,9.41177,0,0,13.6,203,888.5,0,0,6.27451,1,1,0,1,1,0,.314012
9,2771310.000,14.7,0,-5.46875,3.072,100,1,11,0,-9.57647,0,116.6,4.59,4.93333,9.41177,9.41177,0,0,13.6,203,830.25,0,0,6.27451,1,1,0,1,1,0,.331707
10,2771310.250,14.7,0,-5.46875,3.072,100,1,11,0,-9.43137,0,116.6,4.3,5.07843,9.41177,9.41177,0,0,13.68,203,799.75,0,0,7.05882,1,1,0,1,1,0,.322601
11,2771310.500,14.7,0,-5.46875,3.328,100,1,11,0,-8.99608,0,116.6,5.17,5.51373,9.41177,9.41177,0,0,13.68,203,818.5,0,0,7.05882,1,1,0,1,1,0,.378986
12,2771310.750,14.7,0,-5.46875,3.328,100,1,11,0,-8.70588,0,116.6,5.28,5.80392,9.41177,9.41177,0,0,13.68,203,824,0,0,6.66667,1,1,0,1,1,0,.384466
13,2771311.000,14.7,0,-5.46875,3.328,100,1,11,0,-8.70588,0,116.6,4.78,5.65882,9.41177,9.41177,0,0,13.68,201.2,836.5,0,0,6.66667,1,1,0,1,1,0,.342857
14,2771311.250,14.5852,0,-5.46875,3.328,100,1,11,0,-8.85098,0,116.6,4.74,5.65882,9.41177,9.41177,0,0,13.68,201.2,817.25,0,0,6.66667,1,1,0,1,1,0,.347996
15,2771311.500,14.5852,0,-5.46875,3.328,100,1,11,0,-8.85098,0,116.6,4.71,5.65882,9.41177,9.41177,0,0,13.68,201.2,816.25,0,0,6.66667,1,1,0,1,1,0,.346217
16,2771311.750,14.5852,0,-5.46875,3.328,100,1,11.5,0,-8.85098,0,116.6,4.68,5.65882,9.41177,9.41177,0,0,13.76,201.2,799.75,0,0,6.27451,1,1,0,1,1,0,.35111
17,2771312.000,14.5852,0,-5.46875,3.328,100,1,11,0,-8.85098,0,116.6,4.69,5.65882,9.41177,9.41177,0,0,13.76,201.2,780,0,0,6.27451,1,1,0,1,1,0,.360769
18,2771312.250,14.4703,0,-5.46875,3.328,100,1,11,0,-8.85098,0,116.6,4.5,5.65882,9.41177,9.41177,0,0,13.68,201.2,704,0,0,6.27451,1,1,0,1,1,0,.383523
19,2771312.500,14.4703,0,-5.46875,3.328,100,1,11.5,0,-8.85098,0,116.6,4.42,5.65882,9.41177,9.41177,0,0,13.68,199.4,756.75,0,0,6.27451,1,1,0,1,1,0,.350446
20,2771312.750,14.3555,0,-5.46875,3.072,100,1,15,0,-8.85098,0,116.6,4.3,5.65882,9.41177,9.41177,0,0,13.68,199.4,741,0,0,6.27451,1,1,0,1,1,0,.348178
21,2771313.000,14.3555,0,-5.46875,3.328,100,1,15.5,0,-8.70588,0,114.8,4.27,5.80392,9.41177,9.41177,0,0,13.68,199.4,739.75,0,0,6.27451,1,1,0,1,1,1,.346333
22,2771313.250,14.2406,0,-5.46875,3.072,100,1,15,0,-8.70588,0,114.8,4.22,5.80392,9.41177,9.41177,0,0,13.68,197.6,744.5,0,0,6.27451,1,1,0,1,1,1,.340094
23,2771313.500,14.1258,0,-5.46875,3.072,100,1,14,0,-8.70588,0,114.8,4.22,5.80392,9.41177,9.41177,0,0,13.68,197.6,755.5,0,0,5.88235,1,1,0,1,1,1,.335142
24,2771313.750,14.0109,0,-5.46875,3.072,100,1,13,0,-8.70588,0,114.8,4.13,5.65882,9.41177,9.41177,0,0,13.68,197.6,759,0,0,6.27451,1,1,0,1,1,1,.326482
25,2771314.000,13.8961,0,-5.46875,3.072,100,1,13.5,0,-8.85098,0,114.8,4.16,5.65882,9.41177,9.41177,0,0,13.68,197.6,757,0,0,6.27451,1,1,0,1,1,1,.329723
26,2771314.250,13.6664,0,-5.46875,3.072,100,1,14.5,0,-8.85098,0,114.8,4.13,5.51373,9.41177,9.41177,0,0,13.6,197.6,748.25,0,0,5.88235,1,1,0,1,1,1,.331173
27,2771314.500,13.5516,0,-5.46875,3.072,100,1,15,0,-8.85098,0,114.8,4.02,5.51373,9.41177,9.41177,0,0,13.6,197.6,741,0,0,5.88235,1,1,0,1,1,1,.325506
28,2771314.750,13.3219,0,-5.46875,3.072,100,1,15.5,0,-8.85098,0,114.8,4.08,5.51373,9.41177,9.41177,0,0,13.6,195.8,734,0,0,5.88235,1,1,0,1,1,1,.333515
29,2771315.000,13.207,0,-5.46875,3.072,100,1,15.5,0,-8.85098,0,114.8,4.05,5.65882,9.41177,9.41177,0,0,13.6,195.8,717.75,0,0,5.88235,1,1,0,1,1,1,.338558
30,2771315.250,12.9773,0,-5.46875,3.072,100,1,15.5,0,-8.70588,0,114.8,4.02,5.65882,9.41177,9.41177,0,0,13.6,195.8,718,0,0,5.88235,1,1,0,1,1,1,.335933
31,2771315.500,12.8625,0,-5.46875,3.072,100,1,15.5,0,-8.70588,0,114.8,4.02,5.80392,9.41177,9.41177,0,0,13.6,195.8,718,0,0,5.88235,1,1,0,1,1,1,.335933
32,2771315.750,12.6328,0,-5.46875,3.072,100,1,14.5,0,-8.70588,0,114.8,4.08,5.80392,9.41177,9.41177,0,0,13.68,195.8,725.25,0,0,6.27451,1,1,0,1,1,1,.337539
33,2771316.000,12.518,0,-5.46875,3.072,100,1,13.5,0,-8.70588,0,114.8,4.19,5.80392,9.41177,9.41177,0,0,13.68,195.8,725.75,0,0,6.27451,1,1,0,1,1,1,.3464
34,2771316.250,12.4031,0,-5.46875,3.072,100,1,12,0,-8.70588,0,114.8,4.22,5.80392,9.41177,9.41177,0,0,13.68,195.8,746.25,0,0,6.27451,1,1,0,1,1,1,.339296
35,2771316.500,12.2883,0,-5.46875,3.072,100,1,11,0,-8.70588,0,114.8,4.27,5.80392,9.41177,9.41177,0,0,13.68,195.8,757,0,0,6.27451,1,1,0,1,1,1,.338441
36,2771316.750,12.1734,0,-5.46875,3.072,100,1,9.5,0,-8.70588,0,114.8,4.22,5.65882,9.41177,9.41177,0,0,13.68,195.8,754.75,0,0,6.27451,1,1,0,1,1,1,.335475
37,2771317.000,12.0586,0,-5.46875,3.072,100,1,10,0,-8.70588,0,114.8,4.27,5.65882,9.41177,9.41177,0,0,13.68,194,754.5,0,0,6.27451,1,1,0,1,1,1,.339563
38,2771317.250,12.0586,0,-5.46875,3.072,100,1,9.5,0,-8.70588,0,114.8,4.27,5.65882,9.41177,9.41177,0,0,13.76,194,762.25,0,0,6.27451,1,1,0,1,1,1,.33611
39,2771317.500,12.0586,0,-5.46875,3.072,100,1,10.5,0,-8.85098,0,114.8,4.3,5.65882,9.41177,9.41177,0,0,13.76,194,767,0,0,6.27451,1,1,0,1,1,1,.336375
40,2771317.750,12.1734,0,-5.46875,3.072,100,1,10.5,0,-8.85098,0,114.8,4.25,5.65882,9.41177,9.41177,0,0,13.68,194,775.75,0,0,6.27451,1,1,0,1,1,1,.328714
41,2771318.000,12.1734,0,-5.46875,2.816,100,1,10.5,0,-8.85098,0,114.8,4.19,5.65882,9.41177,9.41177,0,0,13.68,194,773.25,0,0,6.27451,1,1,0,1,1,1,.325121
